A	Coef.Sample.1 - Sample.2	t.Sample.1 - Sample.2	p.value.Sample.1 - Sample.2	p.value.adj.Sample.1 - Sample.2	F	F.p.value
IL17RD	2.931085	1.86209754	2.760923	0.0071574933	0.02063835557	5.5992021	1.421e-06
TMEM101	9.4037617	-0.52527557	-2.7607803	0.0071603427	0.02064279523	11.8183629	0
FAM214A	8.4446706	0.88560508	2.7603191	0.0071695576	0.02066558113	2.573305	0.0076253684
EMG1	10.3485658	-0.48015077	-2.7592776	0.0071904065	0.02072188632	4.9917743	7.3791e-06
CMYA5	4.0512348	1.67087652	2.7589072	0.0071978339	0.02073949913	10.7155022	0
IKBIP	9.19723	-0.62894491	-2.7588187	0.0071996087	0.0207408211	5.2322711	3.8211e-06
ARRDC2	9.7727041	0.99100226	2.7583929	0.0072081585	0.0207616567	4.171896	7.34817e-05
C15orf40	8.2271324	-0.45511386	-2.75831	0.0072098244	0.02076245277	7.6434088	8e-09
RCAN3	7.344623	-1.42359869	-2.7582209	0.007211615	0.02076245277	2.8033681	0.0039015161
E2F6	7.8120093	-0.58889938	-2.7581825	0.0072123868	0.02076245277	2.2773155	0.0178996105
PHF5A	8.1826591	-0.55251372	-2.7581104	0.0072138367	0.02076283414	5.1944332	4.2359e-06
USP1	9.7822945	-0.41042877	-2.757775	0.0072205823	0.02077698096	8.0425269	3.1e-09
USP14	10.6242691	-0.61515382	-2.7577349	0.0072213883	0.02077698096	3.459853	0.0005731111
CAPNS1	11.0360649	-0.87451799	-2.7573796	0.007228541	0.02079038841	14.1200181	0
HERPUD1	12.8506001	0.72456765	2.7573154	0.0072298354	0.02079038841	11.4089227	0
DAPP1	10.2252603	-0.67659595	-2.7573069	0.0072300056	0.02079038841	13.9252499	0
SUN1	10.4678315	0.82164768	2.7567714	0.0072408016	0.02081481616	3.0041967	0.0021690544
SNX1	11.9082776	-0.47328269	-2.7567545	0.0072411419	0.02081481616	5.001834	7.1777e-06
TIA1	10.6703305	0.671445	2.756541	0.0072454496	0.02082340101	4.8511737	1.08797e-05
SMURF1	9.1621318	1.21407856	2.7561687	0.0072529692	0.02084121198	5.1807271	4.3971e-06
FAM35DP	2.6075706	-0.96638481	-2.755281	0.0072709239	0.02088899588	4.1985447	6.81077e-05
MSX2	3.405622	1.6419335	2.7550831	0.0072749319	0.02089670167	5.8201135	7.902e-07
ATRAID	11.6688472	-0.48181929	-2.754699	0.0072827176	0.02091525369	4.456327	3.28034e-05
GDF11	7.2336448	0.85915308	2.7540238	0.0072964224	0.02095079497	4.6513812	1.89713e-05
MTMR9LP	6.1608073	1.74142437	2.7538235	0.0073004921	0.02095866237	14.4543707	0
LRRC1	4.8449422	1.62529513	2.7525438	0.0073265448	0.02102962533	5.0984019	5.5065e-06
SLC4A1AP	9.9411975	-0.50786165	-2.7523061	0.0073313929	0.02103970926	2.1431572	0.0262075684
ATP6V0B	13.374496	-0.49223801	-2.7516179	0.0073454458	0.02107620072	6.4896525	1.39e-07
PMS2P1	7.8436627	0.48786189	2.7513324	0.0073512845	0.02108911445	7.5383491	1.03e-08
FAM98A	8.9903436	-0.87565677	-2.7510392	0.0073572828	0.02110248128	1.4118146	0.1840941548
POTEJ	4.3366133	-0.8224794	-2.7505766	0.0073667582	0.02112581452	5.1983858	4.1905e-06
TNIP2	8.8021079	-1.06085777	-2.7504718	0.0073689065	0.021128131	6.2568529	2.526e-07
ATG4B	10.9849554	0.4904962	2.7499426	0.0073797608	0.02115540364	4.0418609	0.0001065589
FAT4	2.5913677	1.77369119	2.7493117	0.0073927219	0.02118623043	6.5038888	1.34e-07
SEC31A	11.8734797	-0.58297549	-2.7492883	0.0073932027	0.02118623043	3.2096931	0.0011892461
KIAA1217	3.5178236	-1.67375266	-2.7489787	0.0073995709	0.02120062487	4.7072356	1.62319e-05
GDPD3	4.2189179	1.05146269	2.7488707	0.0074017942	0.02120314045	15.5640808	0
ZNF257	2.7109309	0.77857891	2.7487134	0.0074050327	0.02120831825	4.4447409	3.38928e-05
ZNF302	9.1355893	0.80178997	2.7486522	0.007406293	0.02120831825	4.0621846	0.0001005338
ZNF514	7.6772515	1.25694816	2.7480501	0.0074187017	0.02123999216	5.7938612	8.47e-07
ABHD15	9.2328819	1.17931941	2.7474632	0.0074308146	0.02127080813	10.711224	0
FFAR3	2.9826839	-1.46281951	-2.7470959	0.0074384066	0.0212886737	9.2326049	2e-10
VARS2	9.908778	0.64617293	2.7469591	0.0074412355	0.02129290357	8.4216838	1.3e-09
EIF5AL1	6.3255667	-0.71882438	-2.7465946	0.0074487778	0.0213106167	6.9429925	4.44e-08
TBXA2R	4.9695545	-1.74784547	-2.7464944	0.0074508524	0.0213126831	9.9602698	0
HRK	2.6078124	-1.41789249	-2.7463263	0.0074543333	0.02131877095	10.5508443	0
VSIR	14.0243738	0.75272473	2.7462078	0.0074567881	0.02132192244	12.8007556	0
LINC00652	2.5408144	1.47010935	2.7455586	0.0074702526	0.02135654852	5.2211354	3.9387e-06
SRBD1	8.8958664	-0.75305946	-2.745171	0.0074783015	0.02137568177	2.229523	0.0205137049
IGSF22	6.4581135	1.16909428	2.7446509	0.0074891141	0.02140270656	13.1426866	0
PSD3	8.4497181	1.24329184	2.7442774	0.0074968881	0.02141744853	9.658051	1e-10
ZCCHC17	9.8307519	-0.4436121	-2.7442725	0.0074969903	0.02141744853	9.4800613	1e-10
TSPAN1	2.1823686	1.26881019	2.743878	0.0075052085	0.02143704084	2.8532468	0.0033725262
MRPS5	10.2729046	-0.42060796	-2.7433689	0.007515828	0.02146348356	7.4842386	1.17e-08
CRYGS	6.3900486	0.92840693	2.7426405	0.0075310456	0.02150304529	3.9077764	0.0001566035
ACTL10	4.5624253	-1.39280515	-2.7418439	0.00754772	0.02154599095	5.8416061	7.467e-07
SIGLEC16	6.1867984	1.02634934	2.7417914	0.0075488206	0.02154599095	12.5738557	0
C8orf76	8.9808685	-0.89177224	-2.7412797	0.0075595506	0.02157271003	4.4847531	3.02787e-05
NCLN	10.6329305	-0.80106782	-2.74109	0.0075635317	0.02158016356	6.706045	8.03e-08
FURIN	10.2638361	-0.93376675	-2.7406385	0.0075730141	0.02159984953	8.931465	4e-10
SVIL.AS1	4.1247129	1.38023429	2.740631	0.0075731723	0.02159984953	7.0890189	3.09e-08
MME	4.7917462	-2.16177851	-2.7393434	0.00760028	0.0216732428	18.0141089	0
ENGASE	9.4667827	1.32961613	2.7392728	0.0076017671	0.02167356215	9.0419093	3e-10
RRN3P2	5.0426489	0.97339823	2.738685	0.0076141726	0.02170500543	4.8594652	1.06327e-05
ILF3	11.6922502	0.42476293	2.7385003	0.0076180756	0.02171220422	5.5095062	1.8067e-06
CYP3A7.CYP3A51P	1.8334383	0.95627624	2.7380246	0.0076281338	0.02173694024	2.3428363	0.0148370451
IGFALS	2.2853158	1.49001028	2.7379225	0.0076302947	0.02173916742	3.0534609	0.0018779599
PCDHA6	4.9847926	-1.36666039	-2.7378216	0.0076324298	0.02174132039	2.8375335	0.0035309735
KIF20B	8.9042817	1.16623284	2.737549	0.0076382012	0.02175263745	10.5924461	0
YWHAQ	11.8168446	-0.46237154	-2.7375036	0.007639163	0.02175263745	19.5449261	0
CCDC103	5.3290518	-1.10138083	-2.7371739	0.0076461514	0.02176860413	4.749676	1.44218e-05
TMEM87B	9.6595933	-0.81283588	-2.7370756	0.0076482358	0.02177060577	18.5398244	0
LINC00853	2.9244988	-1.15168648	-2.7369565	0.0076507623	0.02177386497	9.9182233	0
RANBP9	9.2335927	0.71137781	2.7368784	0.0076524198	0.02177465043	7.9965637	3.5e-09
TSPEAR.AS2	2.3961063	1.2225088	2.7366968	0.0076562729	0.02178168181	4.2468965	5.93523e-05
TNFSF12	10.2669564	-0.59433409	-2.7364191	0.0076621706	0.0217945263	14.2768013	0
ATP1A3	3.5551928	2.06322596	2.7359817	0.0076714678	0.02181703421	8.7949483	5e-10
PRKCQ.AS1	3.7836478	1.74555582	2.735579	0.0076800358	0.02183746055	4.7352318	1.50136e-05
CYSRT1	3.3435558	1.35258089	2.7354752	0.0076822442	0.02183979994	1.9977598	0.0393949861
SF1	12.0432728	0.41856551	2.7345208	0.007702592	0.02189369748	4.4960713	2.93291e-05
SNRPA	9.8758376	-0.46781528	-2.7338487	0.0077169515	0.02193055756	14.8203502	0
MKRN1	11.7345527	-0.45752094	-2.7334089	0.0077263597	0.02195333605	12.2451157	0
C1D	8.4808725	-0.69101666	-2.7324936	0.0077459752	0.02200510359	3.3398286	0.0008132107
CSTF1	9.7680031	-0.54642947	-2.73239	0.007748198	0.02200745157	3.3950874	0.0006921502
ACOT9	10.3247444	-1.02907726	-2.7318235	0.0077603643	0.02203803632	2.5583273	0.0079641539
EFNA1	2.9882317	1.72882368	2.7313235	0.0077711168	0.02206459582	2.5530784	0.008086363
POLR1D	9.779597	-0.42590216	-2.7307074	0.0077843847	0.02209828662	19.1829146	0
DNAJB4	8.5246709	0.89146799	2.7293251	0.0078142263	0.0221790062	9.9826575	0
SRSF2	12.3998428	0.49208622	2.72868	0.0078281908	0.02221464076	4.6662389	1.81997e-05
PELO	8.9650354	-0.99824321	-2.7283891	0.0078344943	0.02222852648	2.0163482	0.0374089736
APOC1	9.943524	1.47145752	2.7282598	0.0078372973	0.022232477	21.523686	0
ADCY2	2.6656972	1.712132	2.726491	0.0078757414	0.02233751318	6.4637312	1.485e-07
CERS4	8.7538177	0.63947389	2.7258229	0.0078903063	0.02237479616	5.0754497	5.8639e-06
SHANK1	2.2343465	1.3852649	2.7254421	0.0078986202	0.02239434296	4.1158833	8.6221e-05
MAP1LC3B2	6.6378256	-0.70056949	-2.725309	0.0079015266	0.02239524881	11.5466078	0
SIL1	10.4106165	-0.59624143	-2.7252974	0.0079017815	0.02239524881	5.8486492	7.329e-07
C12orf40	2.7656706	1.17470569	2.7249469	0.0079094427	0.02241293172	2.9068381	0.002883539
PARD3	3.5040962	1.24227244	2.7248545	0.0079114638	0.022414629	31.3196322	0
C3orf62	8.5657646	0.90581317	2.7246476	0.0079159901	0.02242342196	3.685372	0.0002976616
MORN1	6.2131695	1.05348679	2.724165	0.007926557	0.02244864367	11.5042936	0
SLC38A4	2.8203607	2.25879051	2.7241109	0.0079277426	0.02244864367	4.9078343	9.3011e-06
SYCP2L	4.9714465	1.83300684	2.724002	0.0079301288	0.02245136686	4.9348127	8.6334e-06
MGMT	8.7604201	-0.69466138	-2.7235017	0.0079411022	0.0224783966	7.639929	8.1e-09
DCTN3	9.6885192	-0.58050481	-2.7226012	0.0079608884	0.0225303578	26.9088897	0
RPL15	13.333361	-0.51439441	-2.7221963	0.0079698013	0.02255153303	11.3611746	0
USP27X	4.3837464	1.36979091	2.7207244	0.0080022726	0.02263934993	1.7768222	0.072086068
POM121C	8.8842573	0.76917143	2.7204391	0.0080085809	0.02265313051	2.5497044	0.0081658953
PRG2	4.9461031	-1.99328324	-2.7202216	0.0080133923	0.02266267276	21.6343092	0
SKA3	5.3291097	-1.77918597	-2.7194297	0.0080309343	0.02270820877	3.7869668	0.000221862
STIP1	11.6394134	-0.55599807	-2.7190155	0.0080401235	0.02273011412	1.8777284	0.0548456227
HOXB.AS1	3.2803851	1.6537123	2.7186239	0.0080488196	0.0227506179	4.9222891	8.9371e-06
HBP1	11.2986073	-0.60041686	-2.7183509	0.008054889	0.02276166393	2.1418185	0.0263068615
MOSPD2	9.7326473	-0.77325016	-2.7182724	0.0080566335	0.02276166393	4.7207891	1.56301e-05
ZNF8	7.569361	0.68607861	2.7182532	0.00805706	0.02276166393	4.4461574	3.37577e-05
PSMC4	12.010631	-0.48398983	-2.7180887	0.0080607192	0.02276792018	5.3002336	3.1771e-06
WDR55	10.0821996	-0.57440492	-2.717642	0.0080706649	0.02279192788	1.7136304	0.0853204785
FPGT	9.2882748	-1.0331875	-2.7175008	0.0080738102	0.02279633884	2.3631457	0.0139963341
RUNDC3A.AS1	3.0194284	1.31813141	2.717442	0.0080751196	0.02279633884	6.473183	1.45e-07
LRMP	10.413151	1.04149259	2.7170904	0.0080829595	0.02281131326	14.5105794	0
MUC20	4.0484349	1.6569183	2.7170743	0.0080833186	0.02281131326	3.6115086	0.0003687583
CRYBB2P1	7.9278758	0.58913349	2.7164436	0.0080973979	0.02284695462	5.4123523	2.3462e-06
SLC16A4	4.0074162	1.23763221	2.7156707	0.0081146819	0.02289162353	5.4525777	2.1053e-06
OAZ3	6.8445549	-0.71543314	-2.7152547	0.0081240008	0.02291381116	1.3729047	0.2021958569
DYNC1I1	3.3006057	1.85020779	2.7150857	0.0081277882	0.02292039172	7.0615069	3.31e-08
TNRC6C.AS1	8.220081	1.24628662	2.7147485	0.0081353494	0.02293761049	10.0339552	0
PANK1	6.6652796	1.40367793	2.714576	0.0081392205	0.02294170144	5.3633567	2.678e-06
LINC00957	3.6288009	-1.037569	-2.7145542	0.0081397116	0.02294170144	10.1208663	0
KMT5B	10.0500406	0.48603325	2.714317	0.008145037	0.02295260661	6.9767095	4.08e-08
FXYD7	2.4555196	1.33716747	2.713976	0.0081526988	0.02297009054	5.3759385	2.5885e-06
BZW2	9.4487079	-0.82524749	-2.7138616	0.0081552707	0.02297322987	8.7856848	6e-10
POLR2I	8.6847242	-0.71056883	-2.7136386	0.0081602886	0.02298325754	12.2917107	0
CHURC1	10.846972	-0.52947143	-2.7133559	0.0081666504	0.02299706587	6.3243356	2.123e-07
EHHADH.AS1	2.9880835	-1.2246496	-2.713107	0.0081722574	0.02300874392	2.6687395	0.0057775914
AMN1	8.111814	0.75681516	2.7126367	0.0081828587	0.02303447696	2.5277783	0.0087018605
TCN1	3.7194525	-2.09740457	-2.712364	0.0081890116	0.02304768077	14.4712779	0
CHMP1A	11.2020549	-0.41725843	-2.7109753	0.0082204129	0.02313192783	10.7376604	0
ZSCAN9	8.304722	1.02786674	2.7103027	0.008235661	0.02317069837	7.8689212	4.7e-09
PPP2R5A	9.1750006	-0.71927791	-2.7098288	0.0082464193	0.02319682568	15.7806305	0
HUWE1	10.893183	0.57288752	2.7091435	0.0082619991	0.0232365038	10.2169504	0
TCHH	3.231568	1.4463132	2.708289	0.008281464	0.02328709262	4.8736416	1.02235e-05
HPRT1	10.0877824	-0.82553582	-2.7081312	0.0082850643	0.02329306081	2.138956	0.0265204028
CDK7	8.3431917	-0.78241167	-2.7071989	0.0083063567	0.0233487582	2.0424196	0.0347840846
CYCSP52	1.9077979	1.00397736	2.7069236	0.0083126559	0.02336229842	2.2547742	0.019089421
NLRX1	8.8810631	-1.1489156	-2.7064126	0.0083243559	0.02339100977	6.4837877	1.411e-07
SIGLEC17P	3.8379998	-1.48788196	-2.7061847	0.0083295788	0.02340151367	12.0924772	0
DPY19L2P3	3.6978242	1.34713886	2.705964	0.0083346392	0.0234115573	2.6847966	0.0055136211
APOPT1	9.1544634	-0.81037974	-2.7056667	0.0083414615	0.02342654586	2.5477617	0.0082120366
SUSD2	2.6873929	1.47699849	2.7055838	0.0083433649	0.02342771686	3.3019273	0.0009083451
SCOC	9.7729727	-0.52818278	-2.7046901	0.0083639056	0.02348121053	5.6983613	1.0911e-06
LINC00621	2.6631198	1.60589784	2.7045184	0.0083678588	0.023488125	2.2920739	0.0171600774
CR1L	2.2758498	-1.18475946	-2.7041584	0.0083761488	0.02350720824	4.9628925	7.9901e-06
TRAPPC9	9.7898132	0.60523074	2.7039652	0.0083806023	0.02351551947	4.5660028	2.40963e-05
COX6C	11.1463502	-0.72564028	-2.703877	0.0083826358	0.02351703858	9.3972821	1e-10
ZMYND15	7.3464944	1.13771442	2.7034204	0.0083931702	0.02354132593	18.2011458	0
KDELR1	11.0999629	-0.38800566	-2.7033723	0.0083942803	0.02354132593	6.4001978	1.747e-07
LIPM	3.3483465	1.39578959	2.7021313	0.0084229752	0.02361759681	9.1205501	3e-10
MRPL2	8.9689785	-0.63205043	-2.701767	0.0084314154	0.02363705774	4.3816556	4.05028e-05
PRKXP1	4.2322455	1.37778285	2.7015965	0.0084353692	0.02364393635	4.3932279	3.91991e-05
ZNF34	7.6416391	1.16518741	2.7014769	0.008438144	0.02364750833	6.4558354	1.515e-07
STYX	9.4022276	-0.60521645	-2.7007551	0.0084549019	0.02369025935	3.8074353	0.0002091281
SH2D3A	2.8103107	-1.32942766	-2.7006436	0.0084574937	0.02369330937	3.8798154	0.0001697323
RPS6KA4	10.0963174	0.70979427	2.7004049	0.0084630442	0.02370464543	4.9624671	7.9994e-06
ZNF354C	6.6180932	1.05434807	2.7001053	0.0084700142	0.02371995261	6.9410541	4.46e-08
DDX5	14.6253177	0.39875076	2.6999372	0.008473929	0.02372670021	16.091321	0
PTTG3P	2.042672	0.86626	2.6990402	0.0084948405	0.02378102684	2.4796483	0.0100029094
ZCRB1	9.6074017	-0.57756142	-2.698508	0.0085072698	0.02381159275	5.4917124	1.8951e-06
OMD	2.0939133	1.32103308	2.6980783	0.0085173166	0.02383548065	3.1354939	0.0014773529
TMEM110.MUSTN1	8.9454618	0.70074712	2.6979221	0.0085209712	0.02384147484	3.67511	0.0003066447
SH2D3C	9.7054436	-1.28795432	-2.6978249	0.0085232484	0.02384361333	9.1617165	2e-10
ZNF511	8.8635094	-0.71873981	-2.6975367	0.0085299961	0.02385462392	8.9397684	4e-10
ORMDL3	9.4139546	0.50407119	2.6975275	0.0085302113	0.02385462392	11.8798542	0
ERC2	4.9688909	2.1821693	2.6974616	0.0085317554	0.02385470948	8.6038968	8e-10
ASGR1	6.1725603	-1.51254079	-2.6972068	0.0085377283	0.02386717552	29.272029	0
PDZD8	8.8745039	0.67866124	2.697115	0.0085398806	0.02386895876	6.0998871	3.795e-07
CERCAM	7.0830432	1.53323233	2.6965057	0.0085541816	0.02390469094	3.7616703	0.0002386878
RAPGEF6	10.1881072	1.09611623	2.6961543	0.0085624386	0.02392352315	14.5156908	0
PRRG2	2.9377984	1.11357438	2.6953366	0.0085816808	0.02397303641	3.7304942	0.000261209
PRKACB	9.4794737	1.02982196	2.6945706	0.0085997409	0.02401776781	7.7373847	6.4e-09
ZNF750	2.2511283	1.11001795	2.6945283	0.0086007412	0.02401776781	3.8377708	0.0001916002
LINC01134	2.6135303	-1.10439536	-2.6940522	0.0086119839	0.02404490312	7.3417798	1.66e-08
TUBGCP6	9.9375883	1.32316008	2.6936062	0.0086225315	0.02407008839	4.4713406	3.14444e-05
PAK1	11.6020222	-0.53185255	-2.6932415	0.0086311624	0.02408646749	7.1879454	2.42e-08
CTTN	5.4732924	-1.85148734	-2.6932291	0.0086314554	0.02408646749	14.0977694	0
CASC10	2.361543	1.50255416	2.6925349	0.0086479097	0.02412811199	1.7697134	0.0734738159
C18orf32	10.9071197	-0.4680618	-2.6920874	0.0086585315	0.02415347155	11.536413	0
TNFRSF10C	7.830796	-1.32012604	-2.6917739	0.0086659799	0.02416997165	14.1587969	0
PCDHA3	4.981044	-1.41151651	-2.6916178	0.0086696902	0.02417514294	2.6928778	0.0053853273
LAMP3	4.5654517	-1.74705921	-2.6915668	0.0086709018	0.02417514294	8.0118989	3.3e-09
OPLAH	8.1550397	-1.25181936	-2.6909637	0.0086852542	0.02421087582	12.4655178	0
TAS2R10	2.0553599	1.09153801	2.69073	0.0086908226	0.02422211413	3.7968189	0.0002156378
BTG2	12.937217	0.72080334	2.6906094	0.0086936953	0.02422456517	13.1540133	0
NOL7	10.5057948	-0.48171471	-2.6905641	0.008694776	0.02422456517	2.2882126	0.0173506349
TYW1B	6.0882012	0.98697444	2.6903066	0.0087009153	0.02423738536	3.056133	0.0018633384
SYTL2	3.7269384	1.82478836	2.6897376	0.0087144989	0.02427093428	3.5961299	0.0003855942
GAB1	7.4063122	1.49598634	2.689261	0.0087258902	0.02429836682	3.0143111	0.0021058213
ADARB2	3.3693218	1.99578609	2.6888827	0.0087349437	0.02431928068	2.9495974	0.0025446302
SLC36A4	9.1024824	-1.23064462	-2.6883185	0.008748459	0.02435260738	3.4869403	0.0005296506
SCRN2	9.1880234	0.88997784	2.6882104	0.008751051	0.02435552085	2.2917074	0.0171780748
SCARB2	11.9643862	-0.42457574	-2.6869833	0.0087805213	0.02443322664	15.2944106	0
PHGDH	6.5432647	-1.57911328	-2.6866839	0.0087877249	0.02444895525	8.3547609	1.5e-09
C21orf2	9.5363156	0.57870138	2.6854179	0.0088182458	0.02452899729	5.243906	3.7021e-06
NDC80	6.0133043	-1.72701099	-2.6853304	0.0088203586	0.02452899729	5.1601826	4.6507e-06
SMIM15.AS1	6.4108829	-0.64552292	-2.6852971	0.0088211634	0.02452899729	1.6071039	0.1127601404
U2SURP	10.8819018	0.50287603	2.6850427	0.0088273102	0.02454175977	4.5929398	2.23431e-05
VMAC	7.2119303	1.14975137	2.68492	0.0088302771	0.02454567845	3.0244273	0.0020444201
FCGR3B	8.1816574	-1.42520827	-2.6848534	0.0088318878	0.02454582682	8.5030776	1.1e-09
CDC26	6.9884217	-0.74030612	-2.6847553	0.0088342588	0.02454808769	7.0216449	3.65e-08
MLLT6	9.7964715	1.12789212	2.6845556	0.0088390898	0.02455718209	3.6148387	0.0003652114
SVBP	9.3577086	0.58898965	2.6839149	0.0088546072	0.02459595762	6.7921042	6.47e-08
USP5	10.7869529	-0.46239036	-2.6837764	0.0088579649	0.02460094894	6.5112115	1.316e-07
MRPL16	9.9056153	-0.4916569	-2.6828615	0.0088801721	0.02465827909	3.8971155	0.0001614836
HIST4H4	4.0571204	1.28308532	2.6824681	0.0088897359	0.02468048741	6.4898973	1.389e-07
VTI1A	9.5457731	-0.7693069	-2.6819746	0.0089017481	0.02470948437	1.4225125	0.1793632416
CCDC144A	2.6193824	1.27836266	2.6813683	0.0089165264	0.02474614762	3.416444	0.0006503732
GPR153	3.7996994	1.89568947	2.6812642	0.0089190655	0.02474883656	4.5395565	2.59535e-05
ZNF469	7.2924171	1.08240082	2.6810371	0.0089246078	0.0247598563	35.1395576	0
RBM22	10.9642716	-0.34749749	-2.6809319	0.0089271757	0.02476262152	5.5294665	1.7125e-06
NLRC5	8.0481709	-1.66497134	-2.6808319	0.0089296191	0.02476504066	9.7932452	1e-10
PALM2.AKAP2	7.082319	1.5630088	2.6798038	0.0089547605	0.02483039771	12.7672885	0
KIZ.AS1	2.7451387	0.92930306	2.6795254	0.0089615821	0.02484494206	3.3842691	0.0007143323
CRYZ	8.7318299	-0.59635488	-2.6789195	0.0089764394	0.02488112021	4.0412443	0.0001067473
USP22	11.2488196	0.61224479	2.6788645	0.0089777889	0.02488112021	4.2301556	6.22466e-05
HMGN2P46	4.8017902	-0.8056657	-2.6773392	0.0090152974	0.02498067894	5.7031107	1.0774e-06
ZNF229	2.8150279	1.99788609	2.676597	0.0090335995	0.02502350634	3.0967173	0.0016547662
PUSL1	8.564786	-0.58181467	-2.6765837	0.0090339288	0.02502350634	6.713741	7.88e-08
CCDC28A	9.3991653	-0.69101219	-2.6764516	0.009037189	0.02502813849	7.3733821	1.54e-08
RNF157	5.1824328	1.67918793	2.6760886	0.0090461573	0.02504857427	3.5764378	0.0004082891
GGCX	10.9912809	0.37081469	2.6755448	0.0090596047	0.02508140338	9.1474045	2e-10
NEIL3	4.1308295	-1.54819381	-2.6748363	0.0090771548	0.02512557733	7.2279688	2.19e-08
RIMS3	7.8808258	0.8265271	2.674693	0.0090807084	0.02512926346	15.833883	0
AKR7A3	3.2184235	0.98778157	2.674654	0.0090816753	0.02512926346	1.6119572	0.1113542022
C19orf67	1.8806669	0.86556801	2.6736005	0.0091078378	0.02519420248	5.5013925	1.8464e-06
TUBG1	9.2961269	-0.79634142	-2.6735483	0.0091091367	0.02519420248	2.8317991	0.0035906246
CYB5RL	7.4766308	0.96505666	2.673516	0.0091099397	0.02519420248	2.6411514	0.0062606757
ANKRD17	11.0764649	0.43519294	2.6731864	0.0091181409	0.02521245946	7.5224914	1.07e-08
TRAF4	6.127641	1.13920571	2.6726804	0.0091307445	0.02524288084	2.9211818	0.0027651089
HOMER3	9.9415794	0.73117906	2.6711106	0.0091699477	0.02534681611	4.741299	1.47621e-05
OPHN1	7.5011716	0.9536539	2.6707516	0.0091789349	0.02536486239	6.8417738	5.71e-08
IRF2BP2	11.1447136	0.90704753	2.6707212	0.0091796951	0.02536486239	2.5544129	0.0080551174
PMVK	9.8108947	-0.54662092	-2.6703964	0.0091878346	0.02538162566	8.9284652	4e-10
MTRF1L	7.6059753	-0.81866944	-2.6703506	0.0091889827	0.02538162566	1.3795216	0.1990167951
DNAJC8	11.2187246	-0.42092182	-2.6700026	0.0091977089	0.0254012773	7.1388388	2.73e-08
PDIA4	12.5370004	-0.58186874	-2.6698097	0.0092025495	0.02541019319	5.7536384	9.422e-07
UPF3B	8.8507717	0.63130162	2.6688658	0.0092262736	0.02547123817	2.1370156	0.0266661038
GPR146	4.0003216	-1.45393599	-2.6682363	0.0092421237	0.02551052749	5.6947711	1.1015e-06
RAPH1	9.2782259	0.98800932	2.6679083	0.0092503935	0.02552450898	13.2288828	0
CHCHD2	10.8722917	-0.58571909	-2.6679069	0.009250428	0.02552450898	14.4562402	0
SACS	8.0893518	1.06843222	2.6678262	0.0092524637	0.02552565736	3.5812865	0.0004025791
ANXA9	5.5869772	-1.3276602	-2.6674443	0.0092621018	0.02554777514	12.1519079	0
TAF1C	9.4024972	1.22861604	2.6671304	0.0092700317	0.02556517412	3.5680796	0.0004183246
LEPROT	11.508497	-0.4839105	-2.6670477	0.0092721219	0.02556646496	6.0019767	4.899e-07
ENKUR	3.587116	1.63301082	2.6661421	0.0092950368	0.02562516621	13.4650985	0
CFAP58	2.7078243	-1.26433988	-2.6653329	0.009315556	0.02567724353	8.8436525	5e-10
KLHL13	3.9145568	1.87541227	2.6652446	0.0093177968	0.02567892912	4.8434652	1.11146e-05
ZCCHC7	8.1379409	-0.87936413	-2.6648059	0.0093289416	0.02570514821	5.8279164	7.741e-07
PTPRN2	8.352472	1.22262738	2.6647035	0.0093315434	0.02570782297	2.3109488	0.0162575707
AIMP1	10.1042147	-0.41731688	-2.6645041	0.0093366132	0.0257172948	2.1108336	0.0287092165
PREX2	2.5661637	1.67792449	2.6631026	0.0093723236	0.02581114672	5.828047	7.739e-07
SLC25A30.AS1	2.1969589	0.77327048	2.6625686	0.0093859617	0.0258441899	3.5696029	0.0004164772
MADCAM1	3.2419162	1.40545216	2.6622392	0.009394383	0.02586285934	3.3458778	0.0007989819
