Gene.ID	Sample.1	Sample.2	Sample.3	Sample.4	Sample.5	Sample.6	Sample.7	Sample.8	Sample.9	Sample.10
ENSG00000267063	0	0	0	0	0	0	0.76	0	0	0
ENSG00000287766	3.28	28.44	11.58	0	47.93	40.66	7.56	16.11	12.27	8.08
ENSG00000172000	1.64	54.7	6.81	93	45.41	9.57	7.56	6.9	8.18	9.87
ENSG00000267398	0	0	0.68	0	0	0	0	0	0	0
ENSG00000079999	223.64	564.48	312.03	452.85	724.05	1447.02	291.69	305.48	258.23	185.75
ENSG00000267197	1.64	4.38	0.68	0	10.09	2.39	1.51	2.3	0	2.69
ENSG00000130734	69.44	26.25	107.64	206.21	290.12	669.7	77.83	96.65	89.97	50.25
ENSG00000238364	0	0	0.68	0	5.05	0	0.76	1.73	0	0
ENSG00000221410	0	0	0	0	0	0	0	0	0	0
ENSG00000129347	252.62	551.35	239.13	2187.42	721.53	626.64	389.17	556.89	518.8	189.34
ENSG00000129355	926.28	2424.19	980.38	4496.13	3415.91	6658.68	414.86	490.15	334.76	649.68
ENSG00000129354	1.64	19.69	9.54	28.3	12.61	14.35	43.83	41.42	50.83	1.35
ENSG00000271010	0	21.88	2.73	0	0	0	2.27	0.58	0	2.24
ENSG00000129353	522.19	1441.83	719.44	1936.73	1581.81	2133.46	681.61	862.37	594.16	364.77
ENSG00000213339	114.28	260.36	124	735.88	373.38	973.45	146.6	151.3	117.43	63.26
ENSG00000207972	0	0	0	0	0	0	0	0.58	0	0
ENSG00000265879	0	0	0	0	0	0	0	0	0	0
ENSG00000207752	0	0	0	0	0	0	0.76	0.58	0	0
ENSG00000275640	0	0	0	0	0	0	0	0	0	0
ENSG00000099203	34.45	59.07	32.02	80.87	55.5	100.45	27.96	50.63	47.91	15.25
ENSG00000214212	3.28	28.44	3.41	56.61	12.61	9.57	9.82	10.93	5.84	12.11
ENSG00000267544	0.55	0	0	0	5.05	0	0	2.3	0.58	1.35
ENSG00000130844	191.38	444.14	205.75	1184.68	835.06	1181.53	182.87	189.85	154.24	100.5
ENSG00000105723	358.15	240.67	746.7	2438.1	1301.78	1552.26	648.36	691.51	505.94	317.66
ENSG00000268643	0	0	0	0	0	0	0	0	0	0
ENSG00000105732	204.5	361	276.6	1233.2	731.62	621.86	259.19	377.4	265.24	195.17
ENSG00000266226	0	0	0	0	0	0	0	0	1.75	0.9
ENSG00000259436	123.58	135.65	217.33	1455.58	784.6	562.07	422.42	497.63	418.89	207.73
ENSG00000160570	146.54	218.79	211.2	424.54	428.88	643.39	197.98	271.54	237.78	76.72
ENSG00000288671	0	0	0	0	0	0	0	0	0	0
ENSG00000241226	0	0	0	36.39	2.52	0	0.76	1.15	1.17	2.24
ENSG00000010310	18.59	105.02	18.39	291.12	93.34	83.71	33.25	56.38	40.9	29.61
ENSG00000207773	0	0	0	0	0	0	0	0	0	0
ENSG00000283212	0	0	0	0	0	0	0	0	0	0
ENSG00000011478	38.28	30.63	57.91	97.04	108.48	81.32	58.94	87.45	74.2	12.11
ENSG00000177051	58.51	131.27	87.89	68.74	184.17	339.63	81.61	104.7	102.82	35.89
ENSG00000279407	51.4	328.19	78.35	266.86	267.42	133.94	63.48	75.36	60.76	37.69
ENSG00000288669	0.55	0	0	0	12.61	19.13	0	0	2.34	0
ENSG00000167680	154.74	439.77	222.1	683.32	572.68	772.54	164.73	209.41	147.23	170.94
ENSG00000197961	257.54	406.95	279.33	1217.03	653.41	861.04	340.05	426.87	347.62	135.05
ENSG00000197256	87.49	216.6	126.72	165.77	35.32	45.44	322.67	357.84	324.83	18.84
ENSG00000261221	59.6	89.7	137.62	283.03	214.44	425.73	144.33	174.32	144.3	50.7
ENSG00000185198	0	0	0	0	5.05	0	0.76	0.58	0	0.9
ENSG00000182310	40.46	207.85	37.47	570.1	169.03	69.36	98.99	106.43	59.01	39.93
ENSG00000167483	12.03	100.64	16.35	177.9	30.27	176.99	18.14	24.74	11.68	18.4
ENSG00000186272	26.79	28.44	46.33	327.51	199.3	98.06	24.18	46.6	23.37	32.3
ENSG00000196589	0.55	0	0	0	0	0	0	0.58	1.17	0
ENSG00000126262	0	24.07	2.04	60.65	17.66	0	2.27	9.78	2.92	6.73
ENSG00000196684	0.55	21.88	3.41	72.78	37.84	50.23	5.29	13.81	3.51	0.9
ENSG00000283632	2.73	52.51	4.09	0	17.66	0	52.9	71.91	38.56	4.04
ENSG00000126457	1353.33	816.09	2113.37	3432.75	4324.12	4589.8	1924.68	1698.86	2055.32	1269.74
ENSG00000079462	728.88	1028.31	936.78	3307.41	3552.14	8524.26	487.4	471.75	456.87	880.74
ENSG00000161270	11.48	290.99	25.21	384.11	247.24	124.37	58.94	66.73	47.32	38.14
ENSG00000167635	610.77	1240.54	716.04	2652.39	2424.44	3661.8	698.23	761.7	770.6	393.49
ENSG00000062370	42.65	65.64	56.55	481.15	254.81	289.4	54.41	59.26	43.23	48.46
ENSG00000105287	72.18	255.98	99.47	331.55	214.44	236.79	142.82	182.95	122.1	40.38
ENSG00000188269	0	8.75	0	52.56	0	2.39	0.76	5.18	0.58	2.24
ENSG00000130312	147.09	172.84	207.79	416.46	396.08	401.82	194.96	147.85	184.03	130.11
ENSG00000128626	28.43	61.26	49.73	157.69	88.3	176.99	41.56	55.23	36.81	21.98
ENSG00000104818	0	0	0	0	0	0	0	2.3	0	0
ENSG00000142233	1.09	4.38	0	40.43	2.52	0	0.76	2.88	0.58	4.04
ENSG00000104814	5.47	89.7	17.71	153.64	90.82	95.67	10.58	21.29	6.43	14.36
ENSG00000267291	1.09	4.38	0	0	27.75	45.44	3.78	3.45	1.17	0.9
ENSG00000178982	400.8	581.98	478.95	925.91	1216	2310.45	581.86	480.95	522.3	285.36
ENSG00000267375	0.55	4.38	0	0	0	0	0	0.58	0	0
ENSG00000182472	6.01	41.57	4.77	20.22	40.37	0	10.58	9.2	4.67	3.59
ENSG00000267892	3.28	17.5	4.09	60.65	27.75	14.35	7.56	10.93	7.01	0.9
ENSG00000178934	0	0	0	0	0	0	0	0	0	0
ENSG00000207296	0	0	0	0	0	66.97	0	0.58	0	0
ENSG00000171747	4.92	30.63	9.54	101.08	22.71	4.78	3.78	6.9	7.01	6.73
ENSG00000268756	3.28	13.13	2.73	202.16	7.57	9.57	3.78	3.45	2.92	0
ENSG00000125746	133.97	231.92	172.37	938.04	623.14	523.8	175.31	219.19	141.97	149.86
ENSG00000011451	595.46	857.66	806.65	3897.73	2063.67	3525.47	504.78	666.2	461.54	413.23
ENSG00000240846	0	0	0.68	0	0	0	0	0.58	0	0
ENSG00000267372	167.87	210.04	378.12	1597.1	691.25	894.52	238.03	251.98	198.05	197.86
ENSG00000279488	3.28	0	0	0	10.09	0	0	2.3	0	0.9
ENSG00000267755	0	0	0	0	0	0	0	0	0	0
ENSG00000185988	7.66	67.82	5.45	101.08	22.71	21.53	9.82	12.66	8.18	5.83
ENSG00000160953	380.57	811.71	509.61	2660.48	1654.97	3099.73	253.15	363.01	229.6	279.07
ENSG00000115255	35	41.57	49.05	84.91	95.87	291.8	52.9	44.3	58.42	21.09
ENSG00000141867	1310.68	2148.52	1490.67	9166.13	4197.98	4934.22	1332.99	1669.52	1356	559.94
ENSG00000267512	0	0	0	0	0	0	0	0	0	0
ENSG00000104915	94.05	175.03	91.97	181.95	257.33	605.12	127.71	157.63	99.32	41.73
ENSG00000160888	123.58	185.97	164.19	262.81	335.54	906.48	145.84	150.73	130.87	110.82
ENSG00000287296	0	0	0	0	0	0	0	0	0	0
ENSG00000267598	0	0	0	0	0	0	0	0	0	0
ENSG00000213253	0	19.69	5.45	0	12.61	4.78	4.53	5.18	2.34	2.69
ENSG00000141837	557.73	1124.58	710.59	3889.64	1839.14	2023.44	590.93	826.13	605.26	387.65
ENSG00000179218	9936.43	15083.39	11649.41	14256.62	9130.11	10648.15	30780.47	26768.66	30972.31	2517.5
ENSG00000130303	2.19	4.38	4.09	0	5.05	0	43.07	48.33	64.85	0
ENSG00000282851	1.64	17.5	2.73	0	17.66	2.39	6.8	9.2	6.43	3.59
ENSG00000141971	72.72	52.51	104.92	133.43	141.28	110.02	108.06	106.43	84.13	19.29
ENSG00000269481	6.01	6.56	4.09	0	2.52	33.48	3.02	2.3	2.34	4.04
ENSG00000254503	1.64	65.64	10.9	93	98.39	43.05	12.85	18.98	7.01	8.52
ENSG00000269053	0.55	0	0	0	0	0	0	0.58	0	0
ENSG00000188051	1.09	0	2.04	24.26	0	0	0.76	2.3	1.17	0
ENSG00000269035	0	0	0	0	0	0	0	0	0	0
ENSG00000269736	0	4.38	0	0	0	0	1.51	0.58	1.17	2.24
ENSG00000171773	0	0	0	0	0	0	0	0	0	0
ENSG00000105538	9.84	59.07	11.58	137.47	65.59	71.75	16.62	25.31	14.02	19.29
ENSG00000156413	1.09	39.38	2.73	16.17	15.14	11.96	3.02	10.93	1.17	2.24
ENSG00000267709	0.55	35.01	0.68	0	7.57	0	2.27	5.75	1.17	3.14
ENSG00000130383	0	0	0	0	0	0	0	5.18	0.58	0
ENSG00000252539	0	0	2.73	0	0	0	0	0	0.58	0
ENSG00000099866	9.84	28.44	17.71	4.04	70.64	23.92	20.4	16.11	25.71	3.59
ENSG00000172270	2391.15	1700	3438.48	7843.97	5852.96	9600.56	3453.38	3712.4	3550.94	1891.15
ENSG00000105464	109.36	126.9	192.12	731.83	290.12	576.42	281.11	334.82	266.41	258.88
ENSG00000105523	3.83	21.88	4.09	0	10.09	2.39	6.8	10.36	8.18	4.49
ENSG00000006638	1.09	4.38	1.36	12.13	2.52	9.57	1.51	5.18	2.34	2.69
ENSG00000226800	0.55	0	1.36	0	12.61	0	0	0	0.58	0
ENSG00000105298	148.73	304.12	182.59	1382.8	708.91	679.26	193.45	265.79	248.3	92.43
ENSG00000186111	488.29	557.91	579.78	2033.77	1352.23	2088.01	531.99	747.89	538.66	281.32
ENSG00000267304	0	0	0	0	2.52	0	0.76	5.75	0	0
ENSG00000268189	0	13.13	0	0	5.05	14.35	1.51	1.73	4.09	0.45
ENSG00000279203	3.83	0	3.41	52.56	15.14	4.78	5.29	6.33	4.67	3.59
ENSG00000105127	318.78	1006.43	383.57	1726.48	845.15	1478.11	457.18	468.29	441.68	187.1
ENSG00000089351	645.22	890.48	814.83	3461.05	2144.4	3910.54	680.1	853.74	643.24	363.42
ENSG00000087903	31.17	124.71	38.15	254.73	103.44	40.66	78.59	97.8	77.7	22.43
ENSG00000267589	1.09	6.56	0	24.26	37.84	33.48	3.02	4.6	2.34	1.79
ENSG00000267299	0	0	2.73	0	0	0	0.76	1.73	0.58	0
ENSG00000267415	0	0	0	0	0	0	0	0	0	0
ENSG00000284490	1.64	0	0.68	0	0	0	3.02	5.75	3.51	1.79
ENSG00000130382	341.75	286.61	435.35	841	759.37	1860.8	358.18	462.54	394.94	238.24
ENSG00000267563	6.01	21.88	10.22	141.51	63.07	76.54	9.07	10.93	5.26	8.08
ENSG00000280394	0	4.38	0.68	28.3	0	0	0	4.03	1.17	0
ENSG00000167769	0	59.07	0.68	0	10.09	0	0.76	10.36	0	1.79
ENSG00000269802	0	0	1.36	8.09	12.61	0	0	1.15	0	2.69
ENSG00000125656	275.04	290.99	483.04	1144.25	1087.34	937.57	461.71	452.18	438.17	275.48
ENSG00000125652	104.99	183.78	173.73	234.51	310.31	755.8	128.46	143.82	135.54	89.29
ENSG00000125651	2033.54	4465.5	1938.28	14814.6	6642.6	8402.28	2100.75	2344.92	2027.86	1139.18
ENSG00000269444	0	21.88	0.68	0	0	0	0	0.58	0	2.24
ENSG00000274390	0	0	0	0	0	0	0	0.58	0	0
ENSG00000273758	0	0	0	0	0	0	0	0	0	0
ENSG00000214347	0.55	24.07	2.04	0	5.05	0	0	0	1.17	3.14
ENSG00000284159	0	0	0	0	0	0	0	0	0	0
ENSG00000181240	4.37	54.7	4.09	12.13	42.89	11.96	17.38	10.36	4.09	5.38
ENSG00000125648	369.64	247.23	615.89	1920.56	1170.59	1205.45	408.06	468.87	394.94	285.36
ENSG00000279716	0	0	0	0	0	0	0	0	0	0
ENSG00000267939	1.09	24.07	0.68	40.43	27.75	14.35	2.27	6.9	6.43	2.69
ENSG00000142449	137.25	393.82	116.5	743.96	396.08	825.16	47.61	113.91	60.18	78.97
ENSG00000011243	684.05	1559.97	731.03	3792.6	2429.48	3590.04	768.51	865.82	741.39	466.62
ENSG00000104957	134.51	317.25	174.41	1022.95	343.1	844.29	169.27	223.22	199.22	104.99
ENSG00000037757	109.36	168.47	111.73	711.62	555.02	408.99	76.32	73.06	88.22	21.09
ENSG00000267633	0	0	0	0	0	0	0	0	0	0
ENSG00000104979	300.74	242.86	423.08	663.1	590.34	731.88	606.8	468.29	592.41	273.24
ENSG00000132024	185.36	409.14	207.79	788.44	817.4	2049.75	174.56	239.32	173.52	95.57
ENSG00000131142	0.55	45.95	1.36	0	20.18	0	4.53	14.38	0.58	10.32
ENSG00000130377	5.47	96.27	5.45	145.56	45.41	50.23	13.6	17.26	8.18	13.01
ENSG00000269653	1.09	4.38	3.41	12.13	7.57	16.74	1.51	4.03	2.92	4.94
ENSG00000268499	0	8.75	0	0	0	0	0	0.58	0.58	0
ENSG00000275132	0	4.38	0	0	7.57	2.39	0	0	1.75	0
ENSG00000167642	209.42	614.8	271.15	509.45	663.5	1659.89	195.72	182.95	176.44	98.26
ENSG00000167641	14.76	56.89	27.93	125.34	5.05	11.96	78.59	83.42	82.38	49.35
ENSG00000267748	0	0	1.36	0	0	0	0	0	0	0
ENSG00000286037	0	0	0	0	0	0	0	0	0	0
ENSG00000200209	0.55	4.38	0	0	0	0	0	0.58	0	0.45
ENSG00000167645	141.07	133.46	168.96	384.11	438.97	605.12	248.61	233.57	245.38	128.77
ENSG00000167644	0	0	0	0	0	0	0	0	0	0
ENSG00000174951	19.14	111.58	25.89	101.08	65.59	43.05	14.36	16.68	18.11	16.6
ENSG00000104907	152.56	216.6	177.14	772.27	575.2	961.49	179.09	254.86	176.44	60.12
ENSG00000105270	2046.67	1446.2	2896.85	14628.6	6597.19	5443.67	1968.5	2083.73	1856.68	1516.96
ENSG00000161277	97.88	63.45	141.71	533.71	181.64	339.63	125.44	122.54	114.51	71.34
ENSG00000280023	0	8.75	0	0	0	0	0	0	0.58	0.9
ENSG00000105258	111.55	35.01	143.75	32.35	247.24	691.22	126.95	90.32	114.51	87.49
ENSG00000105254	704.28	597.3	981.06	1855.87	2507.69	3666.58	672.54	617.3	594.16	650.57
ENSG00000279504	0	0	0	0	0	0	0	0	0	0
ENSG00000126247	1159.76	420.08	1878.32	3574.26	2638.88	2793.59	2202.76	1998.59	1885.89	766.78
ENSG00000270760	2.19	4.38	2.04	133.43	42.89	14.35	9.07	5.75	7.59	3.59
ENSG00000204604	25.15	120.33	47.69	181.95	148.85	100.45	57.43	69.61	52	15.7
ENSG00000267852	3.28	2.19	0	44.48	10.09	74.14	7.56	7.48	2.34	2.24
ENSG00000075702	25.7	65.64	25.89	88.95	35.32	38.27	35.52	79.97	57.25	14.81
ENSG00000170906	157.48	87.52	244.58	335.59	290.12	456.83	205.54	153.6	158.33	126.97
ENSG00000105618	569.22	1299.61	727.62	3756.21	2454.71	3358.04	855.41	1028.06	940.02	477.39
ENSG00000237017	4.37	35.01	2.04	48.52	27.75	0	10.58	13.81	8.18	4.94
ENSG00000105617	160.21	192.54	197.57	1305.98	799.74	619.47	125.44	130.02	194.55	131.46
ENSG00000167608	8.75	48.13	14.99	125.34	73.16	50.23	9.07	22.44	14.02	12.11
ENSG00000125505	317.14	328.19	485.08	893.57	660.98	1449.41	365.74	506.26	397.86	155.24
ENSG00000170892	106.08	150.97	250.72	452.85	317.88	815.59	269.77	264.64	243.62	143.13
ENSG00000223660	0	4.38	0	0	0	0	0	1.73	0	1.35
ENSG00000170889	1324.35	1419.95	1487.26	2721.13	2479.94	5568.04	2653.14	2331.11	2867.4	759.15
ENSG00000224579	0	8.75	0	0	0	0	0	1.15	0	0
ENSG00000269524	0	0	0	0	0	0	1.51	0	0	0.45
ENSG00000235081	2.73	50.32	3.41	0	7.57	11.96	8.31	21.29	8.76	4.49
ENSG00000244482	0	30.63	3.41	20.22	25.23	0	3.02	12.08	1.17	2.69
ENSG00000249189	0	0	0.68	0	0	0	0	0	0.58	0
ENSG00000105609	2.73	48.13	3.41	36.39	15.14	2.39	1.51	7.48	2.92	7.63
ENSG00000212314	0	0	0	4.04	2.52	0	0	0.58	0	0
ENSG00000240296	0	0	0	0	2.52	0	0	0.58	0	0
ENSG00000131042	1.64	17.5	2.73	84.91	17.66	0	2.27	4.6	2.34	3.14
ENSG00000264703	0	0	1.36	0	2.52	0	0	0	0	0
ENSG00000104880	206.14	507.59	262.98	1164.47	668.55	753.41	207.81	321.02	205.65	116.65
ENSG00000198077	0.55	28.44	2.04	24.26	0	11.96	1.51	6.33	4.09	3.59
ENSG00000099785	105.53	166.28	123.31	266.86	229.58	200.91	80.86	77.67	92.89	48.91
ENSG00000189144	24.61	133.46	42.24	274.94	181.64	110.02	24.18	21.86	5.84	13.46
ENSG00000257103	1371.37	2833.33	1741.38	4597.21	3587.46	4221.47	1905.03	2173.48	1939.64	838.12
ENSG00000099875	338.47	483.53	446.25	764.18	648.37	1454.2	922.67	1105.15	922.5	187.1
ENSG00000132026	18.59	94.08	5.45	113.21	50.46	50.23	0.76	17.83	5.26	17.95
ENSG00000105707	1.09	19.69	0.68	0	0	0	6.05	10.36	5.26	4.49
ENSG00000188368	10.39	2.19	11.58	181.95	52.98	81.32	20.4	21.29	8.76	9.87
ENSG00000261341	2.73	15.32	1.36	0	17.66	2.39	2.27	4.03	1.17	1.79
ENSG00000188321	42.1	122.52	79.03	177.9	232.1	397.03	3.02	2.88	5.26	3.14
ENSG00000125743	222.55	210.04	314.08	497.32	532.32	1026.07	467	341.15	424.73	177.67
ENSG00000171942	0	8.75	0	177.9	0	0	0	0.58	0	1.79
ENSG00000260001	2.73	0	2.04	64.69	12.61	0	2.27	8.63	1.75	4.04
ENSG00000261949	13.67	100.64	20.44	432.63	37.84	57.4	25.69	21.29	12.27	15.7
ENSG00000179284	6.01	67.82	8.86	80.87	37.84	0	12.09	19.56	4.09	7.63
ENSG00000172519	4.37	120.33	9.54	137.47	42.89	124.37	15.87	17.83	10.52	11.22
ENSG00000171936	0	28.44	0	0	5.05	0	0.76	4.6	0	1.35
ENSG00000237521	0	15.32	3.41	0	12.61	0	6.05	6.33	0	3.59
ENSG00000094661	2.73	52.51	5.45	4.04	17.66	2.39	3.78	13.81	2.34	8.52
ENSG00000180448	77.1	223.17	62.68	2822.21	539.88	1026.07	83.12	158.21	132.62	57.88
ENSG00000104824	610.23	1006.43	801.88	2328.93	1493.51	3123.65	840.3	915.3	670.11	481.42
ENSG00000186723	8.2	264.74	10.22	400.29	68.12	62.19	30.23	20.71	4.67	13.01
ENSG00000127515	0	8.75	0	0	0	0	0.76	1.73	2.92	4.04
ENSG00000160113	113.19	107.21	185.99	331.55	358.24	612.29	281.86	264.64	239.53	85.7
ENSG00000105619	293.08	288.8	348.82	1508.15	1200.87	1148.05	336.27	321.59	309.64	271
ENSG00000181781	0	24.07	0	0	5.05	0	0.76	0	0.58	1.35
ENSG00000130202	456.58	1428.7	649.27	1285.76	905.69	1191.1	1243.82	1357.13	1191.24	253.95
ENSG00000267282	0.55	0	1.36	0	0	0	2.27	1.73	0	1.35
ENSG00000130204	417.21	571.04	421.04	905.7	1019.22	2394.16	507.05	518.92	461.54	228.82
ENSG00000130203	957.44	1312.74	1122.77	56.61	156.42	86.1	1779.59	1911.72	2000.4	19.74
ENSG00000280087	1.64	83.14	8.18	145.56	30.27	71.75	26.45	29.34	5.84	8.08
ENSG00000130208	21.87	35.01	39.51	0	65.59	64.58	19.65	17.26	16.36	4.94
ENSG00000267467	0.55	19.69	0	28.3	10.09	4.78	0.76	3.45	1.17	1.79
ENSG00000224916	0	17.5	0	0	12.61	4.78	0	1.73	0	1.35
ENSG00000234906	0	8.75	1.36	0	20.18	0	0	3.45	1.75	0.45
ENSG00000267114	0	0	2.73	40.43	0	0	5.29	3.45	2.92	0.45
ENSG00000104853	759.5	614.8	1098.24	4277.8	2676.72	2499.4	893.19	1113.2	873.42	817.93
ENSG00000213293	1.64	24.07	4.77	0	35.32	0	10.58	12.66	7.59	5.83
ENSG00000234750	0	6.56	3.41	40.43	0	129.16	1.51	0.58	0.58	3.14
ENSG00000188868	3.83	41.57	10.22	16.17	52.98	138.72	3.78	12.66	5.84	6.73
ENSG00000198342	15.86	144.4	31.34	258.77	78.21	78.93	4.53	12.08	3.51	13.46
ENSG00000231361	0	0	0	0	0	0	0	0	0	0
ENSG00000268744	1.64	4.38	0.68	0	0	0	1.51	0.58	3.51	0.9
ENSG00000248406	0	0	0	0	0	0	0	0	0	0
ENSG00000196466	2.19	19.69	13.63	0	58.02	35.88	2.27	9.2	4.67	8.08
ENSG00000268870	1.09	0	0.68	0	5.05	16.74	0	0	0	0
ENSG00000180855	21.87	24.07	13.63	80.87	95.87	380.29	6.05	14.38	12.27	17.5
ENSG00000269755	1.64	2.19	0	0	0	4.78	1.51	1.15	0.58	0.45
ENSG00000234848	3.83	0	1.36	0	2.52	52.62	0	1.15	1.75	0.9
ENSG00000242852	0.55	21.88	5.45	16.17	0	4.78	0.76	3.45	2.92	4.04
ENSG00000196826	0	0	0	0	0	0	0	0	0	0
ENSG00000236483	2.73	26.25	2.73	101.08	30.27	88.5	3.78	5.18	5.84	0.9
ENSG00000232579	0	0	0	0	5.05	0	0	1.15	0	0
ENSG00000230321	1.09	0	0	0	10.09	0	0	2.3	0.58	0.45
ENSG00000234003	1.64	61.26	6.13	56.61	25.23	0	1.51	10.36	1.75	2.69
ENSG00000235686	0	0	0	0	0	0	0.76	0	0	3.14
ENSG00000267212	0.55	30.63	0.68	20.22	10.09	0	1.51	1.73	6.43	0.9
ENSG00000105607	58.51	185.97	85.84	129.39	295.17	435.3	66.5	74.79	81.79	37.24
ENSG00000161860	1.64	13.13	7.49	48.52	27.75	14.35	8.31	11.51	1.17	9.87
ENSG00000252979	1.09	0	0	0	0	0	0	0	0	1.35
ENSG00000237589	0.55	13.13	3.41	0	2.52	2.39	3.78	2.3	4.09	0.9
ENSG00000229000	0	4.38	0	4.04	7.57	0	0	0	0.58	1.35
ENSG00000238150	1.09	13.13	2.73	4.04	10.09	0	3.02	1.73	2.92	3.59
ENSG00000269877	0	2.19	1.36	0	0	4.78	0	0.58	0	0
ENSG00000199031	0	0	0	0	0	0	0	0	0	0
ENSG00000284568	0	0	0	0	0	0	0	0	0	0
ENSG00000199095	0	0	0	0	0	0	0	0	0	0
ENSG00000199143	0	0	0	0	0	0	0	0	0	0
ENSG00000269564	0	2.19	0.68	0	5.05	11.96	0.76	0.58	0	3.14
ENSG00000228323	0.55	59.07	2.04	24.26	30.27	7.18	0	5.18	2.34	2.69
ENSG00000179820	784.11	1555.6	1145.93	2320.85	1420.35	1875.15	1615.61	2103.87	1445.97	465.72
ENSG00000232220	0	0	0	0	0	0	0	0	0	0
ENSG00000126583	15.31	144.4	29.3	97.04	108.48	126.76	25.69	59.26	29.21	44.87
ENSG00000105605	721.23	584.17	1240.63	4172.67	3032.44	6060.74	725.44	859.5	622.2	831.84
ENSG00000142408	502.51	1745.94	391.74	4164.58	1617.13	1406.36	810.83	1080.99	802.15	809.85
ENSG00000284583	0	0	0	0	0	0	0	0	0	0
ENSG00000130433	3.28	17.5	2.73	0	12.61	2.39	11.33	17.26	5.84	3.14
ENSG00000276206	0	6.56	0	0	7.57	0	0	1.15	1.17	0
ENSG00000189068	0	13.13	3.41	24.26	20.18	7.18	12.09	12.66	3.51	1.79
ENSG00000105643	26.25	54.7	30.66	0	7.57	0	64.99	69.61	55.5	15.25
ENSG00000105325	260.82	787.64	323.61	2106.55	1334.57	1157.62	298.49	306.63	292.7	211.32
ENSG00000252408	0	4.38	1.36	0	5.05	0	3.02	1.15	0	0.45
ENSG00000161091	192.47	439.77	247.31	913.78	734.14	1485.29	285.64	304.33	251.22	145.82
ENSG00000267436	0	0	0	0	0	0	0	0	0	0
ENSG00000267231	0	2.19	0	0	0	0	0.76	0	0	0
ENSG00000279590	0	0	0	0	10.09	2.39	3.78	0.58	0	1.79
ENSG00000266959	0.55	0	0	0	0	0	0	0	0	0
ENSG00000064961	127.4	282.24	214.61	646.93	252.28	600.33	412.59	432.05	332.43	32.75
ENSG00000179855	1.09	54.7	1.36	28.3	10.09	0	9.07	4.6	4.67	2.24
ENSG00000007080	666	586.36	794.39	1665.83	2616.17	1662.28	852.39	778.95	953.46	572.5
ENSG00000183397	6.01	17.5	7.49	80.87	10.09	107.63	9.82	21.29	11.68	8.08
ENSG00000268938	2.19	0	0.68	0	0	4.78	0	1.73	1.17	0.45
ENSG00000105701	2394.43	5946.71	2642.05	12400.75	11680.68	14063.6	2985.63	2950.71	2985.99	2156.32
ENSG00000269191	0.55	2.19	0	0	5.05	2.39	0.76	1.73	0.58	0.9
ENSG00000105700	202.32	140.03	290.91	331.55	378.42	353.98	368.76	395.81	383.84	121.14
ENSG00000268030	7.66	30.63	14.99	32.35	40.37	40.66	15.11	28.19	12.27	10.77
ENSG00000268983	0	0	0	0	0	0	0	0	0	0
ENSG00000221983	2089.32	1091.76	2866.19	5240.1	4283.76	7137.04	3656.66	2541.67	3930.69	1341.08
