Gene	UHR_1	UHR_2	brain_1	brain_2
SLC10A6	1	1	2	1
SLC10A7	25	28	17	16
SLC11A1	11	14	74	94
SLC11A2	276	319	287	321
SLC12A1	1	1	2	3
SLC12A2	184	197	236	332
SLC12A3	191	233	4	2
SLC12A4	692	712	344	347
SLC12A5	28	19	3337	3745
SLC12A6	129	143	214	254
SLC12A7	628	659	206	247
SLC12A8	35	43	23	28
SLC12A9	352	379	281	283
SLC13A2	2	1	1	1
SLC13A3	114	98	161	151
SLC13A4	11	8	55	61
SLC13A5	314	316	39	38
SLC14A1	54	45	85	101
SLC14A2	3	3	2	1
SLC15A1	6	4	1	1
SLC15A2	17	13	49	50
SLC15A3	65	71	61	77
SLC15A4	289	280	113	142
SLC15A5	1	1	4	1
SLC16A1	934	961	146	153
SLC16A10	20	23	6	10
SLC16A11	5	3	22	19
SLC16A12	1	1	2	6
SLC16A13	57	54	10	3
SLC16A14	39	34	96	127
SLC16A2	89	105	170	180
SLC16A3	2918	2886	100	115
SLC16A4	20	24	14	14
SLC16A5	73	74	10	6
SLC16A6	74	70	20	15
SLC16A7	16	19	14	19
SLC16A8	19	21	40	49
SLC16A9	28	32	48	41
SLC17A1	4	4	1	1
SLC17A2	18	20	1	1
SLC17A4	1	1	2	2
SLC17A5	102	108	67	58
SLC17A6	1	1	55	40
SLC17A7	29	15	4787	5349
SLC17A8	1	1	3	5
SLC17A9	435	439	13	26
SLC18A1	3	7	1	1
SLC18A2	26	23	39	33
SLC18A3	4	2	2	2
SLC19A1	588	557	107	121
SLC19A2	176	181	33	43
SLC19A3	7	10	19	19
SLC1A1	42	39	154	168
SLC1A2	89	107	3440	3854
SLC1A3	60	81	2672	2940
SLC1A4	619	665	524	558
SLC1A5	2671	2714	56	58
SLC1A6	16	23	699	772
SLC1A7	12	5	16	10
SLC20A1	726	793	302	308
SLC20A2	330	310	532	626
SLC22A1	3	4	2	2
SLC22A10	1	1	3	4
SLC22A11	4	3	1	2
SLC22A12	1	1	3	1
SLC22A13	2	3	7	2
SLC22A14	1	2	9	6
SLC22A15	14	11	103	94
SLC22A16	2	1	1	1
SLC22A17	160	196	4848	5616
SLC22A18	238	217	30	31
SLC22A18AS	11	18	5	8
SLC22A2	1	1	2	1
SLC22A20	6	8	5	7
SLC22A23	467	523	553	613
SLC22A25	1	1	2	1
SLC22A3	42	37	15	16
SLC22A4	35	29	10	13
SLC22A5	111	114	100	123
SLC22A6	2	1	11	19
SLC22A7	15	13	3	7
SLC22A8	3	2	12	13
SLC22A9	5	5	3	5
SLC23A1	22	31	1	2
SLC23A2	575	651	951	1031
SLC23A3	8	4	1	3
SLC24A1	82	79	28	22
SLC24A2	3	2	955	1041
SLC24A3	34	42	182	229
SLC24A4	2	2	100	120
SLC24A5	29	33	7	8
SLC24A6	155	183	95	140
SLC25A1	1361	1355	279	318
SLC25A10	572	604	70	86
SLC25A11	497	482	494	561
SLC25A12	111	139	353	402
SLC25A13	297	307	43	48
SLC25A14	32	30	62	61
SLC25A15	144	159	25	17
SLC25A16	50	46	13	29
SLC25A17	164	183	69	66
SLC25A18	12	7	283	318
SLC25A19	155	162	58	50
SLC25A2	2	2	1	2
SLC25A20	84	78	36	46
SLC25A21	6	10	1	2
SLC25A22	517	573	1249	1418
SLC25A23	581	600	1689	1902
SLC25A24	239	265	19	18
SLC25A25	312	324	440	446
SLC25A26	107	101	88	86
SLC25A27	21	24	232	249
SLC25A28	189	196	297	296
SLC25A29	636	643	502	557
SLC25A3	2412	2629	996	1089
SLC25A30	87	98	32	49
SLC25A32	97	109	52	46
SLC25A33	54	53	25	35
SLC25A34	12	19	71	81
SLC25A35	50	69	16	20
SLC25A36	355	361	183	203
SLC25A37	599	609	79	91
SLC25A38	190	218	105	113
SLC25A39	1649	1671	251	306
SLC25A4	327	294	1150	1363
SLC25A40	55	43	32	45
SLC25A41	10	15	42	51
SLC25A42	220	206	227	264
SLC25A43	117	121	37	30
SLC25A44	295	311	448	448
SLC25A45	49	60	36	46
SLC25A46	125	176	134	162
SLC25A5	2269	2418	542	586
SLC26A1	73	62	57	42
SLC26A10	27	43	169	153
SLC26A11	139	169	169	195
SLC26A2	135	131	62	63
SLC26A3	1	2	1	2
SLC26A4	8	5	11	11
SLC26A5	1	2	2	5
SLC26A6	512	548	66	75
SLC26A7	1	1	1	3
SLC26A8	1	1	30	20
SLC26A9	1	5	19	21
SLC27A1	206	211	513	635
SLC27A2	138	156	16	6
SLC27A3	154	203	110	98
SLC27A4	392	403	459	506
SLC27A5	99	121	101	71
SLC27A6	6	11	4	3
SLC28A1	8	8	1	1
SLC28A2	1	1	1	2
SLC28A3	6	7	1	1
SLC29A1	841	820	220	250
SLC29A2	322	314	164	154
SLC29A3	84	101	45	43
SLC29A4	246	228	192	190
SLC2A1	2754	2763	930	1033
SLC2A10	171	148	18	18
SLC2A11	70	68	120	155
SLC2A12	29	33	74	78
SLC2A13	65	65	135	164
SLC2A14	18	29	6	3
SLC2A2	9	20	1	1
SLC2A3	1073	1150	233	256
SLC2A4	20	21	17	17
SLC2A4RG	985	1037	186	204
SLC2A5	6	7	88	93
SLC2A6	153	169	198	236
SLC2A8	172	160	197	186
SLC2A9	26	45	4	3
SLC30A1	122	118	66	72
SLC30A10	22	28	20	26
SLC30A2	1	2	1	4
SLC30A3	40	47	334	386
SLC30A4	15	22	50	38
SLC30A5	279	292	73	73
SLC30A6	55	62	7	19
SLC30A7	85	105	23	20
SLC30A8	13	14	1	1
SLC30A9	198	208	238	250
SLC31A1	394	436	57	64
SLC31A2	35	41	182	238
SLC32A1	9	11	310	353
SLC33A1	160	188	61	83
SLC34A2	2	1	6	9
SLC34A3	14	10	6	8
SLC35A1	77	77	50	53
SLC35A2	306	303	98	99
SLC35A3	36	43	18	9
SLC35A4	719	762	281	342
SLC35A5	88	88	111	143
SLC35B1	239	213	77	100
SLC35B2	768	775	231	218
SLC35B3	64	87	39	52
SLC35B4	318	315	250	294
SLC35C1	337	351	113	142
SLC35C2	495	507	205	226
SLC35D1	107	132	50	48
SLC35D2	130	135	40	40
SLC35D3	5	8	2	1
SLC35E1	645	629	282	357
SLC35E2	343	345	328	428
SLC35E3	59	55	31	39
SLC35E4	73	70	82	93
SLC35F1	17	15	232	249
SLC35F2	235	235	17	18
SLC35F3	16	16	115	130
SLC35F4	9	3	28	20
SLC35F5	123	107	36	41
SLC36A1	139	149	390	453
SLC36A4	64	70	55	38
SLC37A1	91	88	104	120
SLC37A2	72	101	14	10
SLC37A3	215	237	86	113
SLC37A4	497	484	95	105
SLC38A1	854	897	760	816
SLC38A10	974	1081	403	479
SLC38A11	4	3	11	9
SLC38A2	1590	1742	471	506
SLC38A3	153	175	190	191
SLC38A4	23	21	1	1
SLC38A5	598	615	120	148
SLC38A6	45	34	22	19
SLC38A7	144	137	88	88
SLC38A8	1	4	3	11
SLC38A9	46	37	16	13
SLC39A1	1113	1176	213	242
SLC39A10	222	252	284	330
SLC39A11	187	189	70	78
SLC39A12	1	1	47	55
SLC39A13	337	376	327	369
SLC39A14	1122	1216	271	329
SLC39A2	5	3	1	1
SLC39A3	447	447	236	252
SLC39A4	372	399	47	57
SLC39A5	66	87	1	1
SLC39A6	1102	1146	231	245
SLC39A7	1522	1573	372	424
SLC39A8	279	325	53	66
SLC39A9	496	469	186	232
SLC3A1	1	2	2	4
SLC3A2	2223	2211	575	657
SLC40A1	124	110	30	35
SLC41A1	329	377	447	497
SLC41A2	20	25	21	27
SLC41A3	345	371	582	700
SLC43A1	195	191	13	22
SLC43A2	223	218	362	378
SLC43A3	839	788	31	41
SLC44A1	418	410	464	508
SLC44A2	647	685	765	859
SLC44A3	16	13	19	30
SLC44A4	15	15	1	2
SLC44A5	13	15	7	6
SLC45A1	10	17	267	293
SLC45A2	158	150	2	4
SLC45A3	86	87	176	215
SLC45A4	97	100	159	198
SLC46A1	78	65	75	100
SLC46A2	3	5	9	8
SLC46A3	27	16	56	58
SLC47A1	79	84	21	30
SLC47A2	11	5	8	9
SLC48A1	251	269	1014	1080
SLC4A1	12	18	5	6
SLC4A10	2	6	291	371
SLC4A11	142	145	41	41
SLC4A1AP	142	142	135	148
SLC4A2	1755	1751	301	298
SLC4A3	119	118	658	804
SLC4A4	26	19	315	368
SLC4A5	27	39	37	46
SLC4A7	157	160	14	26
SLC4A8	26	35	186	233
SLC4A9	3	1	5	9
SLC5A1	2	4	1	2
SLC5A10	29	23	2	3
SLC5A11	3	2	184	199
SLC5A12	2	5	1	2
SLC5A2	6	12	4	8
SLC5A3	374	372	92	116
SLC5A4	55	59	5	3
SLC5A5	3	3	19	24
SLC5A6	814	828	196	194
SLC5A7	1	2	3	4
SLC5A8	2	2	1	1
SLC5A9	55	63	9	3
SLC6A1	2	5	1597	1763
SLC6A10P	1	1	2	1
SLC6A11	22	21	81	96
SLC6A12	9	14	134	169
SLC6A13	1	2	38	42
SLC6A14	75	67	1	1
SLC6A15	156	161	172	191
SLC6A16	22	15	4	5
SLC6A17	32	35	2503	2678
SLC6A18	3	1	1	1
SLC6A19	8	4	1	1
SLC6A2	3	3	2	1
SLC6A20	3	2	15	9
SLC6A3	3	4	5	4
SLC6A4	18	16	4	2
SLC6A5	1	1	4	4
SLC6A6	724	839	268	283
SLC6A7	2	2	679	716
SLC6A8	1365	1330	900	934
SLC6A9	196	250	297	313
SLC7A1	1044	1122	590	665
SLC7A10	9	9	47	54
SLC7A11	142	133	76	80
SLC7A14	7	9	446	430
SLC7A2	787	886	128	146
SLC7A3	127	148	9	5
SLC7A4	4	3	77	72
SLC7A5	6756	6843	1171	1249
SLC7A5P1	8	15	3	12
SLC7A5P2	13	14	12	15
SLC7A6	441	544	161	185
SLC7A6OS	77	78	26	34
SLC7A7	9	11	14	19
SLC7A8	246	242	306	324
SLC7A9	7	5	4	5
SLC8A1	24	21	113	124
SLC8A2	29	20	2410	2646
SLC8A3	21	22	76	112
SLC9A1	457	493	471	486
SLC9A2	18	23	5	12
SLC9A3	118	101	101	109
SLC9A3R1	1092	1081	679	758
SLC9A3R2	304	309	635	635
SLC9A4	2	3	1	1
SLC9A5	89	101	157	159
SLC9A6	126	128	497	537
SLC9A7	41	22	52	47
SLC9A8	206	250	166	190
SLC9A9	21	34	86	85
SLCO1A2	14	22	379	373
SLCO1B1	1	2	1	1
SLCO1B3	2	3	1	1
SLCO1C1	1	4	35	35
SLCO2A1	45	45	28	33
SLCO2B1	65	71	333	370
SLCO3A1	182	215	385	411
SLCO4A1	480	510	239	256
SLCO4C1	9	13	3	2
SLCO5A1	10	14	1	6
SLCO6A1	2	1	1	1
SLED1	2	1	1	1
SLFN11	166	187	17	20
SLFN12	8	13	1	3
SLFN12L	2	1	1	2
SLFN13	32	37	3	2
SLFN14	2	6	1	1
SLFN5	130	134	22	20
SLFNL1	34	35	10	11
SLIT1	249	302	719	862
SLIT2	20	38	78	95
SLIT3	18	13	299	329
SLITRK1	5	5	230	239
SLITRK2	9	5	163	162
SLITRK3	1	3	138	154
SLITRK4	5	7	185	213
SLITRK5	43	40	222	249
SLITRK6	4	8	3	8
SLK	254	242	160	154
SLMAP	162	168	122	121
SLMO1	45	53	66	73
SLMO2	299	308	78	83
SLN	2	1	17	14
SLPI	125	114	3	5
SLTM	493	529	276	269
SLU7	161	168	171	169
SLURP1	2	1	3	2
SMAD1	58	74	92	114
SMAD2	334	356	126	141
SMAD3	696	753	213	242
SMAD4	329	375	231	259
SMAD5	270	259	87	88
SMAD5OS	1	5	2	2
SMAD6	216	213	72	75
SMAD7	190	240	228	224
SMAD9	90	96	87	120
SMAGP	78	74	6	7
SMAP1	188	238	208	260
SMAP2	464	531	652	656
SMARCA1	258	264	121	135
SMARCA2	264	279	757	779
SMARCA4	2759	2945	1219	1290
SMARCA5	471	533	212	241
SMARCAD1	157	196	61	68
SMARCAL1	181	180	66	75
SMARCB1	660	715	385	452
SMARCC1	1290	1356	154	163
SMARCC2	1079	1146	1348	1583
SMARCD1	677	753	228	286
SMARCD2	963	988	284	324
SMARCD3	137	134	518	572
SMARCE1	431	469	132	133
SMC1A	1733	1815	440	463
SMC1B	4	4	1	1
SMC2	296	321	55	71
SMC3	297	348	85	88
SMC4	623	599	26	23
SMC5	142	168	43	64
SMC6	199	217	34	37
SMCHD1	289	318	125	147
SMCP	1	1	3	1
SMCR5	11	7	10	7
SMCR7	101	121	131	162
SMCR7L	559	636	297	332
SMCR8	402	414	287	317
SMEK1	264	288	135	147
SMEK2	353	345	212	242
SMEK3P	1	2	1	1
SMG1	756	791	617	617
SMG5	1158	1244	777	845
SMG6	412	452	465	556
SMG7	742	833	559	563
SMNDC1	118	124	66	75
SMO	468	426	76	94
SMOC1	289	312	312	359
SMOC2	5	8	42	40
SMOX	375	397	358	381
SMPD1	421	408	385	452
SMPD2	79	76	27	24
SMPD3	95	117	309	298
SMPD4	550	567	223	220
SMPDL3A	32	30	23	43
SMPDL3B	65	67	36	34
SMPX	1	3	2	7
SMS	302	360	76	81
SMTN	603	536	223	215
SMTNL1	4	12	7	6
SMTNL2	5	11	5	7
SMU1	276	296	224	200
SMUG1	169	163	81	96
SMURF1	388	405	260	303
SMURF2	131	160	58	51
SMYD1	1	2	8	8
SMYD2	173	204	113	140
SMYD3	185	212	98	119
SMYD4	126	125	72	77
SMYD5	394	411	223	205
SNAI1	79	80	13	25
SNAI2	94	89	12	14
SNAI3	36	25	45	45
SNAP23	155	167	34	36
SNAP25	24	15	10590	11299
SNAP29	281	306	146	162
SNAP47	309	315	324	326
SNAP91	4	1	1396	1629
SNAPC1	72	76	11	15
SNAPC2	230	225	154	182
SNAPC3	169	194	118	173
SNAPC4	389	411	224	258
SNAPC5	47	65	50	42
SNAPIN	155	181	91	98
SNAR-G1	18	16	1	2
SNCA	231	266	808	849
SNCAIP	67	76	40	45
SNCB	33	32	3391	3749
SNCG	74	77	961	1021
SND1	2887	2940	639	724
SNED1	333	310	195	197
SNF8	359	406	147	138
SNHG1	595	606	105	83
SNHG10	63	79	14	27
SNHG11	65	71	37	55
SNHG12	154	184	34	41
SNHG3	369	398	23	32
SNHG3-RCC1	12	12	1	1
SNHG4	2	10	1	1
SNHG5	166	169	19	19
SNHG6	329	338	144	183
SNHG7	363	387	152	192
SNHG8	67	71	54	63
SNHG9	53	43	32	31
SNIP1	111	127	58	74
SNN	292	285	1766	1956
SNORA1	2	1	1	1
SNORA10	3	1	1	1
SNORA12	2	1	1	1
SNORA13	2	3	1	1
SNORA14B	2	1	1	1
SNORA16A	4	1	1	1
SNORA16B	1	2	1	1
SNORA18	4	6	4	4
SNORA20	1	2	1	1
SNORA21	5	4	2	1
SNORA22	1	1	2	1
SNORA24	5	4	1	1
SNORA25	2	4	1	1
SNORA26	1	2	1	1
SNORA27	1	2	1	1
SNORA29	1	1	2	1
SNORA2A	1	3	2	1
SNORA2B	1	2	1	1
SNORA3	4	1	1	1
SNORA30	1	2	1	1
SNORA31	3	1	1	1
SNORA33	9	7	1	2
SNORA34	1	1	3	1
SNORA36A	2	1	1	4
SNORA37	2	1	1	1
SNORA39	1	1	1	2
SNORA4	3	6	3	4
SNORA40	3	4	1	1
SNORA41	2	2	1	1
SNORA44	6	8	3	4
SNORA45	3	2	2	2
SNORA46	1	1	1	2
SNORA47	3	2	1	1
SNORA48	8	8	3	1
SNORA49	1	1	2	1
SNORA51	2	4	1	1
SNORA52	7	7	2	1
SNORA53	2	2	1	1
SNORA54	1	2	1	2
SNORA55	1	1	1	2
SNORA56	5	3	1	1
SNORA57	7	7	6	2
SNORA5A	2	2	3	1
SNORA5B	1	3	1	2
SNORA5C	2	1	2	1
SNORA6	5	4	1	2
SNORA60	1	2	1	1
SNORA61	10	10	5	3
SNORA62	11	9	2	2
SNORA63	5	6	2	4
SNORA64	8	22	1	4
SNORA65	2	2	2	2
SNORA66	5	2	2	2
SNORA67	15	21	3	7
SNORA68	3	3	1	1
SNORA70	13	17	5	6
SNORA71A	2	5	1	1
SNORA71B	2	4	1	2
SNORA71C	2	3	1	1
SNORA72	4	1	1	2
SNORA74A	1	2	1	1
SNORA75	1	2	1	1
SNORA76	6	7	2	1
SNORA77	2	2	1	2
SNORA78	2	2	1	2
SNORA7B	2	1	1	1
SNORA8	2	5	4	6
SNORA80B	1	2	1	1
SNORA81	1	4	2	1
SNORA84	2	1	1	1
SNORA9	3	7	1	1
SNORD10	7	4	5	3
SNORD100	3	1	1	1
SNORD101	1	2	1	1
SNORD104	21	27	11	10
SNORD110	3	6	1	1
SNORD114-1	1	1	2	4
SNORD114-14	1	1	1	3
SNORD114-26	1	1	2	1
SNORD115-33	1	1	1	2
SNORD115-7	1	1	1	2
SNORD116-12	1	1	1	3
SNORD116-2	1	2	1	1
SNORD116-20	1	1	1	2
SNORD116-21	1	1	1	3
SNORD116-22	2	1	1	1
SNORD116-29	1	1	1	2
SNORD116-4	2	2	1	4
SNORD119	2	1	1	1
SNORD12	3	3	1	1
SNORD121B	1	1	1	2
SNORD124	2	2	1	1
SNORD125	1	3	1	1
SNORD12C	2	1	1	1
SNORD15A	1	2	1	2
SNORD15B	4	3	1	1
SNORD16	5	3	1	1
SNORD17	15	13	4	3
SNORD19	2	1	1	1
SNORD19B	1	2	1	1
SNORD1C	2	1	1	1
SNORD2	4	2	1	3
SNORD21	3	3	1	3
SNORD22	15	12	1	1
SNORD23	5	3	1	1
SNORD24	2	1	1	1
SNORD25	9	7	4	2
SNORD26	2	3	1	2
SNORD27	6	5	1	2
SNORD28	11	5	1	2
SNORD29	4	3	1	3
SNORD30	3	3	2	2
SNORD31	3	4	1	1
SNORD32A	8	4	2	1
SNORD33	4	9	3	1
SNORD34	4	6	1	1
SNORD35A	8	7	2	1
SNORD35B	4	6	2	3
SNORD36A	15	10	4	5
SNORD36B	3	3	1	1
SNORD36C	2	1	1	1
SNORD37	1	2	1	1
SNORD38A	1	3	3	1
SNORD38B	2	3	3	2
SNORD41	4	4	1	3
SNORD43	1	2	1	1
SNORD44	2	4	1	1
SNORD45B	1	1	2	1
SNORD46	2	3	1	1
SNORD47	2	7	1	1
SNORD48	2	1	1	1
SNORD49A	3	3	1	1
SNORD4A	5	6	1	2
SNORD4B	1	2	1	1
SNORD5	3	3	2	3
SNORD52	2	1	2	1
SNORD54	2	3	2	2
SNORD55	47	59	15	36
SNORD56	6	5	2	2
SNORD57	1	6	2	2
SNORD58A	2	1	1	1
SNORD59A	1	2	1	1
SNORD59B	1	1	1	2
SNORD60	3	4	1	1
SNORD63	1	1	2	1
SNORD65	5	3	1	2
SNORD66	1	2	1	1
SNORD67	2	1	1	1
SNORD68	6	9	1	1
SNORD7	1	1	2	1
SNORD71	2	1	1	3
SNORD73A	2	1	1	1
SNORD74	1	3	1	1
SNORD75	1	2	1	1
SNORD76	13	12	1	1
SNORD78	2	1	1	1
SNORD79	6	3	1	1
SNORD8	2	1	1	1
SNORD80	11	8	3	3
SNORD81	2	1	1	1
SNORD83A	2	4	1	1
SNORD83B	7	5	3	1
SNORD84	1	2	3	2
SNORD87	2	1	1	1
SNORD88B	2	9	1	2
SNORD88C	3	1	2	1
SNORD89	4	3	1	1
SNORD94	5	3	3	3
SNORD95	5	8	13	13
SNORD96A	3	4	1	1
SNORD97	1	1	1	2
SNORD98	2	1	2	1
SNORD99	4	4	1	2
SNPH	125	145	1362	1531
SNRK	178	175	429	490
SNRNP200	3864	3976	1132	1262
SNRNP25	335	368	268	330
SNRNP27	58	52	52	71
SNRNP35	123	97	92	105
SNRNP40	414	430	88	102
SNRNP48	165	183	45	51
SNRNP70	2279	2170	2001	2354
SNRPA	946	941	169	183
SNRPA1	83	120	21	17
SNRPB	2197	2001	227	270
SNRPB2	150	202	42	46
SNRPC	400	461	77	89
SNRPD1	237	260	51	69
SNRPD2	937	978	315	345
SNRPD3	477	509	178	182
SNRPE	109	115	27	27
SNRPF	305	398	46	63
SNRPG	104	71	10	12
SNRPN	5	3	20	19
SNTA1	312	309	555	728
SNTB1	285	288	49	54
SNTB2	197	189	57	91
SNTG1	1	1	19	21
SNTG2	5	3	6	5
SNUPN	100	167	76	72
SNURF	4	5	57	66
SNW1	294	321	111	142
SNX1	613	702	446	469
SNX10	103	138	198	213
SNX11	109	139	104	135
SNX12	115	113	65	106
SNX13	118	145	95	114
SNX14	158	172	121	131
SNX15	204	209	222	246
SNX16	22	22	15	16
SNX17	664	738	514	575
SNX18	238	252	139	158
SNX19	267	322	387	434
SNX2	233	198	87	101
SNX20	9	11	5	8
SNX21	213	166	207	238
SNX22	99	110	152	161
SNX24	42	49	44	42
SNX25	71	78	65	81
SNX27	350	404	557	603
SNX29	165	159	186	210
SNX3	471	513	527	615
SNX30	185	220	365	359
SNX31	1	1	2	6
SNX32	11	22	133	152
SNX33	303	341	105	109
SNX4	130	113	54	48
SNX5	394	436	96	102
SNX6	214	238	91	82
SNX7	56	52	18	16
SNX8	254	296	103	132
SNX9	490	464	209	222
SOAT1	220	236	22	24
SOAT2	66	81	1	1
SOBP	113	105	470	509
SOCS1	80	85	17	17
SOCS2	220	249	19	9
SOCS3	250	274	172	244
SOCS4	118	147	47	60
SOCS5	123	127	186	201
SOCS6	118	110	80	92
SOCS7	64	48	165	156
SOD1	1253	1342	1190	1297
SOD2	496	511	632	620
SOD3	247	242	144	134
SOHLH1	10	5	109	111
SOHLH2	13	13	2	3
SOLH	1367	1286	538	614
SON	1874	2014	943	1135
SORBS1	106	116	791	852
SORBS2	51	43	296	341
SORBS3	742	755	729	707
SORCS1	72	72	103	120
SORCS2	34	39	353	427
SORCS3	1	1	80	102
SORL1	458	498	1523	1726
SORT1	994	1052	1995	2203
SOS1	311	329	167	154
SOS2	126	142	122	124
SOST	3	2	5	2
SOSTDC1	8	7	28	42
SOX1	2	1	39	49
SOX10	1140	1157	972	1093
SOX11	163	170	20	26
SOX12	1284	1300	328	340
SOX13	435	477	140	152
SOX14	1	1	2	2
SOX15	13	12	106	78
SOX17	4	3	18	27
SOX18	69	85	96	105
SOX2	335	318	317	341
SOX21	68	62	77	56
SOX2OT	11	6	506	606
SOX3	39	41	10	8
SOX30	3	1	1	1
SOX4	1619	1777	103	115
SOX5	62	64	27	40
SOX6	47	38	47	50
SOX7	13	9	38	33
SOX8	106	102	906	912
SOX9	441	433	458	546
SP1	695	736	218	232
SP100	100	97	20	18
SP110	52	56	12	18
SP140	7	11	3	3
SP140L	72	66	9	7
SP2	266	276	187	187
SP3	397	342	146	144
SP4	59	54	61	70
SP5	325	297	9	9
SP6	63	78	11	12
SP7	1	1	5	8
SP8	41	44	7	9
SP9	8	3	16	21
SPA17	26	19	4	4
SPACA3	2	1	1	1
SPACA4	2	3	1	1
SPAG1	37	38	22	25
SPAG16	40	62	79	92
SPAG17	2	5	2	1
SPAG4	146	155	11	13
SPAG5	731	748	54	53
SPAG6	1	1	8	8
SPAG7	226	264	180	217
SPAG8	3	5	23	27
SPAG9	581	586	791	832
SPANXC	1	2	1	1
SPANXE	4	3	1	1
SPARC	4216	4719	2009	2166
SPARCL1	5	7	4177	4432
SPAST	63	90	82	85
SPATA1	6	2	1	2
SPATA12	2	6	1	2
SPATA13	241	204	257	304
SPATA17	1	9	3	1
SPATA18	25	17	8	5
SPATA2	222	229	441	540
SPATA20	554	610	492	524
SPATA21	3	4	2	6
SPATA24	11	9	2	9
SPATA2L	146	178	103	135
SPATA4	1	1	3	4
SPATA5	54	69	25	24
SPATA5L1	117	107	50	48
SPATA6	15	21	29	29
SPATA7	27	22	42	51
SPATA9	2	3	1	1
SPATC1	13	7	9	12
SPATS1	4	2	1	1
SPATS2	269	270	119	128
SPATS2L	472	450	235	264
SPC24	139	129	3	2
SPC25	58	49	1	1
SPCS1	469	521	173	206
SPCS2	107	107	65	92
SPCS3	404	425	187	206
SPDEF	89	88	15	15
SPDYA	1	1	2	3
SPDYC	19	11	1	1
SPDYE1	5	3	2	2
SPDYE3	11	4	13	7
SPDYE4	1	2	1	1
SPDYE5	1	1	1	2
SPDYE6	2	2	1	1
SPDYE7P	2	2	1	1
SPEF1	8	8	51	57
SPEF2	9	3	9	14
SPEG	286	290	738	839
SPEM1	2	1	1	1
SPEN	1331	1340	951	1059
SPERT	4	1	1	1
SPESP1	8	6	4	3
SPG11	326	320	168	213
SPG20	188	185	223	269
SPG21	505	528	154	172
SPG7	858	854	617	666
SPHAR	3	5	8	15
SPHK1	463	568	42	44
SPHK2	207	197	489	485
SPHKAP	1	2	451	477
SPI1	58	42	81	59
SPIB	9	4	1	1
SPIN1	489	521	623	691
SPIN2A	1	1	1	5
SPIN2B	19	20	16	32
SPIN3	80	74	115	149
SPIN4	120	114	8	17
SPINK1	3	2	1	2
SPINK13	2	1	1	1
SPINK2	1	2	1	1
SPINK4	1	2	1	1
SPINK5	17	19	1	1
SPINK6	1	1	3	3
SPINT1	171	176	41	43
SPINT2	625	645	522	541
SPIRE1	216	247	508	520
SPIRE2	260	276	215	233
SPN	269	274	9	14
SPNS1	744	694	192	245
SPNS2	25	31	510	556
SPNS3	40	27	11	3
SPOCD1	55	48	9	7
SPOCK1	379	372	2303	2574
SPOCK2	131	179	6948	7772
SPOCK3	3	4	351	340
SPON1	39	39	239	270
SPON2	130	163	111	132
SPOP	285	256	263	324
SPOPL	82	89	79	89
SPP1	874	976	1294	1342
SPPL2A	88	85	22	24
SPPL2B	650	647	484	472
SPPL3	282	286	318	347
SPR	279	265	61	57
SPRED1	183	174	185	219
SPRED2	395	396	270	290
SPRED3	7	12	19	33
SPRN	97	99	343	368
SPRR1A	2	1	1	1
SPRR1B	2	1	1	1
SPRR2D	1	3	1	1
SPRR2F	2	1	1	1
SPRR3	2	1	1	1
SPRY1	109	116	21	41
SPRY2	295	341	339	399
SPRY4	425	460	160	165
SPRYD3	351	346	1967	2094
SPRYD4	104	119	33	42
SPRYD5	5	3	1	1
SPSB1	184	210	105	100
SPSB2	97	77	40	48
SPSB3	466	442	630	721
SPSB4	38	42	19	16
SPTA1	104	114	1	1
SPTAN1	2385	2538	6986	7685
SPTB	211	216	1631	1828
SPTBN1	3344	3514	6335	6761
SPTBN2	1090	1124	3427	3933
SPTBN4	22	24	1782	1924
SPTBN5	18	18	226	236
SPTLC1	226	267	133	139
SPTLC2	204	225	271	278
SPTLC3	93	85	6	11
SPTY2D1	149	138	59	53
SQLE	645	673	153	186
SQRDL	87	76	21	23
SQSTM1	2257	2457	1900	2116
SR140	395	435	142	180
SRA1	221	215	181	147
SRBD1	81	98	13	13
SRC	465	506	269	314
SRCAP	1909	1944	1181	1258
SRCIN1	52	58	1756	1925
SRCRB4D	60	53	9	18
SRD5A1	173	168	96	83
SRD5A1P1	18	8	8	5
SRD5A2	1	1	1	2
SRD5A3	132	124	66	56
SREBF1	1554	1585	626	808
SREBF2	2264	2227	2366	2710
SRF	776	756	425	511
SRFBP1	40	43	14	11
SRGAP1	124	135	63	90
SRGAP2	424	425	1053	1115
SRGAP3	36	43	896	989
SRGN	30	21	18	17
SRI	206	236	282	255
SRL	2	1	21	29
SRM	1624	1658	357	393
SRMS	4	4	1	4
SRP14	546	588	469	530
SRP19	124	97	43	40
SRP54	282	277	97	120
SRP68	758	771	405	458
SRP72	455	444	147	140
SRP9	144	153	86	108
SRPK2	225	258	440	461
SRPK3	8	21	44	41
SRPR	1497	1571	451	499
SRPRB	366	388	130	147
SRPX	245	251	53	61
SRPX2	23	26	5	4
SRR	27	38	26	11
SRRD	81	85	52	52
SRRM1	416	450	215	262
SRRM2	8730	8896	4610	5097
SRRM3	109	109	834	882
SRRM4	4	4	760	852
SRRM5	11	9	7	16
SRRT	1298	1356	510	563
SRSF10	10	12	3	7
SRXN1	488	495	258	299
SRY	1	2	1	1
SS18	362	363	120	134
SS18L1	357	414	348	368
SS18L2	73	102	60	65
SSB	269	259	73	80
