Feature.ID	baseMean	log2(brain/UHR)	lfcSE	stat	pvalue	padj	UHR_1	UHR_2	brain_1	brain_2	UHR_1.norm	UHR_2.norm	brain_1.norm	brain_2.norm	UHR_1.rlog	UHR_2.rlog	brain_1.rlog	brain_2.rlog
EFHD2	1066.32	0.689775	0.0880931	7.83005	4.87679e-15	1.99227e-14	982	994	995	1188	825.76	806.7	1239.87	1392.95	9.69	9.66	10.28	10.44
EFNA1	275.62	-0.532968	0.155366	-3.4303	0.000602911	0.00119223	394	395	196	176	331.31	320.57	244.24	206.36	8.37	8.32	7.93	7.69
EFNA2	14.4304	-2.01822	0.699512	-2.85978	0.00423933	0.00757005	26	31	2	7	21.86	25.16	2.49	8.21	4.36	4.55	1.84	3.09
EFNA3	161.565	0.52153	0.195644	2.66571	0.00768261	0.0132325	163	158	142	174	137.07	128.23	176.95	204.02	7.1	7.01	7.47	7.67
EFNA4	35.4521	-3.83513	0.614625	-6.06692	1.30384e-09	4.08012e-09	70	92	1	6	58.86	74.66	1.25	7.04	5.81	6.14	1.42	2.95
EFNA5	136.125	0.589905	0.209486	2.81596	0.00486316	0.00861214	125	138	131	140	105.11	112	163.24	164.15	6.72	6.81	7.35	7.36
EFNB1	215.427	-2.24067	0.19828	-11.2918	1.44e-29	9.44534e-29	453	408	58	66	380.93	331.12	72.27	77.39	8.56	8.36	6.19	6.29
EFNB2	189.77	1.27804	0.185199	6.90027	5.19052e-12	1.85296e-11	121	147	221	224	101.75	119.3	275.39	262.64	6.68	6.9	8.1	8.03
EFNB3	217.407	1.46182	0.175731	8.31754	8.98055e-17	3.93735e-16	127	153	266	262	106.79	124.17	331.46	307.2	6.75	6.96	8.37	8.26
EFR3A	351.76	1.99553	0.143392	13.9142	5.19172e-44	4.76931e-43	160	181	446	486	134.54	146.89	555.76	569.84	7.08	7.2	9.11	9.15
EFR3B	659.794	2.85852	0.1195	23.9137	2.20346e-126	5.94798e-125	200	186	967	951	168.18	150.95	1204.98	1115.06	7.4	7.25	10.23	10.12
EFS	310.13	1.32399	0.147593	8.97002	2.96473e-19	1.4358e-18	219	209	339	396	184.16	169.62	422.43	464.32	7.53	7.41	8.72	8.85
EFTUD1	82.5301	-1.69344	0.291077	-5.81193	6.17557e-09	1.84846e-08	147	159	33	31	123.61	129.04	41.12	36.35	6.94	7	5.38	5.21
EFTUD2	692.199	-1.31076	0.10534	-12.4423	1.53983e-35	1.16306e-34	1137	1254	319	339	956.1	1017.71	397.51	397.48	9.9	9.99	8.64	8.64
EGF	16.3887	-2.21792	0.668613	-3.28418	0.00102278	0.00197293	34	32	6	3	28.59	25.97	7.48	3.52	4.74	4.61	3	2.17
EGFL6	3.24485	1.31706	1.16096	1.12803	0.259305	0.325603	2	2	4	4	1.68	1.62	4.98	4.69	1.06	1.03	2.07	2.01
EGFL7	461.689	-0.344462	0.212181	-1.62342	0.1045	0.145485	605	647	276	400	508.74	525.08	343.92	469.01	8.99	9.04	8.43	8.87
EGFL8	128.591	-0.921328	0.222303	-4.1437	3.41749e-05	7.64252e-05	203	205	67	80	170.7	166.37	83.49	93.8	7.41	7.37	6.39	6.56
EGFLAM	5.8369	1.99539	0.972908	2.02855	0.0425037	0.064285	3	2	6	10	2.52	1.62	7.48	11.73	1.57	1.17	2.75	3.29
EGFR	145.231	-0.639261	0.207602	-3.07899	0.00207702	0.00385236	202	227	87	101	169.86	184.23	108.41	118.42	7.41	7.52	6.77	6.89
EGLN1	535.042	-0.400365	0.118359	-3.3826	0.000718036	0.00140673	775	698	356	408	651.69	566.48	443.61	478.39	9.35	9.15	8.79	8.9
EGLN2	767.967	0.812189	0.0956093	8.49484	1.98203e-17	8.96077e-17	671	678	771	850	564.24	550.24	960.74	996.64	9.14	9.11	9.91	9.96
EGLN3	246.377	-0.961071	0.16779	-5.72723	1.02083e-08	3.00931e-08	369	420	146	130	310.29	340.86	181.93	152.43	8.27	8.41	7.51	7.26
EGR1	1182.55	-1.83974	0.0867777	-21.1989	9.77295e-100	2.00323e-98	2194	2283	423	431	1844.93	1852.81	527.1	505.35	10.85	10.85	9.04	8.98
EGR2	13.976	0.574635	0.625846	0.918119	0.358556	0.429641	12	15	11	17	10.09	12.17	13.71	19.93	3.38	3.62	3.77	4.26
EGR3	165.854	2.42931	0.213354	11.3784	5.35795e-30	3.56101e-29	59	66	236	227	49.61	53.56	294.08	266.16	5.65	5.76	8.19	8.05
EGR4	52.9448	5.41003	0.640816	7.96488	1.65383e-15	6.88122e-15	3	2	81	91	2.52	1.62	100.93	106.7	1.76	1.36	6.59	6.67
EHBP1	265.418	0.534968	0.154468	3.4633	0.00053359	0.00106149	243	282	255	265	204.34	228.86	317.76	310.72	7.68	7.84	8.31	8.28
EHBP1L1	603.357	-1.75195	0.115841	-15.1215	1.16811e-51	1.23394e-50	1138	1115	214	243	956.94	904.9	266.67	284.92	9.9	9.82	8.06	8.16
EHD1	898.47	0.796538	0.0949224	8.39144	4.80226e-17	2.13426e-16	806	783	862	1029	677.76	635.46	1074.14	1206.52	9.41	9.31	10.07	10.24
EHD2	634.312	-1.38729	0.110707	-12.5301	5.10793e-36	3.89838e-35	1077	1147	265	316	905.65	930.87	330.22	370.52	9.82	9.86	8.37	8.54
EHD3	817.958	4.05367	0.128244	31.5807	6.79091e-219	3.8939e-217	118	106	1218	1338	99.23	86.03	1517.75	1568.83	6.65	6.44	10.56	10.61
EHD4	162.085	-1.29601	0.204958	-6.32149	2.5905e-10	8.42657e-10	288	270	72	83	242.18	219.12	89.72	97.32	7.91	7.77	6.5	6.61
EHF	4.31578	2.73194	1.1613	2.25168	0.0243427	0.0383857	1	1	5	8	0.84	0.81	6.23	9.38	0.53	0.5	2.35	2.83
EHHADH	43.5997	-1.61555	0.396045	-4.07224	4.65622e-05	0.000103063	72	88	19	16	60.54	71.42	23.68	18.76	5.9	6.13	4.6	4.29
EHMT1	492.634	-0.629933	0.119728	-5.26122	1.43104e-07	3.9056e-07	713	737	289	352	599.56	598.13	360.12	412.73	9.23	9.22	8.49	8.69
EHMT2	999.799	-0.00756648	0.0861888	-0.0877895	0.930044	0.942887	1180	1248	776	876	992.26	1012.84	966.98	1027.12	9.95	9.98	9.92	10
EI24	407.504	-1.17675	0.133463	-8.81625	1.18356e-18	5.61569e-18	680	689	185	229	571.81	559.17	230.53	268.51	9.16	9.12	7.85	8.07
EID1	973.683	1.33213	0.0881689	15.1086	1.42201e-51	1.50033e-50	656	684	1096	1213	551.63	555.11	1365.73	1422.26	9.11	9.12	10.41	10.47
EID2	150.131	0.837663	0.212137	3.94858	7.86165e-05	0.00017036	114	147	138	182	95.86	119.3	171.96	213.4	6.59	6.9	7.42	7.73
EID2B	77.7663	1.94618	0.293466	6.62671	3.43254e-11	1.17471e-10	34	43	98	107	28.59	34.9	122.12	125.46	4.87	5.15	6.91	6.95
EID3	13.3099	0.907588	0.639804	1.41796	0.156204	0.208771	12	10	14	15	10.09	8.12	17.45	17.59	3.37	3.1	4.07	4.08
EIF1	2096.97	0.329042	0.0665633	4.94329	7.68139e-07	1.98407e-06	2143	2360	1870	1996	1802.04	1915.3	2330.21	2340.34	10.82	10.9	11.19	11.19
EIF1AD	142.59	-0.816582	0.211496	-3.86045	0.000113179	0.000241381	217	224	76	95	182.47	181.79	94.7	111.39	7.51	7.5	6.57	6.8
EIF1AX	201.664	0.877516	0.17523	5.00767	5.50919e-07	1.44168e-06	165	179	203	230	138.75	145.27	252.96	269.68	7.12	7.19	7.98	8.07
EIF1AY	29.107	0.225865	0.443954	0.508776	0.610909	0.673136	27	38	26	26	22.7	30.84	32.4	30.49	4.52	4.94	5.01	4.93
EIF1B	239.899	1.45481	0.1651	8.8108	1.24255e-18	5.88603e-18	148	162	289	293	124.45	131.47	360.12	343.55	6.97	7.04	8.49	8.42
EIF2A	234.747	-0.737326	0.165022	-4.46774	7.9052e-06	1.87667e-05	344	367	145	146	289.27	297.85	180.68	171.19	8.17	8.22	7.5	7.42
EIF2AK1	807.595	-0.934418	0.0969031	-9.64252	5.28757e-22	2.8148e-21	1247	1322	426	493	1048.6	1072.89	530.84	578.05	10.03	10.07	9.05	9.18
EIF2AK2	46.5944	-0.601614	0.361245	-1.66498	0.0959159	0.134603	75	61	31	30	63.07	49.51	38.63	35.18	5.96	5.63	5.28	5.15
EIF2AK3	90.222	-0.698299	0.264689	-2.63775	0.00834584	0.0142851	128	143	48	66	107.63	116.05	59.81	77.39	6.74	6.85	5.92	6.28
EIF2AK4	271.422	-0.774109	0.158614	-4.88015	1.06008e-06	2.71178e-06	414	416	145	187	348.13	337.61	180.68	219.26	8.44	8.4	7.5	7.78
EIF2B1	273.091	-0.589037	0.152754	-3.85597	0.000115273	0.000245697	383	412	172	189	322.06	334.37	214.33	221.61	8.33	8.38	7.75	7.79
EIF2B2	177.34	-0.201479	0.187317	-1.07559	0.28211	0.350089	240	219	132	141	201.82	177.73	164.49	165.32	7.66	7.47	7.36	7.37
EIF2B3	135.109	-0.895183	0.216673	-4.13079	3.61516e-05	8.06504e-05	204	222	79	77	171.54	180.17	98.44	90.28	7.42	7.49	6.63	6.5
EIF2B4	222.567	-0.610194	0.180527	-3.37988	0.000725165	0.00142006	283	370	131	161	237.97	300.28	163.24	188.78	7.89	8.23	7.35	7.56
EIF2B5	359.195	-0.0737661	0.134144	-0.549901	0.582387	0.646473	446	446	268	312	375.04	361.96	333.96	365.83	8.55	8.5	8.38	8.51
EIF2C1	406.425	-0.320993	0.130234	-2.46472	0.0137121	0.0226334	533	560	313	284	448.2	454.48	390.03	332.99	8.81	8.83	8.61	8.38
EIF2C2	149.108	-0.983984	0.212908	-4.62082	3.82233e-06	9.33554e-06	229	251	91	74	192.57	203.7	113.4	86.77	7.58	7.66	6.83	6.45
EIF2C3	41.9758	-0.636151	0.381837	-1.66555	0.0958041	0.134478	57	67	31	23	47.93	54.38	38.63	26.97	5.57	5.75	5.27	4.78
EIF2C4	86.2212	-0.031193	0.261228	-0.119409	0.904951	0.922619	103	108	72	69	86.61	87.65	89.72	80.9	6.44	6.45	6.49	6.34
EIF2S1	294.002	-1.14702	0.155046	-7.39702	1.39279e-13	5.35685e-13	477	505	133	170	401.11	409.84	165.73	199.33	8.64	8.68	7.38	7.64
EIF2S2	234.289	-1.41601	0.171734	-8.24338	1.67413e-16	7.27448e-16	403	423	103	108	338.88	343.29	128.35	126.63	8.4	8.42	7.01	6.99
EIF2S3	484.937	-1.7691	0.127324	-13.8919	7.09436e-44	6.48997e-43	888	929	167	197	746.72	753.95	208.1	230.99	9.54	9.56	7.71	7.86
EIF3A	1214.13	-0.806763	0.0802666	-10.0509	9.10326e-24	5.10796e-23	1828	1914	704	758	1537.16	1553.34	877.26	888.77	10.59	10.6	9.78	9.8
EIF3B	1466.71	-1.88099	0.0876701	-21.4539	4.20011e-102	8.8152e-101	2798	2789	455	583	2352.83	2263.47	566.98	683.58	11.2	11.14	9.15	9.42
EIF3D	906.415	-1.62258	0.101567	-15.9742	1.93254e-57	2.27573e-56	1543	1775	335	401	1297.5	1440.53	417.44	470.18	10.34	10.49	8.71	8.88
EIF3E	380.286	-1.80426	0.142691	-12.6414	1.24869e-36	9.68594e-36	697	736	128	152	586.1	597.31	159.5	178.22	9.19	9.22	7.33	7.48
EIF3F	343.892	-1.25958	0.142037	-8.8668	7.52765e-19	3.60186e-18	586	589	163	172	492.77	478.01	203.11	201.67	8.94	8.9	7.67	7.66
EIF3G	655.652	-0.887521	0.106319	-8.34746	6.97479e-17	3.07718e-16	1041	1020	353	409	875.37	827.8	439.87	479.56	9.77	9.69	8.78	8.91
EIF3H	740.283	-1.34347	0.102591	-13.0945	3.53777e-39	2.93632e-38	1257	1316	320	373	1057.01	1068.02	398.75	437.35	10.04	10.06	8.64	8.77
EIF3I	681.501	-1.50714	0.119075	-12.6559	1.03736e-36	8.06088e-36	1266	1175	250	338	1064.57	953.59	311.53	396.31	10.05	9.9	8.29	8.63
EIF3IP1	88.5329	-1.35551	0.272898	-4.96421	6.89796e-07	1.78961e-06	148	161	39	43	124.45	130.66	48.6	50.42	6.95	7.02	5.62	5.67
EIF3J	185.851	-0.564735	0.18315	-3.08329	0.00204726	0.00380039	272	265	120	128	228.72	215.07	149.53	150.08	7.83	7.75	7.23	7.23
EIF3K	610.996	-0.327884	0.107963	-3.037	0.00238948	0.0043975	824	823	411	487	692.9	667.92	512.15	571.02	9.44	9.38	9	9.16
EIF3L	1211.07	-0.551892	0.0795992	-6.93333	4.11045e-12	1.47428e-11	1715	1772	782	844	1442.14	1438.1	974.45	989.6	10.49	10.49	9.93	9.95
EIF3M	268.889	-1.89395	0.169894	-11.1434	7.71423e-29	4.94533e-28	492	535	98	90	413.72	434.19	122.12	105.53	8.69	8.76	6.94	6.73
EIF4A1	1098.02	-2.24733	0.100623	-22.331	1.84901e-110	4.25758e-109	2156	2239	269	364	1812.97	1817.1	335.2	426.8	10.82	10.83	8.39	8.74
EIF4A2	1482.94	1.22986	0.075671	16.2526	2.13981e-59	2.59828e-58	1022	1125	1647	1797	859.4	913.01	2052.33	2107.01	9.75	9.84	11	11.04
EIF4A3	437.376	-1.68218	0.133815	-12.5686	3.14112e-36	2.41094e-35	798	818	153	191	671.04	663.86	190.65	223.95	9.39	9.37	7.58	7.81
EIF4B	561.707	-0.992466	0.114193	-8.69074	3.60095e-18	1.67548e-17	871	940	318	303	732.42	762.87	396.26	355.27	9.52	9.57	8.63	8.48
EIF4E	48.4177	0.653186	0.354841	1.84074	0.0656597	0.0957183	37	54	52	46	31.11	43.82	64.8	53.94	4.98	5.46	6	5.75
EIF4E1B	31.8	5.70022	0.865816	5.74037	9.44672e-09	2.79138e-08	1	1	49	55	0.84	0.81	61.06	64.49	0.81	0.77	5.82	5.89
EIF4E2	138.109	-1.5995	0.226297	-7.06443	1.61281e-12	5.90163e-12	234	270	55	58	196.77	219.12	68.54	68.01	7.61	7.77	6.11	6.1
EIF4E3	127.874	2.50143	0.24694	10.1197	4.5169e-24	2.56567e-23	53	39	179	181	44.57	31.65	223.05	212.23	5.5	5.02	7.79	7.71
EIF4EBP1	373.611	-4.08712	0.207258	-19.654	5.34514e-86	9.30415e-85	838	872	32	36	704.67	707.69	39.88	42.21	9.45	9.46	5.36	5.44
EIF4EBP2	634.989	0.0172949	0.104506	0.165493	0.868556	0.8937	724	805	523	534	608.81	653.31	651.71	626.12	9.25	9.35	9.35	9.29
EIF4EBP3	3.88286	0.634202	1.10224	0.575304	0.565085	0.632495	6	1	4	4	5.05	0.81	4.98	4.69	2.18	0.61	2.15	2.09
EIF4ENIF1	246.548	0.834467	0.161336	5.17213	2.31435e-07	6.211e-07	201	228	241	283	169.02	185.04	300.31	331.82	7.4	7.53	8.23	8.37
EIF4G1	2831.74	-1.20642	0.0650053	-18.5586	6.95103e-77	1.08798e-75	4635	4937	1308	1529	3897.55	4006.72	1629.9	1792.78	11.93	11.97	10.67	10.81
EIF4G2	2397.45	-0.602757	0.0632577	-9.52856	1.59483e-21	8.34565e-21	3385	3618	1513	1639	2846.43	2936.26	1885.35	1921.75	11.47	11.52	10.88	10.91
EIF4G3	553.211	0.539689	0.112531	4.79592	1.61933e-06	4.07937e-06	534	558	495	592	449.04	452.86	616.82	694.13	8.81	8.82	9.27	9.44
EIF4H	1005.97	-0.0206818	0.0854406	-0.24206	0.808733	0.844595	1180	1274	809	844	992.26	1033.94	1008.1	989.6	9.95	10.01	9.98	9.95
EIF5	854.245	0.380676	0.0924604	4.11718	3.83529e-05	8.53443e-05	848	950	773	827	713.08	770.99	963.24	969.67	9.48	9.59	9.91	9.92
EIF5A	1352.28	-1.58498	0.0806701	-19.6467	6.16688e-86	1.07027e-84	2433	2479	534	585	2045.9	2011.88	665.42	685.92	11	10.97	9.38	9.42
EIF5A2	37.0362	1.23513	0.41613	2.96696	0.00300764	0.00546408	21	32	50	36	17.66	25.97	62.31	42.21	4.19	4.72	5.92	5.38
EIF5AL1	32.7478	-1.7879	0.470941	-3.78551	0.000153391	0.000323059	58	66	7	17	48.77	53.56	8.72	19.93	5.57	5.7	3.29	4.34
EIF5B	368.674	-1.15468	0.141249	-8.17398	2.98379e-16	1.28443e-15	564	670	183	195	474.27	543.75	228.04	228.64	8.89	9.08	7.84	7.84
EIF6	745.599	-1.70104	0.103721	-16.3983	1.96663e-60	2.41473e-59	1360	1402	284	296	1143.62	1137.82	353.89	347.06	10.16	10.15	8.47	8.44
ELAC1	20.4928	0.156753	0.527146	0.297369	0.766185	0.808971	20	27	14	22	16.82	21.91	17.45	25.8	4.09	4.45	4.14	4.66
ELAC2	554.605	-0.714984	0.111395	-6.4183	1.37804e-10	4.55349e-10	803	867	335	360	675.24	703.63	417.44	422.11	9.4	9.46	8.71	8.72
ELANE	3.77795	0.315682	1.07623	0.293413	0.769206	0.811575	4	4	4	3	3.36	3.25	4.98	3.52	1.79	1.76	2.19	1.84
ELAVL1	609.961	-0.624266	0.107713	-5.79553	6.81076e-09	2.03269e-08	856	937	373	422	719.81	760.44	464.8	494.8	9.49	9.57	8.86	8.95
ELAVL2	88.8218	6.15506	0.614935	9.34458	9.22584e-21	4.71531e-20	3	2	151	139	2.52	1.62	188.16	162.98	1.8	1.41	7.51	7.3
ELAVL3	1628.82	8.67745	0.33291	25.2804	5.24357e-141	1.65177e-139	7	11	2518	2868	5.89	8.93	3137.69	3362.78	2.88	3.35	11.61	11.71
ELAVL4	112.529	7.46481	0.798901	7.76525	8.14872e-15	3.30049e-14	1	1	167	205	0.84	0.81	208.1	240.37	0.98	0.94	7.66	7.86
ELF1	110.956	-1.92243	0.261116	-7.35491	1.91059e-13	7.30036e-13	201	225	42	34	169.02	182.6	52.34	39.87	7.39	7.5	5.73	5.35
ELF2	88.1529	-0.571242	0.266102	-2.14645	0.0318368	0.0492991	136	119	61	56	114.36	96.58	76.01	65.66	6.83	6.59	6.25	6.05
ELF3	171.361	-5.67854	0.458689	-11.9678	5.24206e-33	3.75571e-32	404	411	6	4	339.72	333.55	7.48	4.69	8.38	8.36	3.13	2.61
ELF4	140.256	-3.97583	0.325402	-12.12	8.27282e-34	6.03555e-33	302	338	15	12	253.95	274.31	18.69	14.07	7.97	8.08	4.3	3.93
ELF5	1.85134	-0.795906	1.3802	-0.572177	0.567202	NA	4	2	1	1	3.36	1.62	1.25	1.17	1.36	0.75	0.58	0.54
ELFN1	83.9882	-0.846496	0.274163	-3.08682	0.00202313	0.00375838	119	143	51	48	100.07	116.05	63.55	56.28	6.64	6.85	6	5.83
ELFN2	424.872	2.90807	0.144972	20.0497	2.03096e-89	3.66995e-88	124	117	582	661	104.27	94.95	725.23	775.03	6.71	6.58	9.5	9.59
ELK1	476.203	0.812636	0.117544	6.91339	4.73193e-12	1.69269e-11	421	415	484	521	354.02	336.8	603.11	610.88	8.47	8.4	9.23	9.25
ELK3	84.6114	-1.54797	0.28328	-5.46003	4.76064e-08	1.34401e-07	151	155	33	38	126.98	125.79	41.12	44.56	6.97	6.96	5.39	5.5
ELK4	55.3701	-0.558509	0.326888	-1.70824	0.0875917	0.124163	78	82	35	39	65.59	66.55	43.61	45.73	6.03	6.05	5.46	5.52
ELL	235.741	0.0981503	0.164382	0.597087	0.550449	0.61844	254	298	188	216	213.59	241.85	234.27	253.26	7.74	7.92	7.87	7.98
ELL2	232.46	-0.0447212	0.163195	-0.274035	0.784058	0.823796	270	302	181	198	227.04	245.09	225.54	232.16	7.83	7.94	7.82	7.86
ELL3	17.6885	-0.205794	0.566045	-0.363523	0.716214	0.765935	20	26	16	11	16.82	21.1	19.94	12.9	4.08	4.38	4.3	3.73
ELMO1	714.292	3.88782	0.131318	29.5805	2.66246e-192	1.26258e-190	107	111	1071	1145	89.98	90.08	1334.58	1342.53	6.51	6.51	10.38	10.39
ELMO2	451.314	1.39375	0.122455	11.3812	5.18877e-30	3.44987e-29	293	309	520	563	246.38	250.77	647.97	660.13	7.95	7.97	9.34	9.36
ELMO3	59.6054	-0.981608	0.32196	-3.04747	0.00230775	0.00425513	95	97	33	33	79.89	78.72	41.12	38.69	6.31	6.29	5.38	5.29
ELMOD1	180.651	6.17463	0.441074	13.5414	8.90544e-42	7.81274e-41	4	7	280	311	3.36	5.68	348.91	364.65	2.17	2.72	8.42	8.48
ELMOD2	55.7713	-0.79908	0.33347	-2.39547	0.0165991	0.0269799	78	94	36	31	65.59	76.29	44.86	36.35	6.03	6.24	5.5	5.2
ELMOD3	108.697	0.566308	0.232977	2.43074	0.015068	0.0246419	102	110	104	111	85.77	89.27	129.59	130.15	6.43	6.48	7.01	7.02
ELN	161.998	2.54555	0.21772	11.6821	1.57296e-31	1.08786e-30	55	59	213	246	46.25	47.88	265.42	288.44	5.55	5.6	8.04	8.16
ELOF1	331.328	-0.0895366	0.138141	-0.648152	0.516887	0.586554	408	419	266	265	343.09	340.05	331.46	310.72	8.42	8.41	8.37	8.28
ELOVL1	475.981	0.325136	0.117021	2.77844	0.00546203	0.00960769	509	514	414	463	428.02	417.15	515.89	542.87	8.74	8.71	9.01	9.08
ELOVL2	101.091	-0.204618	0.246381	-0.830476	0.406269	0.478481	130	132	84	71	109.32	107.13	104.67	83.25	6.77	6.74	6.71	6.38
ELOVL3	3.28955	-0.66428	1.15856	-0.571386	0.567738	0.634614	7	3	2	2	5.89	2.43	2.49	2.35	2.29	1.4	1.44	1.38
ELOVL4	102.781	2.81935	0.279862	10.0553	8.7015e-24	4.88878e-23	30	31	138	161	25.23	25.16	171.96	188.78	4.7	4.69	7.41	7.54
ELOVL5	494.444	-0.303776	0.117441	-2.58661	0.00969266	0.0164507	623	701	347	386	523.88	568.91	432.4	452.59	9.03	9.15	8.76	8.82
ELOVL6	125.97	-0.768836	0.222508	-3.45484	0.000550614	0.00109338	182	203	75	79	153.04	164.75	93.46	92.63	7.25	7.36	6.55	6.54
ELOVL7	45.2703	1.26525	0.373639	3.38507	0.000711593	0.00139442	25	39	56	50	21.02	31.65	69.78	58.63	4.44	5	6.1	5.85
ELP2	202.283	-1.21207	0.186177	-6.50905	7.56299e-11	2.53826e-10	342	343	86	116	287.59	278.37	107.16	136.01	8.16	8.12	6.75	7.09
ELP2P	8.7428	1.09613	0.780766	1.40227	0.160834	0.213885	8	5	10	10	6.73	4.06	12.46	11.73	2.79	2.21	3.54	3.47
ELP3	220.01	0.217774	0.175597	1.2402	0.214901	0.276663	236	257	166	227	198.45	208.57	206.85	266.16	7.63	7.7	7.69	8.05
ELP4	52.007	0.317428	0.33958	0.934781	0.349901	0.421297	58	54	39	57	48.77	43.82	48.6	66.83	5.61	5.46	5.61	6.05
ELSPBP1	3.09068	-1.67154	1.23751	-1.3176	0.187639	0.24531	7	5	1	1	5.89	4.06	1.25	1.17	2.22	1.83	0.84	0.79
ELTD1	14.4936	4.11676	0.866259	4.46883	7.86481e-06	1.86759e-05	2	1	21	25	1.68	0.81	26.17	29.31	1.25	0.72	4.53	4.69
EMB	35.0369	-2.30252	0.469967	-4.87373	1.09511e-06	2.79854e-06	67	75	9	10	56.34	60.87	11.21	11.73	5.77	5.88	3.59	3.65
EMCN	5.96766	2.36263	0.995249	2.33028	0.0197915	0.0317743	1	3	9	8	0.84	2.43	11.21	9.38	0.68	1.51	3.22	3
EMD	415.266	-0.646708	0.127976	-5.05321	4.34443e-07	1.14457e-06	625	602	251	285	525.56	488.56	312.77	334.17	9.04	8.93	8.29	8.39
EME1	66.2927	-4.58698	0.538347	-8.25331	1.54068e-16	6.70457e-16	161	148	4	4	135.38	120.11	4.98	4.69	7.03	6.86	2.62	2.55
EME2	47.6531	1.01446	0.351709	2.88389	0.00392793	0.00704051	38	38	48	58	31.95	30.84	59.81	68.01	5.02	4.97	5.89	6.07
EMG1	159.184	-2.13771	0.228084	-9.36388	7.68637e-21	3.94112e-20	279	351	48	49	234.61	284.86	59.81	57.45	7.87	8.14	5.92	5.86
EMID1	96.458	1.75975	0.264731	6.64435	3.0455e-11	1.04495e-10	44	62	121	126	37	50.32	150.78	147.74	5.24	5.67	7.22	7.19
EMID2	173.071	0.885619	0.193137	4.58531	4.53318e-06	1.10119e-05	148	146	163	210	124.45	118.49	203.11	246.23	6.96	6.89	7.66	7.94
EMILIN1	341.017	-1.60271	0.148707	-10.7754	4.50022e-27	2.75221e-26	639	603	139	140	537.33	489.38	173.21	164.15	9.07	8.93	7.44	7.37
EMILIN2	56.9289	-0.247854	0.325067	-0.762428	0.445804	0.516753	65	85	44	42	54.66	68.98	54.83	49.25	5.77	6.1	5.78	5.63
EMILIN3	63.5814	0.207803	0.304034	0.683497	0.494293	0.563502	64	79	53	60	53.82	64.11	66.04	70.35	5.76	6	6.04	6.13
EML1	153.948	-0.281222	0.198148	-1.41922	0.155836	0.208407	205	204	111	119	172.38	165.56	138.32	139.53	7.43	7.37	7.11	7.13
EML2	153.153	1.73868	0.217584	7.98875	1.36313e-15	5.69735e-15	98	72	181	210	82.41	58.43	225.54	246.23	6.37	5.89	7.81	7.93
EML3	368.416	-0.678617	0.142048	-4.7772	1.7775e-06	4.4618e-06	589	508	220	249	495.29	412.28	274.14	291.96	8.95	8.69	8.1	8.19
EML4	388.762	-3.09487	0.168202	-18.3788	1.94068e-75	2.9765e-74	827	859	73	61	695.42	697.14	90.97	71.52	9.44	9.44	6.52	6.18
EML5	59.5481	3.41142	0.400883	8.4553	2.7836e-17	1.24977e-16	8	16	85	96	6.73	12.99	105.92	112.56	2.93	3.77	6.68	6.77
EML6	90.845	1.57463	0.2655	5.9288	3.05161e-09	9.31517e-09	55	55	102	124	46.25	44.64	127.1	145.39	5.55	5.5	6.98	7.17
EMP1	221.46	-0.944065	0.173975	-5.42585	5.76807e-08	1.62112e-07	342	364	132	118	287.59	295.41	164.49	138.36	8.16	8.2	7.37	7.12
EMP2	342.301	-2.24378	0.15686	-14.2973	2.27436e-46	2.18304e-45	691	678	94	103	581.06	550.24	117.13	120.77	9.18	9.1	6.88	6.93
EMP3	407.686	-3.33225	0.174342	-19.0869	3.2429e-81	5.33271e-80	841	957	68	53	707.19	776.67	84.73	62.14	9.46	9.59	6.42	5.98
EMR1	15.1497	-2.48618	0.712446	-3.4373	0.00058754	0.00116328	33	30	4	3	27.75	24.35	4.98	3.52	4.68	4.51	2.52	2.14
EMR2	35.8547	-1.87232	0.443776	-4.20655	2.59296e-05	5.86516e-05	72	65	11	14	60.54	52.75	13.71	16.42	5.88	5.69	3.86	4.09
EMR3	1.22066	-0.0210794	1.49516	-0.0140952	0.988754	NA	1	2	1	1	0.84	1.62	1.25	1.17	0.07	0.47	0.29	0.25
EMR4P	2.56491	-0.719078	1.2655	-0.565331	0.571849	0.63803	6	2	1	2	5.05	1.62	1.25	2.35	1.96	0.92	0.77	1.22
EMX1	77.067	5.53061	0.556001	9.51967	1.73724e-21	9.06921e-21	4	3	111	140	3.36	2.43	138.32	164.15	2.09	1.77	7.06	7.31
EMX2	56.9391	6.51913	0.828775	6.69918	2.09586e-11	7.25754e-11	1	1	93	94	0.84	0.81	115.89	110.22	0.89	0.85	6.78	6.71
EMX2OS	123.138	7.58943	0.795345	7.90528	2.67326e-15	1.10313e-14	1	1	186	221	0.84	0.81	231.78	259.13	0.99	0.95	7.81	7.97
EN1	6.71405	-1.61506	0.956995	-1.66995	0.09493	0.133355	19	6	2	3	15.98	4.87	2.49	3.52	3.75	2.31	1.65	1.97
EN2	220.395	3.30956	0.207636	15.9149	4.99603e-57	5.84402e-56	46	51	312	352	38.68	41.39	388.78	412.73	5.3	5.4	8.59	8.68
ENAH	413.574	-0.57342	0.135845	-4.22103	2.43186e-05	5.50999e-05	549	650	291	258	461.65	527.52	362.62	302.51	8.85	9.04	8.5	8.24
