Feature.ID	baseMean	log2(brain/UHR)	lfcSE	pvalue	padj	UHR_1	UHR_2	brain_1	brain_2	UHR_1.norm	UHR_2.norm	brain_1.norm	brain_2.norm	UHR_1.rlog	UHR_2.rlog	brain_1.rlog	brain_2.rlog
CHRNG	2.34736	-0.202943	0.874291	0.66674	0.722494	4	3	1	2	3.36	2.43	1.25	2.35	1.54	1.25	0.76	1.21
CHST1	520.328	5.55343	0.223736	3.40029e-136	1.0095e-134	25	27	820	867	21.02	21.91	1021.8	1016.57	4.46	4.52	9.99	9.98
CHST10	252.36	0.987189	0.158764	2.976e-10	9.64481e-10	193	214	261	297	162.29	173.68	325.23	348.24	7.35	7.44	8.34	8.44
CHST11	259.027	-0.816168	0.16009	2.3464e-07	6.29317e-07	390	413	161	147	327.95	335.18	200.62	172.36	8.35	8.39	7.65	7.43
CHST12	214.406	-0.508342	0.174006	0.00299389	0.00544022	312	300	128	164	262.36	243.47	159.5	192.29	8.03	7.93	7.32	7.59
CHST13	59.626	-5.09254	0.682203	6.07428e-14	2.37265e-13	149	132	3	2	125.29	107.13	3.74	2.35	6.91	6.69	2.29	1.86
CHST14	155.48	-2.407	0.235227	2.86441e-25	1.67865e-24	305	331	41	39	256.47	268.63	51.09	45.73	7.99	8.06	5.7	5.54
CHST15	224.234	-0.154185	0.163935	0.339933	0.411088	275	298	167	184	231.25	241.85	208.1	215.74	7.85	7.92	7.7	7.75
CHST2	492.644	1.61674	0.121308	5.191e-41	4.47354e-40	273	311	583	650	229.56	252.4	726.48	762.14	7.85	7.98	9.5	9.57
CHST3	300.252	0.622994	0.144068	1.23788e-05	2.88368e-05	275	295	301	303	231.25	239.41	375.08	355.27	7.86	7.91	8.55	8.47
CHST4	4.3227	-1.3535	1.27147	0.0644427	0.094171	9	9	1	1	7.57	7.3	1.25	1.17	2.65	2.61	0.95	0.9
CHST5	30.0186	3.18767	0.567347	3.11309e-09	9.50117e-09	6	7	36	55	5.05	5.68	44.86	64.49	2.54	2.67	5.42	5.93
CHST6	179.157	1.74362	0.197584	3.13936e-19	1.5187e-18	86	111	218	241	72.32	90.08	271.65	282.58	6.19	6.5	8.08	8.13
CHST7	88.2082	0.366429	0.256166	0.139462	0.1887	94	91	72	94	79.04	73.85	89.72	110.22	6.31	6.21	6.49	6.78
CHST8	109.287	2.60177	0.267653	4.2936e-23	2.3631e-22	38	35	149	163	31.95	28.4	185.67	191.12	5.03	4.86	7.52	7.56
CHST9	4.71986	0.410644	0.808825	0.43869	0.510631	5	3	7	3	4.2	2.43	8.72	3.52	2.08	1.53	2.88	1.9
CHSY1	230.104	-1.06543	0.17156	2.87234e-10	9.3209e-10	352	406	120	124	296	329.5	149.53	145.39	8.21	8.36	7.23	7.19
CHSY3	18.1471	1.34229	0.583178	0.00731669	0.0126444	12	10	22	23	10.09	8.12	27.41	26.97	3.4	3.12	4.71	4.69
CHTF18	432.082	-2.0586	0.137617	3.22035e-51	3.37742e-50	837	853	133	142	703.83	692.27	165.73	166.5	9.46	9.43	7.38	7.39
CHTF8	338.864	-1.04917	0.150676	1.8513e-12	6.74619e-12	542	569	151	213	455.77	461.78	188.16	249.75	8.83	8.85	7.56	7.97
CHUK	82.5657	-0.614326	0.277572	0.0210593	0.0336006	103	142	56	50	86.61	115.24	69.78	58.63	6.43	6.84	6.13	5.88
CHURC1	137.598	0.0603185	0.205411	0.765487	0.808428	162	164	107	126	136.23	133.1	133.33	147.74	7.09	7.06	7.06	7.21
CIAO1	473.142	-0.279703	0.118815	0.0176665	0.0285955	641	616	351	355	539.01	499.93	437.38	416.24	9.07	8.97	8.77	8.7
CIAPIN1	202.077	-0.461716	0.173394	0.00681894	0.0118355	280	289	136	144	235.45	234.54	169.47	168.84	7.88	7.87	7.41	7.4
CIB1	300.717	-1.34005	0.154641	1.89203e-18	8.89775e-18	506	542	125	155	425.49	439.87	155.76	181.74	8.73	8.78	7.29	7.51
CIB2	78.8724	0.763663	0.275322	0.00388838	0.00697673	61	78	85	81	51.29	63.3	105.92	94.97	5.69	5.99	6.72	6.56
CIB3	1.64111	-0.177492	0.912115	0.681775	NA	3	2	1	1	2.52	1.62	1.25	1.17	1.04	0.69	0.52	0.48
CIC	1550.94	1.44893	0.0742513	3.17126e-85	5.45519e-84	986	1024	1786	1977	829.12	831.05	2225.54	2318.06	9.7	9.7	11.12	11.18
CIDEA	21.5024	5.27265	1.05262	4.02948e-07	1.0643e-06	1	1	31	39	0.84	0.81	38.63	45.73	0.76	0.72	5.12	5.36
CIDEB	167.646	-0.15334	0.195302	0.423032	0.495529	198	231	112	151	166.5	187.47	139.56	177.05	7.38	7.55	7.13	7.47
CIDEC	8.31519	-1.55646	0.944033	0.0239143	0.0377679	16	17	2	3	13.45	13.8	2.49	3.52	3.61	3.64	1.72	2.04
CIDECP	56.8503	1.13515	0.329664	0.000275556	0.000565486	44	39	70	61	37	31.65	87.23	71.52	5.23	5.01	6.43	6.15
CIITA	10.8756	1.19468	0.748161	0.0389636	0.0593451	9	4	14	13	7.57	3.25	17.45	15.24	2.96	1.99	4.01	3.84
CILP	7.03387	0.51245	0.73628	0.338635	0.409913	5	7	9	6	4.2	5.68	11.21	7.04	2.21	2.55	3.35	2.8
CILP2	51.7655	-2.81171	0.437601	2.4887e-11	8.58399e-11	120	101	10	10	100.91	81.97	12.46	11.73	6.62	6.32	3.74	3.66
CINP	132.693	-0.144583	0.208872	0.478395	0.548371	168	170	104	104	141.27	137.97	129.59	121.94	7.14	7.11	7.02	6.93
CIR1	76.7141	0.24097	0.270919	0.356706	0.427758	86	83	73	65	72.32	67.36	90.97	76.21	6.18	6.08	6.5	6.25
CIRBP	2029.98	1.39303	0.0689722	4.20229e-91	7.73698e-90	1327	1380	2284	2591	1115.87	1119.96	2846.1	3037.99	10.12	10.13	11.47	11.57
CIRH1A	305.905	-1.43576	0.152364	1.65709e-21	8.66368e-21	527	558	134	137	443.15	452.86	166.98	160.63	8.79	8.82	7.39	7.33
CISD1	108.16	0.756165	0.234989	0.000923051	0.00178802	100	92	105	122	84.09	74.66	130.84	143.05	6.4	6.23	7.03	7.15
CISD2	102.733	0.242542	0.236779	0.292784	0.361392	103	124	92	93	86.61	100.63	114.64	109.04	6.44	6.65	6.84	6.77
CISD3	157.188	-0.414545	0.195312	0.0303792	0.0471962	212	225	103	119	178.27	182.6	128.35	139.53	7.48	7.51	7.01	7.13
CISH	118.253	-3.38865	0.320997	9.58414e-27	5.82081e-26	236	289	18	15	198.45	234.54	22.43	17.59	7.61	7.85	4.55	4.22
CIT	923.894	1.07811	0.0891062	5.92271e-34	4.33904e-33	690	745	1009	1069	580.22	604.62	1257.32	1253.42	9.18	9.24	10.29	10.29
CITED1	38.1531	0.569736	0.378468	0.104381	0.145343	40	32	37	40	33.64	25.97	46.11	46.9	5.08	4.72	5.51	5.54
CITED2	600.459	-0.332119	0.110182	0.00241841	0.00444562	826	796	400	480	694.58	646.01	498.44	562.81	9.44	9.34	8.96	9.14
CITED4	167.383	-0.132784	0.195958	0.489034	0.558777	233	191	123	141	195.93	155.01	153.27	165.32	7.61	7.28	7.26	7.37
CIZ1	1176.63	-0.335237	0.0863184	9.68261e-05	0.000207615	1557	1625	775	949	1309.28	1318.8	965.73	1112.72	10.35	10.36	9.92	10.12
CKAP2	157.959	-1.70189	0.215221	7.91785e-16	3.34119e-15	297	291	55	66	249.75	236.17	68.54	77.39	7.96	7.88	6.12	6.29
CKAP2L	54.9327	-5.27393	0.748644	1.70374e-12	6.2231e-12	135	125	1	3	113.52	101.45	1.25	3.52	6.76	6.6	1.43	2.19
CKAP4	628.139	-2.19635	0.120681	1.05964e-74	1.60834e-73	1234	1265	196	174	1037.67	1026.63	244.24	204.02	10.02	10	7.94	7.68
CKAP5	1076.69	-0.551244	0.0855637	9.96715e-11	3.32162e-10	1483	1621	678	767	1247.05	1315.55	844.86	899.32	10.28	10.36	9.72	9.81
CKB	8955.47	2.93644	0.0574933	0	0	2554	2451	12192	14066	2147.65	1989.16	15192.48	16492.61	11.07	10.96	13.89	14.01
CKLF	108.55	-2.02945	0.272589	2.3458e-14	9.32261e-14	218	207	27	42	183.32	167.99	33.64	49.25	7.5	7.38	5.11	5.64
CKM	4.07108	0.23885	0.791196	0.642594	0.701441	4	4	4	4	3.36	3.25	4.98	4.69	1.82	1.79	2.22	2.16
CKMT1A	36.2392	4.22622	0.621652	2.65239e-12	9.61346e-12	3	5	64	50	2.52	4.06	79.75	58.63	1.77	2.26	6.23	5.8
CKMT1B	55.7417	5.31422	0.644293	1.03861e-16	4.54109e-16	2	4	79	102	1.68	3.25	98.44	119.6	1.42	2.02	6.56	6.83
CKMT2	17.5139	2.80696	0.710664	1.22161e-05	2.84767e-05	3	6	23	29	2.52	4.87	28.66	34	1.74	2.44	4.73	4.96
CKS1B	55.9876	-4.01031	0.532479	1.53768e-14	6.15284e-14	117	140	3	7	98.38	113.62	3.74	8.21	6.57	6.78	2.33	3.18
CKS2	134.91	-4.68704	0.401	7.09189e-32	4.93983e-31	307	323	8	8	258.16	262.14	9.97	9.38	7.99	8.01	3.48	3.4
CLASP1	789.781	0.765657	0.0955246	8.06867e-16	3.40319e-15	678	736	775	875	570.13	597.31	965.73	1025.95	9.16	9.22	9.91	10
CLASP2	676.978	2.66011	0.113929	2.48182e-121	6.31101e-120	209	237	949	987	175.75	192.34	1182.55	1157.27	7.46	7.59	10.2	10.17
CLCA1	1.22799	-0.00749313	0.920028	0.984455	NA	2	1	1	1	1.68	0.81	1.25	1.17	0.49	0.05	0.29	0.25
CLCA2	2.92599	0.488072	0.9267	0.346898	0.418242	1	3	3	4	0.84	2.43	3.74	4.69	0.53	1.32	1.71	1.94
CLCA3P	1.72402	0.0310489	0.888223	0.944543	NA	2	2	1	2	1.68	1.62	1.25	2.35	0.76	0.73	0.57	1.01
CLCA4	11.9016	4.25487	1.1387	5.65425e-05	0.000124198	1	1	19	19	0.84	0.81	23.68	22.28	0.69	0.65	4.34	4.26
CLCC1	175.581	0.258042	0.186114	0.158783	0.211461	196	190	142	176	164.82	154.2	176.95	206.36	7.37	7.27	7.47	7.69
CLCF1	36.3658	-1.70449	0.462472	6.16377e-05	0.000134934	59	79	17	9	49.61	64.11	21.18	10.55	5.6	5.96	4.43	3.52
CLCN1	2.83202	0.276739	0.861553	0.576502	0.641534	3	2	2	4	2.52	1.62	2.49	4.69	1.37	1	1.36	1.95
CLCN2	103.52	0.450078	0.235258	0.0491082	0.0734384	101	109	100	99	84.93	88.46	124.61	116.08	6.41	6.47	6.96	6.86
CLCN3	344.901	1.08579	0.138329	2.25664e-15	9.32744e-15	249	283	385	393	209.38	229.67	479.75	460.8	7.71	7.85	8.9	8.85
CLCN4	610.071	5.1182	0.189856	1.58924e-160	5.92034e-159	45	37	882	1086	37.84	30.03	1099.06	1273.35	5.28	4.95	10.09	10.31
CLCN5	103.009	-0.582552	0.242826	0.0133009	0.0219918	137	165	63	72	115.2	133.91	78.5	84.42	6.85	7.06	6.3	6.4
CLCN6	539.869	1.78086	0.117139	8.66262e-53	9.342e-52	301	285	663	724	253.11	231.3	826.17	848.9	7.99	7.86	9.69	9.73
CLCN7	1000.05	-0.0402671	0.0849912	0.633865	0.694287	1224	1231	793	839	1029.26	999.04	988.16	983.74	10.01	9.96	9.95	9.94
CLCNKA	23.8714	1.66387	0.531495	0.000460653	0.000924466	15	10	28	34	12.61	8.12	34.89	39.87	3.71	3.14	5.07	5.26
CLCNKB	14.4962	1.81781	0.698828	0.00202934	0.00376872	8	5	20	19	6.73	4.06	24.92	22.28	2.85	2.25	4.53	4.38
CLDN1	32.9253	-2.38043	0.52309	1.05255e-06	2.69291e-06	75	61	5	11	63.07	49.51	6.23	12.9	5.92	5.58	2.87	3.75
CLDN10	52.0767	1.96018	0.369654	2.58537e-08	7.41588e-08	29	20	64	75	24.39	16.23	79.75	87.94	4.64	4.08	6.29	6.43
CLDN11	801.761	6.3366	0.226819	1.39268e-171	5.72271e-170	18	29	1246	1378	15.14	23.54	1552.64	1615.73	4.03	4.62	10.59	10.65
CLDN12	140.841	-0.233348	0.206601	0.248103	0.313132	179	191	94	120	150.52	155.01	117.13	140.7	7.23	7.27	6.88	7.14
CLDN14	5.77961	-2.05516	1.31681	0.0201138	0.0322327	14	11	1	1	11.77	8.93	1.25	1.17	3.28	2.95	1.02	0.96
CLDN15	82.3381	-0.636165	0.268773	0.0138807	0.0228815	127	118	50	55	106.79	95.77	62.31	64.49	6.73	6.58	5.97	6.02
CLDN16	1.60403	0.346234	0.965878	0.431994	NA	1	1	1	3	0.84	0.81	1.25	3.52	0.17	0.14	0.41	1.22
CLDN18	4.94716	0.120841	0.753299	0.814975	0.849848	3	8	3	6	2.52	6.49	3.74	7.04	1.59	2.59	1.99	2.67
CLDN19	5.76092	-1.10157	0.994002	0.0879328	0.124606	12	10	2	2	10.09	8.12	2.49	2.35	3.14	2.88	1.63	1.57
CLDN2	3.1549	-0.0479213	0.813229	0.920666	0.93565	4	4	2	3	3.36	3.25	2.49	3.52	1.72	1.68	1.45	1.76
CLDN20	4.55244	0.249626	0.782778	0.629614	0.690276	2	7	4	5	1.68	5.68	4.98	5.86	1.21	2.4	2.25	2.43
CLDN23	10.4483	-0.916039	0.719402	0.0986633	0.138072	19	17	4	6	15.98	13.8	4.98	7.04	3.91	3.72	2.5	2.89
CLDN3	190.956	-3.24586	0.247834	6.26197e-40	5.30785e-39	441	396	33	26	370.84	321.38	41.12	30.49	8.52	8.32	5.39	4.98
CLDN4	307.741	-5.16718	0.302892	2.18438e-65	2.88391e-64	713	738	11	16	599.56	598.94	13.71	18.76	9.22	9.21	3.92	4.32
CLDN5	453.584	7.71947	0.463161	1.43274e-61	1.79435e-60	4	6	691	806	3.36	4.87	861.06	945.05	2.22	2.59	9.74	9.87
CLDN6	89.9568	-4.36855	0.454111	2.53022e-22	1.35973e-21	195	222	6	7	163.97	180.17	7.48	8.21	7.32	7.46	3.12	3.22
CLDN7	63.6545	-5.1953	0.677371	1.40374e-14	5.62714e-14	145	156	3	2	121.93	126.6	3.74	2.35	6.88	6.93	2.3	1.86
CLDN9	77.4399	1.38283	0.285352	4.78856e-07	1.25779e-06	50	51	96	91	42.04	41.39	119.63	106.7	5.41	5.39	6.89	6.72
CLDND1	847.492	2.97351	0.10741	1.82855e-169	7.37556e-168	214	248	1196	1295	179.95	201.27	1490.34	1518.41	7.5	7.66	10.54	10.56
CLDND2	10.4066	0.0878394	0.603134	0.858692	0.885802	13	11	9	9	10.93	8.93	11.21	10.55	3.44	3.19	3.47	3.4
CLEC10A	1.80692	0.237684	0.915387	0.595811	NA	1	2	1	3	0.84	1.62	1.25	3.52	0.28	0.71	0.53	1.34
CLEC11A	121.682	0.0952537	0.224253	0.66449	0.720991	128	157	90	119	107.63	127.42	112.15	139.53	6.75	6.99	6.81	7.12
CLEC12B	1.3109	0.220121	0.9436	0.591311	NA	1	1	1	2	0.84	0.81	1.25	2.35	0.07	0.05	0.3	0.75
CLEC14A	52.2791	4.80641	0.585709	8.86067e-17	3.88576e-16	4	4	91	76	3.36	3.25	113.4	89.11	2.08	2.04	6.76	6.42
CLEC16A	447.738	0.88207	0.122095	3.3127e-13	1.25242e-12	356	404	470	493	299.36	327.87	585.67	578.05	8.23	8.36	9.19	9.17
CLEC17A	2.85013	0.97472	1.23028	0.112392	0.155608	1	1	5	3	0.84	0.81	6.23	3.52	0.42	0.39	2.16	1.57
CLEC18A	1.64082	0.356088	0.968511	0.420577	NA	1	1	3	1	0.84	0.81	3.74	1.17	0.17	0.14	1.28	0.38
CLEC18B	2.95172	0.497923	0.925212	0.339908	0.411085	2	2	4	3	1.68	1.62	4.98	3.52	1.02	0.99	2.02	1.68
CLEC18C	1.43822	-0.0943533	0.913551	0.819038	NA	3	1	1	1	2.52	0.81	1.25	1.17	0.92	0.14	0.39	0.36
CLEC1A	3.97654	1.21999	1.22273	0.0731673	0.105514	2	1	7	4	1.68	0.81	8.72	4.69	1.05	0.53	2.74	2.04
CLEC2B	20.1266	-1.66359	0.600069	0.00149801	0.00283264	37	40	7	7	31.11	32.46	8.72	8.21	4.9	4.96	3.24	3.16
CLEC2D	16.2621	-2.64089	0.785932	0.000139871	0.000295826	31	39	4	2	26.07	31.65	4.98	2.35	4.6	4.87	2.51	1.75
CLEC2L	168.496	6.00545	0.446943	4.38629e-41	3.78563e-40	3	9	246	305	2.52	7.3	306.54	357.62	1.89	3.02	8.23	8.45
CLEC3A	1.84371	0.246479	0.916706	0.582837	NA	1	2	3	1	0.84	1.62	3.74	1.17	0.28	0.71	1.4	0.5
CLEC3B	99.2349	2.16938	0.284985	5.5427e-15	2.2622e-14	42	43	106	166	35.32	34.9	132.09	194.64	5.17	5.15	7.03	7.58
CLEC4A	3.79664	-0.237483	0.807606	0.63921	0.698573	6	5	3	2	5.05	4.06	3.74	2.35	2.21	1.98	1.9	1.47
CLEC4D	1.92691	-0.0496166	0.877759	0.910762	NA	2	3	1	2	1.68	2.43	1.25	2.35	0.83	1.13	0.64	1.09
CLEC4E	2.24548	0.640111	1.06568	0.216724	0.278419	1	1	4	2	0.84	0.81	4.98	2.35	0.33	0.31	1.78	1.07
CLEC4F	3.60108	-0.174459	0.810943	0.725998	0.774337	7	3	3	2	5.89	2.43	3.74	2.35	2.33	1.45	1.86	1.44
CLEC4G	40.3226	5.37201	0.772547	2.5941e-12	9.40611e-12	1	3	60	71	0.84	2.43	74.77	83.25	0.9	1.68	6.14	6.29
CLEC4GP1	63.7672	5.77102	0.683655	3.16406e-17	1.4166e-16	2	3	112	95	1.68	2.43	139.56	111.39	1.42	1.73	7.06	6.74
CLEC4M	2.50181	0.774381	1.13008	0.163498	0.216951	1	1	2	5	0.84	0.81	2.49	5.86	0.36	0.34	1.17	2.02
CLEC5A	3.43639	1.38082	1.40518	0.0592203	0.0871199	1	1	5	5	0.84	0.81	6.23	5.86	0.48	0.45	2.26	2.2
CLEC7A	7.8035	-0.381931	0.694391	0.461193	0.53143	13	10	6	4	10.93	8.12	7.48	4.69	3.37	3	2.9	2.38
CLEC9A	4.31578	1.99113	1.47813	0.0243427	0.0383857	1	1	5	8	0.84	0.81	6.23	9.38	0.53	0.5	2.35	2.83
CLGN	36.4372	-0.804334	0.398934	0.0282807	0.0441824	58	57	20	22	48.77	46.26	24.92	25.8	5.59	5.52	4.67	4.71
CLIC1	926.807	-4.08442	0.135985	9.70355e-199	4.75582e-197	2061	2180	76	94	1733.09	1769.22	94.7	110.22	10.76	10.78	6.58	6.8
CLIC2	21.115	-1.51953	0.577508	0.00257803	0.00472468	34	45	8	8	28.59	36.52	9.97	9.38	4.79	5.13	3.41	3.33
CLIC3	43.7006	-3.60418	0.5511	1.45165e-11	5.06073e-11	94	103	6	4	79.04	83.59	7.48	4.69	6.25	6.33	3.07	2.54
CLIC4	529.856	-0.375703	0.120475	0.00167821	0.0031574	714	738	330	434	600.4	598.94	411.21	508.87	9.23	9.23	8.69	8.99
CLIC5	18.8111	3.55029	0.765023	6.25718e-07	1.62843e-06	3	3	31	27	2.52	2.43	38.63	31.66	1.71	1.67	5.13	4.86
CLIC6	22.294	-0.880782	0.52063	0.0515533	0.076846	41	32	8	16	34.48	25.97	9.97	18.76	5.06	4.68	3.43	4.24
CLINT1	341.582	-1.18536	0.142018	3.40068e-17	1.52176e-16	575	577	168	175	483.52	468.28	209.35	205.19	8.91	8.87	7.71	7.69
CLIP1	424.579	1.22164	0.124995	6.87754e-23	3.76868e-22	298	316	478	508	250.59	256.46	595.64	595.64	7.97	8.01	9.22	9.22
CLIP2	1688.32	2.81735	0.0797908	7.04581e-274	5.97226e-272	488	526	2320	2580	410.36	426.89	2890.96	3025.09	8.68	8.74	11.5	11.56
CLIP3	2531.08	5.06352	0.0968028	0	0	187	168	3877	4264	157.25	136.34	4831.14	4999.61	7.31	7.1	12.24	12.28
CLIP4	154.958	1.85238	0.21278	8.1224e-19	3.88538e-18	86	74	187	217	72.32	60.06	233.02	254.44	6.19	5.92	7.85	7.98
CLK1	240.512	1.11766	0.167025	1.13257e-11	3.96885e-11	179	185	288	258	150.52	150.14	358.88	302.51	7.24	7.23	8.48	8.24
CLK2	304.284	-0.765	0.160966	1.44907e-06	3.66467e-06	424	509	154	218	356.54	413.09	191.9	255.61	8.48	8.69	7.59	8
CLK2P	43.6729	-1.23463	0.390083	0.000665996	0.00130931	66	86	18	23	55.5	69.79	22.43	26.97	5.78	6.1	4.53	4.78
CLK3	262.774	-0.488297	0.157469	0.0016795	0.00315931	382	363	163	198	321.22	294.6	203.11	232.16	8.33	8.2	7.67	7.86
CLK4	116.277	2.51426	0.267278	9.20359e-22	4.85381e-21	30	52	162	167	25.23	42.2	201.87	195.81	4.7	5.42	7.64	7.6
CLMN	224.448	1.75363	0.186791	1.72855e-21	9.02653e-21	99	147	286	289	83.25	119.3	356.39	338.86	6.39	6.9	8.47	8.4
CLN3	183.547	-1.32239	0.194795	4.70047e-12	1.68178e-11	314	324	91	80	264.04	262.95	113.4	93.8	8.04	8.03	6.83	6.56
CLN5	82.4301	0.12243	0.267138	0.636184	0.69612	82	109	63	80	68.95	88.46	78.5	93.8	6.11	6.46	6.3	6.55
CLN6	326.814	-1.27339	0.159886	7.42404e-16	3.13809e-15	563	561	125	190	473.42	455.29	155.76	222.78	8.88	8.83	7.29	7.8
CLN8	353.684	1.12809	0.143419	1.90948e-15	7.92052e-15	237	298	372	435	199.29	241.85	463.55	510.04	7.64	7.92	8.85	8.99
CLNK	1.22799	-0.00749313	0.920028	0.984455	NA	2	1	1	1	1.68	0.81	1.25	1.17	0.49	0.05	0.29	0.25
CLNS1A	328.87	-1.32401	0.152675	1.81746e-18	8.55625e-18	540	603	132	177	454.08	489.38	164.49	207.54	8.82	8.93	7.37	7.7
CLOCK	101.079	0.674399	0.243722	0.00431029	0.00768893	95	91	91	117	79.89	73.85	113.4	137.18	6.32	6.21	6.82	7.09
CLP1	64.5157	-1.75275	0.340277	7.31636e-08	2.04253e-07	123	121	18	29	103.43	98.2	22.43	34	6.67	6.6	4.54	5.11
CLPB	256.166	0.18211	0.154226	0.232794	0.296286	293	287	225	226	246.38	232.92	280.37	264.99	7.95	7.86	8.13	8.05
CLPP	369.084	-0.631177	0.134161	2.02263e-06	5.05327e-06	524	565	243	234	440.63	458.54	302.8	274.37	8.78	8.84	8.24	8.1
CLPS	1.53952	0.12242	0.909192	0.773408	NA	2	1	2	1	1.68	0.81	2.49	1.17	0.65	0.18	0.94	0.41
CLPTM1	1334.61	1.05127	0.0768211	7.07618e-43	6.36385e-42	1033	1067	1428	1556	868.65	865.94	1779.43	1824.44	9.76	9.76	10.8	10.83
CLPTM1L	657.34	-1.73872	0.112336	1.46333e-54	1.61991e-53	1217	1236	226	274	1023.37	1003.1	281.62	321.27	10	9.97	8.14	8.33
CLPX	154.705	-0.68779	0.201229	0.000476848	0.00095511	223	242	101	93	187.52	196.4	125.86	109.04	7.55	7.61	6.98	6.78
CLRN1OS	1.22799	-0.00749313	0.920028	0.984455	NA	2	1	1	1	1.68	0.81	1.25	1.17	0.49	0.05	0.29	0.25
CLRN3	1.62243	0.357914	0.966716	0.421326	NA	1	1	2	2	0.84	0.81	2.49	2.35	0.21	0.19	0.95	0.91
CLSPN	100.163	-4.7768	0.477617	7.98906e-24	4.4957e-23	228	241	6	5	191.72	195.59	7.48	5.86	7.55	7.58	3.11	2.83
CLSTN1	6026.11	2.66049	0.0537314	0	0	1977	2004	8173	9067	1662.45	1626.38	10184.39	10631.2	10.7	10.67	13.31	13.38
CLSTN2	102.072	2.12513	0.267824	4.55752e-16	1.94234e-15	38	52	127	150	31.95	42.2	158.25	175.88	5.03	5.42	7.29	7.44
CLSTN3	2257.81	3.09488	0.0730869	0	0	548	596	3217	3478	460.81	483.69	4008.71	4078.01	8.85	8.92	11.97	11.99
CLTA	693.773	0.36595	0.100768	0.000263089	0.000540977	734	732	601	695	617.22	594.07	748.91	814.9	9.27	9.22	9.55	9.67
CLTB	867.803	1.727	0.0972211	3.83574e-71	5.51655e-70	507	464	1063	1146	426.33	376.57	1324.61	1343.7	8.74	8.56	10.37	10.39
CLTC	2481.71	-0.0281149	0.0631777	0.655193	0.712622	2940	3130	1917	2154	2472.24	2540.21	2388.78	2525.6	11.27	11.31	11.22	11.3
CLTCL1	91.5795	-0.594993	0.25575	0.015971	0.0260095	141	128	59	60	118.57	103.88	73.52	70.35	6.88	6.7	6.21	6.14
CLU	14298.7	3.28632	0.0475603	0	0	3116	3320	20409	22557	2620.23	2694.41	25431.7	26448.45	11.36	11.4	14.63	14.69
CLUAP1	73.0286	0.572558	0.278506	0.0322916	0.0499284	66	74	73	73	55.5	60.06	90.97	85.59	5.8	5.91	6.5	6.41
CLUL1	10.5254	0.999251	0.735831	0.0757961	0.10901	6	8	17	8	5.05	6.49	21.18	9.38	2.48	2.77	4.26	3.22
CLVS1	53.2376	6.70457	0.992244	4.35766e-11	1.4835e-10	1	1	83	92	0.84	0.81	103.43	107.87	0.88	0.84	6.61	6.67
CLVS2	83.3968	7.38729	0.979571	2.77546e-13	1.05339e-12	1	1	129	146	0.84	0.81	160.75	171.19	0.94	0.9	7.27	7.36
CLYBL	34.3231	0.186217	0.385555	0.603149	0.665756	34	43	31	30	28.59	34.9	38.63	35.18	4.85	5.12	5.26	5.13
CMA1	1.43089	-0.0939966	0.911561	0.820841	NA	2	2	1	1	1.68	1.62	1.25	1.17	0.63	0.6	0.43	0.39
CMAH	12.8583	0.472342	0.594309	0.332875	0.403916	15	9	14	12	12.61	7.3	17.45	14.07	3.65	2.97	4.07	3.79
CMAS	267.692	0.321305	0.151226	0.0317372	0.0491709	274	301	245	248	230.41	244.28	305.3	290.78	7.85	7.93	8.25	8.18
CMBL	179.682	-1.07567	0.191724	1.07634e-08	3.16606e-08	300	293	96	93	252.27	237.79	119.63	109.04	7.97	7.89	6.91	6.78
CMC1	37.9663	-0.512518	0.393274	0.156324	0.208916	65	45	28	22	54.66	36.52	34.89	25.8	5.75	5.19	5.13	4.72
CMIP	831.433	0.694932	0.0930084	6.12794e-14	2.39254e-13	731	804	839	864	614.7	652.5	1045.48	1013.05	9.26	9.35	10.03	9.98
CMKLR1	21.3238	0.25204	0.472537	0.548489	0.616633	21	25	22	17	17.66	20.29	27.41	19.93	4.16	4.35	4.75	4.32
CMPK1	340.996	-0.0944051	0.135813	0.482595	0.552572	430	423	257	289	361.59	343.29	320.25	338.86	8.5	8.42	8.32	8.4
CMPK2	36.2979	0.319076	0.38731	0.373846	0.445769	31	46	28	40	26.07	37.33	34.89	46.9	4.73	5.22	5.13	5.53
CMTM1	26.94	0.344753	0.429095	0.376306	0.448192	28	28	23	28	23.55	22.72	28.66	32.83	4.57	4.52	4.83	5.02
CMTM2	1.80692	0.237684	0.915387	0.595811	NA	1	2	1	3	0.84	1.62	1.25	3.52	0.28	0.71	0.53	1.34
CMTM3	156.526	-2.52519	0.240416	1.57767e-26	9.52904e-26	313	335	42	33	263.2	271.88	52.34	38.69	8.03	8.07	5.73	5.31
CMTM4	596.304	1.30486	0.111549	5.74625e-32	4.01208e-31	402	427	644	766	338.04	346.54	802.49	898.15	8.4	8.44	9.65	9.81
CMTM5	128.571	7.51338	0.817301	2.35473e-19	1.14544e-18	2	1	199	225	1.68	0.81	247.97	263.82	1.46	0.98	7.91	8
CMTM6	144.135	-1.99146	0.233073	3.16701e-18	1.47788e-17	291	269	45	49	244.7	218.31	56.07	57.45	7.92	7.76	5.83	5.86
CMTM7	65.2945	-2.66269	0.377605	3.35887e-13	1.26905e-12	136	139	16	12	114.36	112.81	19.94	14.07	6.81	6.79	4.37	3.91
