Gene	length
ENSMUSG00000036943	4733
ENSMUSG00000036944	2931
ENSMUSG00000036948	2093
ENSMUSG00000036949	2648
ENSMUSG00000036951	2789
ENSMUSG00000036955	959
ENSMUSG00000036957	2886
ENSMUSG00000036958	615
ENSMUSG00000036959	3914
ENSMUSG00000036960	2774
ENSMUSG00000036961	3376
ENSMUSG00000036962	2511
ENSMUSG00000036964	3346
ENSMUSG00000036966	1528
ENSMUSG00000036968	737
ENSMUSG00000036972	1749
ENSMUSG00000036975	3341
ENSMUSG00000036977	2801
ENSMUSG00000036980	1656
ENSMUSG00000036983	1327
ENSMUSG00000036985	2102
ENSMUSG00000036986	1646
ENSMUSG00000036989	1046
ENSMUSG00000036990	798
ENSMUSG00000036992	1036
ENSMUSG00000036995	4225
ENSMUSG00000037001	3890
ENSMUSG00000037003	4712
ENSMUSG00000037005	3017
ENSMUSG00000037007	912
ENSMUSG00000037010	3149
ENSMUSG00000037012	664
ENSMUSG00000037013	3090
ENSMUSG00000037014	1424
ENSMUSG00000037016	2848
ENSMUSG00000037017	2204
ENSMUSG00000037020	791
ENSMUSG00000037022	3668
ENSMUSG00000037025	1468
ENSMUSG00000037028	1455
ENSMUSG00000037029	1263
ENSMUSG00000037031	3605
ENSMUSG00000037032	1062
ENSMUSG00000037033	3361
ENSMUSG00000037034	1531
ENSMUSG00000037035	4255
ENSMUSG00000037049	2359
ENSMUSG00000037053	1204
ENSMUSG00000037058	854
ENSMUSG00000037060	1662
ENSMUSG00000037062	2000
ENSMUSG00000037064	354
ENSMUSG00000037070	1658
ENSMUSG00000037071	4836
ENSMUSG00000037072	1172
ENSMUSG00000037075	4348
ENSMUSG00000037085	4133
ENSMUSG00000037086	1110
ENSMUSG00000037089	2326
ENSMUSG00000037095	1351
ENSMUSG00000037096	444
ENSMUSG00000037098	2624
ENSMUSG00000037101	596
ENSMUSG00000037103	2199
ENSMUSG00000037104	4392
ENSMUSG00000037106	2776
ENSMUSG00000037108	806
ENSMUSG00000037110	3412
ENSMUSG00000037111	1840
ENSMUSG00000037112	3272
ENSMUSG00000037119	5621
ENSMUSG00000037124	2192
ENSMUSG00000037126	3902
ENSMUSG00000037129	3245
ENSMUSG00000037130	1407
ENSMUSG00000037134	2768
ENSMUSG00000037138	1204
ENSMUSG00000037139	2551
ENSMUSG00000037140	1013
ENSMUSG00000037143	868
ENSMUSG00000037145	876
ENSMUSG00000037148	2295
ENSMUSG00000037149	2507
ENSMUSG00000037151	2619
ENSMUSG00000037152	408
ENSMUSG00000037157	2569
ENSMUSG00000037159	785
ENSMUSG00000037161	1232
ENSMUSG00000037166	852
ENSMUSG00000037167	640
ENSMUSG00000037169	2522
ENSMUSG00000037171	2095
ENSMUSG00000037172	1278
ENSMUSG00000037174	2366
ENSMUSG00000037185	1774
ENSMUSG00000037188	2789
ENSMUSG00000037190	658
ENSMUSG00000037196	940
ENSMUSG00000037197	488
ENSMUSG00000037202	2054
ENSMUSG00000037204	1230
ENSMUSG00000037206	2076
ENSMUSG00000037210	2283
ENSMUSG00000037211	2481
ENSMUSG00000037214	731
ENSMUSG00000037216	794
ENSMUSG00000037217	3235
ENSMUSG00000037221	636
ENSMUSG00000037224	899
ENSMUSG00000037225	506
ENSMUSG00000037234	2143
ENSMUSG00000037235	2516
ENSMUSG00000037236	1814
ENSMUSG00000037239	1563
ENSMUSG00000037242	3606
ENSMUSG00000037243	1874
ENSMUSG00000037246	1383
ENSMUSG00000037247	853
ENSMUSG00000037251	3613
ENSMUSG00000037253	3738
ENSMUSG00000037254	1507
ENSMUSG00000037257	664
ENSMUSG00000037259	4436
ENSMUSG00000037260	680
ENSMUSG00000037262	647
ENSMUSG00000037263	3827
ENSMUSG00000037266	773
ENSMUSG00000037270	3599
ENSMUSG00000037275	4919
ENSMUSG00000037278	1375
ENSMUSG00000037279	1539
ENSMUSG00000037280	3796
ENSMUSG00000037286	1793
ENSMUSG00000037287	2738
ENSMUSG00000037295	939
ENSMUSG00000037296	636
ENSMUSG00000037300	2409
ENSMUSG00000037306	4285
ENSMUSG00000037307	490
ENSMUSG00000037313	1065
ENSMUSG00000037315	2472
ENSMUSG00000037316	2506
ENSMUSG00000037318	706
ENSMUSG00000037321	2638
ENSMUSG00000037325	1973
ENSMUSG00000037326	4112
ENSMUSG00000037331	6614
ENSMUSG00000037334	1057
ENSMUSG00000037335	1806
ENSMUSG00000037336	2754
ENSMUSG00000037337	2722
ENSMUSG00000037339	1364
ENSMUSG00000037341	1865
ENSMUSG00000037343	5033
ENSMUSG00000037344	1226
ENSMUSG00000037346	1537
ENSMUSG00000037347	2206
ENSMUSG00000037348	780
ENSMUSG00000037349	1000
ENSMUSG00000037351	643
ENSMUSG00000037353	2579
ENSMUSG00000037355	7194
ENSMUSG00000037358	2698
ENSMUSG00000037361	1115
ENSMUSG00000037362	2869
ENSMUSG00000037363	837
ENSMUSG00000037364	835
ENSMUSG00000037366	694
ENSMUSG00000037369	5056
ENSMUSG00000037370	3231
ENSMUSG00000037373	758
ENSMUSG00000037375	1819
ENSMUSG00000037376	1732
ENSMUSG00000037379	1271
ENSMUSG00000037386	4760
ENSMUSG00000037390	1404
ENSMUSG00000037393	3302
ENSMUSG00000037395	1734
ENSMUSG00000037400	1906
ENSMUSG00000037405	2369
ENSMUSG00000037406	1540
ENSMUSG00000037408	2960
ENSMUSG00000037410	2064
ENSMUSG00000037411	2697
ENSMUSG00000037415	3367
ENSMUSG00000037416	4613
ENSMUSG00000037418	1190
ENSMUSG00000037419	1605
ENSMUSG00000037424	1047
ENSMUSG00000037426	1219
ENSMUSG00000037428	2415
ENSMUSG00000037432	1723
ENSMUSG00000037434	2960
ENSMUSG00000037437	682
ENSMUSG00000037438	270
ENSMUSG00000037440	2416
ENSMUSG00000037443	769
ENSMUSG00000037446	1212
ENSMUSG00000037447	2056
ENSMUSG00000037451	1897
ENSMUSG00000037455	766
ENSMUSG00000037458	1892
ENSMUSG00000037461	3123
ENSMUSG00000037463	1946
ENSMUSG00000037465	3045
ENSMUSG00000037466	1321
ENSMUSG00000037469	487
ENSMUSG00000037470	1082
ENSMUSG00000037474	4221
ENSMUSG00000037475	922
ENSMUSG00000037477	1777
ENSMUSG00000037482	3378
ENSMUSG00000037486	4462
ENSMUSG00000037487	9790
ENSMUSG00000037490	2282
ENSMUSG00000037492	2272
ENSMUSG00000037493	1433
ENSMUSG00000037499	742
ENSMUSG00000037503	811
ENSMUSG00000037509	2113
ENSMUSG00000037514	1351
ENSMUSG00000037519	2055
ENSMUSG00000037523	2913
ENSMUSG00000037525	1271
ENSMUSG00000037526	3450
ENSMUSG00000037529	1275
ENSMUSG00000037531	1505
ENSMUSG00000037533	3424
ENSMUSG00000037535	404
ENSMUSG00000037536	3132
ENSMUSG00000037537	1006
ENSMUSG00000037541	6042
ENSMUSG00000037542	2259
ENSMUSG00000037544	818
ENSMUSG00000037548	1347
ENSMUSG00000037552	3398
ENSMUSG00000037553	673
ENSMUSG00000037563	628
ENSMUSG00000037568	3897
ENSMUSG00000037570	1855
ENSMUSG00000037572	4107
ENSMUSG00000037573	2288
ENSMUSG00000037577	2003
ENSMUSG00000037578	3425
ENSMUSG00000037579	3583
ENSMUSG00000037580	2775
ENSMUSG00000037583	1132
ENSMUSG00000037593	1494
ENSMUSG00000037594	1557
ENSMUSG00000037600	1699
ENSMUSG00000037601	493
ENSMUSG00000037603	513
ENSMUSG00000037605	4853
ENSMUSG00000037606	700
ENSMUSG00000037608	3103
ENSMUSG00000037610	2478
ENSMUSG00000037613	1088
ENSMUSG00000037617	3419
ENSMUSG00000037621	1467
ENSMUSG00000037622	718
ENSMUSG00000037624	1460
ENSMUSG00000037625	1870
ENSMUSG00000037627	786
ENSMUSG00000037628	773
ENSMUSG00000037636	1198
ENSMUSG00000037638	3160
ENSMUSG00000037640	1347
ENSMUSG00000037643	688
ENSMUSG00000037646	13370
ENSMUSG00000037649	1102
ENSMUSG00000037652	3087
ENSMUSG00000037653	2360
ENSMUSG00000037656	490
ENSMUSG00000037660	1407
ENSMUSG00000037661	1946
ENSMUSG00000037664	667
ENSMUSG00000037669	2690
ENSMUSG00000037674	2758
ENSMUSG00000037679	4600
ENSMUSG00000037681	595
ENSMUSG00000037683	2800
ENSMUSG00000037685	934
ENSMUSG00000037686	2732
ENSMUSG00000037689	560
ENSMUSG00000037692	938
ENSMUSG00000037697	2802
ENSMUSG00000037703	4169
ENSMUSG00000037705	7048
ENSMUSG00000037706	868
ENSMUSG00000037708	704
ENSMUSG00000037709	1998
ENSMUSG00000037710	1084
ENSMUSG00000037712	768
ENSMUSG00000037716	1008
ENSMUSG00000037720	1283
ENSMUSG00000037722	2629
ENSMUSG00000037725	987
ENSMUSG00000037727	577
ENSMUSG00000037730	3434
ENSMUSG00000037731	3079
ENSMUSG00000037735	2288
ENSMUSG00000037736	947
ENSMUSG00000037737	1961
ENSMUSG00000037738	2042
ENSMUSG00000037740	2668
ENSMUSG00000037742	850
ENSMUSG00000037747	1602
ENSMUSG00000037750	3258
ENSMUSG00000037752	547
ENSMUSG00000037754	6370
ENSMUSG00000037759	3684
ENSMUSG00000037761	2402
ENSMUSG00000037762	2612
ENSMUSG00000037771	2797
ENSMUSG00000037772	693
ENSMUSG00000037773	3045
ENSMUSG00000037780	923
ENSMUSG00000037784	3791
ENSMUSG00000037787	598
ENSMUSG00000037788	1838
ENSMUSG00000037790	306
ENSMUSG00000037791	653
ENSMUSG00000037795	2154
ENSMUSG00000037797	695
ENSMUSG00000037798	3208
ENSMUSG00000037801	3357
ENSMUSG00000037805	804
ENSMUSG00000037808	723
ENSMUSG00000037813	3910
ENSMUSG00000037815	3698
ENSMUSG00000037816	731
ENSMUSG00000037818	2492
ENSMUSG00000037820	1312
ENSMUSG00000037822	1434
ENSMUSG00000037824	2475
ENSMUSG00000037826	640
ENSMUSG00000037827	1479
ENSMUSG00000037833	2342
ENSMUSG00000037843	1363
ENSMUSG00000037845	1817
ENSMUSG00000037846	3521
ENSMUSG00000037847	1341
ENSMUSG00000037849	1738
ENSMUSG00000037851	787
ENSMUSG00000037852	639
ENSMUSG00000037855	2510
ENSMUSG00000037857	1548
ENSMUSG00000037860	383
ENSMUSG00000037868	902
ENSMUSG00000037872	1122
ENSMUSG00000037876	2574
ENSMUSG00000037884	1576
ENSMUSG00000037885	4164
ENSMUSG00000037887	2828
ENSMUSG00000037890	2948
ENSMUSG00000037892	1515
ENSMUSG00000037894	810
ENSMUSG00000037896	4202
ENSMUSG00000037902	798
ENSMUSG00000037904	1451
ENSMUSG00000037905	3609
ENSMUSG00000037907	2557
ENSMUSG00000037910	593
ENSMUSG00000037913	1142
ENSMUSG00000037916	759
ENSMUSG00000037921	2594
ENSMUSG00000037922	2694
ENSMUSG00000037924	1870
ENSMUSG00000037926	3446
ENSMUSG00000037933	4634
ENSMUSG00000037935	686
ENSMUSG00000037936	823
ENSMUSG00000037938	923
ENSMUSG00000037940	3005
ENSMUSG00000037942	1794
ENSMUSG00000037944	1978
ENSMUSG00000037946	3519
ENSMUSG00000037949	2304
ENSMUSG00000037953	2757
ENSMUSG00000037957	960
ENSMUSG00000037958	655
ENSMUSG00000037960	804
ENSMUSG00000037962	1649
ENSMUSG00000037965	739
ENSMUSG00000037966	1098
ENSMUSG00000037971	647
ENSMUSG00000037972	2902
ENSMUSG00000037973	3248
ENSMUSG00000037974	8505
ENSMUSG00000037977	1534
ENSMUSG00000037979	809
ENSMUSG00000037982	2326
ENSMUSG00000037984	2150
ENSMUSG00000037989	6584
ENSMUSG00000037990	1743
ENSMUSG00000037991	2409
ENSMUSG00000037992	2469
ENSMUSG00000037993	2560
ENSMUSG00000037994	1242
ENSMUSG00000037995	791
ENSMUSG00000037996	2171
ENSMUSG00000037997	1059
ENSMUSG00000037999	1161
ENSMUSG00000038000	1408
ENSMUSG00000038002	7517
ENSMUSG00000038005	1000
ENSMUSG00000038007	3502
ENSMUSG00000038009	972
ENSMUSG00000038010	2431
ENSMUSG00000038011	3538
ENSMUSG00000038013	1253
ENSMUSG00000038014	5105
ENSMUSG00000038015	648
ENSMUSG00000038020	2077
ENSMUSG00000038022	2211
ENSMUSG00000038023	663
ENSMUSG00000038024	5759
ENSMUSG00000038025	5260
ENSMUSG00000038026	2265
ENSMUSG00000038028	2253
ENSMUSG00000038034	1538
ENSMUSG00000038037	1220
ENSMUSG00000038039	1394
ENSMUSG00000038042	4310
ENSMUSG00000038044	1961
ENSMUSG00000038045	836
ENSMUSG00000038046	957
ENSMUSG00000038047	1451
ENSMUSG00000038048	3918
ENSMUSG00000038055	1389
ENSMUSG00000038056	4922
ENSMUSG00000038057	581
ENSMUSG00000038058	674
ENSMUSG00000038059	1984
ENSMUSG00000038060	2532
ENSMUSG00000038064	995
ENSMUSG00000038065	645
ENSMUSG00000038067	1413
ENSMUSG00000038068	4558
ENSMUSG00000038069	3393
ENSMUSG00000038070	3802
ENSMUSG00000038071	2567
ENSMUSG00000038072	2493
ENSMUSG00000038074	865
ENSMUSG00000038077	4646
ENSMUSG00000038079	789
ENSMUSG00000038080	2876
ENSMUSG00000038084	3192
ENSMUSG00000038085	1430
ENSMUSG00000038086	662
ENSMUSG00000038092	1549
ENSMUSG00000038094	1501
ENSMUSG00000038095	1368
ENSMUSG00000038102	3932
ENSMUSG00000038112	906
ENSMUSG00000038115	2942
ENSMUSG00000038116	702
ENSMUSG00000038119	1438
ENSMUSG00000038121	5150
ENSMUSG00000038122	7235
ENSMUSG00000038126	1313
ENSMUSG00000038127	1096
ENSMUSG00000038128	12331
ENSMUSG00000038132	3215
ENSMUSG00000038135	494
ENSMUSG00000038141	4405
ENSMUSG00000038143	3424
ENSMUSG00000038145	628
ENSMUSG00000038146	8044
ENSMUSG00000038147	1503
ENSMUSG00000038148	1062
ENSMUSG00000038150	2184
ENSMUSG00000038151	4025
ENSMUSG00000038152	626
ENSMUSG00000038155	770
ENSMUSG00000038156	5681
ENSMUSG00000038160	1384
ENSMUSG00000038165	1250
ENSMUSG00000038167	3299
ENSMUSG00000038168	488
ENSMUSG00000038170	3845
ENSMUSG00000038172	842
ENSMUSG00000038173	1111
ENSMUSG00000038174	2385
ENSMUSG00000038175	3062
ENSMUSG00000038178	841
ENSMUSG00000038179	1361
ENSMUSG00000038180	1110
ENSMUSG00000038181	512
ENSMUSG00000038187	2389
ENSMUSG00000038188	2789
ENSMUSG00000038192	1739
ENSMUSG00000038193	2351
ENSMUSG00000038195	1382
ENSMUSG00000038199	2377
ENSMUSG00000038201	2182
ENSMUSG00000038203	769
ENSMUSG00000038204	1536
ENSMUSG00000038205	2700
ENSMUSG00000038206	1709
ENSMUSG00000038208	1264
ENSMUSG00000038209	782
ENSMUSG00000038210	2192
ENSMUSG00000038212	3354
ENSMUSG00000038213	2352
ENSMUSG00000038214	3314
ENSMUSG00000038215	798
ENSMUSG00000038216	700
ENSMUSG00000038217	980
ENSMUSG00000038218	321
ENSMUSG00000038224	1580
ENSMUSG00000038225	1790
ENSMUSG00000038227	851
ENSMUSG00000038233	2469
ENSMUSG00000038235	678
ENSMUSG00000038236	807
ENSMUSG00000038239	1509
ENSMUSG00000038240	1569
ENSMUSG00000038241	3620
ENSMUSG00000038242	2145
ENSMUSG00000038244	3744
ENSMUSG00000038246	1219
ENSMUSG00000038248	3038
ENSMUSG00000038250	3632
ENSMUSG00000038252	682
ENSMUSG00000038253	1877
ENSMUSG00000038255	3142
ENSMUSG00000038256	566
ENSMUSG00000038257	5047
ENSMUSG00000038259	2320
ENSMUSG00000038260	3350
ENSMUSG00000038264	1857
ENSMUSG00000038267	786
ENSMUSG00000038268	1708
ENSMUSG00000038271	2836
ENSMUSG00000038274	574
ENSMUSG00000038276	1593
ENSMUSG00000038279	1588
ENSMUSG00000038280	797
ENSMUSG00000038286	1209
ENSMUSG00000038290	1457
ENSMUSG00000038291	769
ENSMUSG00000038292	1371
ENSMUSG00000038295	1837
ENSMUSG00000038296	2552
ENSMUSG00000038298	2219
ENSMUSG00000038299	3112
ENSMUSG00000038300	492
ENSMUSG00000038301	968
ENSMUSG00000038302	2232
ENSMUSG00000038304	2458
ENSMUSG00000038305	1021
ENSMUSG00000038311	1512
ENSMUSG00000038312	832
ENSMUSG00000038319	741
ENSMUSG00000038323	541
ENSMUSG00000038324	1203
ENSMUSG00000038327	1912
ENSMUSG00000038330	893
ENSMUSG00000038331	4694
ENSMUSG00000038332	2600
ENSMUSG00000038335	1369
ENSMUSG00000038342	4082
ENSMUSG00000038344	3532
ENSMUSG00000038346	2682
ENSMUSG00000038347	1462
ENSMUSG00000038349	3491
ENSMUSG00000038351	2404
ENSMUSG00000038352	1197
ENSMUSG00000038354	3295
ENSMUSG00000038357	758
ENSMUSG00000038365	781
ENSMUSG00000038366	460
ENSMUSG00000038368	943
ENSMUSG00000038369	2019
ENSMUSG00000038370	1577
ENSMUSG00000038371	1681
ENSMUSG00000038372	1165
ENSMUSG00000038374	2606
ENSMUSG00000038375	825
ENSMUSG00000038379	2251
ENSMUSG00000038383	1636
ENSMUSG00000038384	5364
ENSMUSG00000038387	485
ENSMUSG00000038388	1896
ENSMUSG00000038390	2766
ENSMUSG00000038393	646
ENSMUSG00000038398	2057
ENSMUSG00000038400	720
ENSMUSG00000038402	2363
ENSMUSG00000038403	2028
ENSMUSG00000038406	1035
ENSMUSG00000038408	706
ENSMUSG00000038412	620
ENSMUSG00000038415	2653
ENSMUSG00000038416	923
ENSMUSG00000038417	3282
ENSMUSG00000038418	3760
ENSMUSG00000038421	890
ENSMUSG00000038422	758
ENSMUSG00000038425	2736
ENSMUSG00000038429	825
ENSMUSG00000038437	2446
ENSMUSG00000038446	2195
ENSMUSG00000038451	1213
ENSMUSG00000038453	1431
ENSMUSG00000038456	1787
ENSMUSG00000038457	977
ENSMUSG00000038459	2238
ENSMUSG00000038462	1363
ENSMUSG00000038463	3095
ENSMUSG00000038467	1528
ENSMUSG00000038473	1533
ENSMUSG00000038481	3973
ENSMUSG00000038482	1700
ENSMUSG00000038485	3760
ENSMUSG00000038486	740
ENSMUSG00000038489	1650
ENSMUSG00000038491	829
ENSMUSG00000038495	913
ENSMUSG00000038496	1892
ENSMUSG00000038497	1057
ENSMUSG00000038498	2061
ENSMUSG00000038500	581
ENSMUSG00000038502	794
ENSMUSG00000038503	815
ENSMUSG00000038506	2738
ENSMUSG00000038507	2120
ENSMUSG00000038508	1462
ENSMUSG00000038510	733
ENSMUSG00000038515	1271
ENSMUSG00000038517	2840
ENSMUSG00000038518	672
ENSMUSG00000038520	609
ENSMUSG00000038521	648
ENSMUSG00000038522	1582
ENSMUSG00000038523	704
ENSMUSG00000038524	438
ENSMUSG00000038525	1167
ENSMUSG00000038526	940
ENSMUSG00000038527	3010
ENSMUSG00000038528	1554
ENSMUSG00000038530	2575
ENSMUSG00000038533	732
ENSMUSG00000038534	1852
ENSMUSG00000038535	2089
ENSMUSG00000038537	2623
ENSMUSG00000038538	3453
ENSMUSG00000038539	1735
ENSMUSG00000038540	3306
ENSMUSG00000038541	854
ENSMUSG00000038542	592
ENSMUSG00000038543	654
ENSMUSG00000038544	1450
ENSMUSG00000038545	3056
ENSMUSG00000038546	3064
ENSMUSG00000038550	678
ENSMUSG00000038552	760
ENSMUSG00000038555	1926
ENSMUSG00000038560	3584
ENSMUSG00000038563	1995
ENSMUSG00000038564	727
ENSMUSG00000038567	3560
ENSMUSG00000038569	1631
ENSMUSG00000038570	1927
ENSMUSG00000038572	1637
ENSMUSG00000038576	734
ENSMUSG00000038578	1433
ENSMUSG00000038580	520
ENSMUSG00000038582	3438
ENSMUSG00000038583	2416
ENSMUSG00000038587	5931
ENSMUSG00000038591	4587
ENSMUSG00000038593	2201
ENSMUSG00000038594	2691
ENSMUSG00000038598	3501
ENSMUSG00000038599	2444
ENSMUSG00000038600	666
ENSMUSG00000038602	4941
ENSMUSG00000038604	4108
ENSMUSG00000038605	2131
ENSMUSG00000038607	1138
ENSMUSG00000038608	3472
ENSMUSG00000038611	1901
ENSMUSG00000038612	2138
ENSMUSG00000038615	2940
ENSMUSG00000038618	702
ENSMUSG00000038619	1064
ENSMUSG00000038622	871
ENSMUSG00000038623	2094
ENSMUSG00000038624	1823
ENSMUSG00000038628	1711
ENSMUSG00000038630	2794
ENSMUSG00000038633	1405
ENSMUSG00000038637	2197
ENSMUSG00000038641	1557
ENSMUSG00000038642	1355
ENSMUSG00000038644	1226
ENSMUSG00000038646	1391
ENSMUSG00000038648	3865
ENSMUSG00000038650	1656
ENSMUSG00000038651	742
ENSMUSG00000038656	1730
ENSMUSG00000038658	2667
ENSMUSG00000038663	3985
ENSMUSG00000038664	3041
ENSMUSG00000038665	3406
ENSMUSG00000038668	3332
ENSMUSG00000038670	2038
ENSMUSG00000038671	1110
ENSMUSG00000038676	502
ENSMUSG00000038677	4003
ENSMUSG00000038679	4032
ENSMUSG00000038683	1722
ENSMUSG00000038685	719
ENSMUSG00000038690	607
ENSMUSG00000038691	823
ENSMUSG00000038692	2566
ENSMUSG00000038695	727
ENSMUSG00000038696	735
ENSMUSG00000038697	1814
ENSMUSG00000038700	2340
ENSMUSG00000038702	1934
ENSMUSG00000038704	758
ENSMUSG00000038705	850
ENSMUSG00000038708	1237
ENSMUSG00000038709	585
ENSMUSG00000038712	1250
ENSMUSG00000038717	576
ENSMUSG00000038718	988
ENSMUSG00000038721	830
ENSMUSG00000038722	705
ENSMUSG00000038725	12744
ENSMUSG00000038729	6830
ENSMUSG00000038732	886
ENSMUSG00000038733	781
ENSMUSG00000038736	3447
ENSMUSG00000038738	3732
ENSMUSG00000038740	1138
ENSMUSG00000038742	1582
ENSMUSG00000038745	3500
ENSMUSG00000038750	727
ENSMUSG00000038751	3689
ENSMUSG00000038754	1494
ENSMUSG00000038756	3345
ENSMUSG00000038759	2752
ENSMUSG00000038760	2860
ENSMUSG00000038762	756
ENSMUSG00000038763	3414
ENSMUSG00000038764	622
ENSMUSG00000038765	1420
ENSMUSG00000038766	4132
ENSMUSG00000038768	1898
ENSMUSG00000038770	1088
ENSMUSG00000038773	7112
ENSMUSG00000038774	7477
ENSMUSG00000038775	984
ENSMUSG00000038776	1220
ENSMUSG00000038777	2843
ENSMUSG00000038780	4710
ENSMUSG00000038781	1491
ENSMUSG00000038782	1114
ENSMUSG00000038784	3288
ENSMUSG00000038791	578
ENSMUSG00000038792	986
ENSMUSG00000038793	1102
ENSMUSG00000038797	939
ENSMUSG00000038801	455
ENSMUSG00000038803	860
ENSMUSG00000038805	2838
ENSMUSG00000038806	2068
ENSMUSG00000038807	5120
ENSMUSG00000038811	573
ENSMUSG00000038812	802
ENSMUSG00000038816	740
ENSMUSG00000038822	1524
ENSMUSG00000038827	3025
ENSMUSG00000038828	2274
ENSMUSG00000038831	4384
ENSMUSG00000038836	3384
ENSMUSG00000038838	754
ENSMUSG00000038840	1354
ENSMUSG00000038843	4594
ENSMUSG00000038844	3340
ENSMUSG00000038845	724
ENSMUSG00000038848	2272
ENSMUSG00000038855	5414
ENSMUSG00000038859	1980
ENSMUSG00000038860	1410
ENSMUSG00000038861	1962
ENSMUSG00000038866	3455
ENSMUSG00000038871	604
ENSMUSG00000038872	8822
ENSMUSG00000038876	1691
ENSMUSG00000038879	3825
ENSMUSG00000038880	918
ENSMUSG00000038883	1335
ENSMUSG00000038884	1043
ENSMUSG00000038886	1607
ENSMUSG00000038888	2475
ENSMUSG00000038891	875
ENSMUSG00000038893	483
ENSMUSG00000038894	6323
ENSMUSG00000038895	2321
ENSMUSG00000038900	756
ENSMUSG00000038902	1855
ENSMUSG00000038903	998
ENSMUSG00000038909	1954
ENSMUSG00000038910	4050
ENSMUSG00000038914	4613
ENSMUSG00000038916	606
ENSMUSG00000038917	1834
ENSMUSG00000038925	1056
ENSMUSG00000038930	1876
ENSMUSG00000038932	1904
ENSMUSG00000038936	1883
ENSMUSG00000038943	1974
ENSMUSG00000038949	2534
ENSMUSG00000038954	1363
ENSMUSG00000038957	4277
ENSMUSG00000038963	3002
ENSMUSG00000038965	2609
ENSMUSG00000038967	661
ENSMUSG00000038968	1387
ENSMUSG00000038970	8114
ENSMUSG00000038973	624
ENSMUSG00000038975	1220
ENSMUSG00000038976	3095
ENSMUSG00000038980	2319
ENSMUSG00000038982	1766
ENSMUSG00000038984	4008
ENSMUSG00000038987	1000
ENSMUSG00000038990	875
ENSMUSG00000038991	2634
ENSMUSG00000038994	864
ENSMUSG00000038997	1802
ENSMUSG00000039000	3171
ENSMUSG00000039001	412
ENSMUSG00000039004	2410
ENSMUSG00000039005	1256
ENSMUSG00000039007	1923
ENSMUSG00000039013	2330
ENSMUSG00000039016	518
ENSMUSG00000039018	722
ENSMUSG00000039021	2610
ENSMUSG00000039031	1712
ENSMUSG00000039032	631
ENSMUSG00000039033	2192
ENSMUSG00000039037	3148
ENSMUSG00000039041	1301
ENSMUSG00000039043	2277
ENSMUSG00000039046	2522
ENSMUSG00000039047	1440
ENSMUSG00000039048	1004
ENSMUSG00000039050	1494
ENSMUSG00000039055	738
ENSMUSG00000039057	6719
ENSMUSG00000039058	755
ENSMUSG00000039059	1305
ENSMUSG00000039062	758
ENSMUSG00000039063	818
ENSMUSG00000039065	2364
ENSMUSG00000039067	1220
ENSMUSG00000039068	2582
ENSMUSG00000039069	1730
ENSMUSG00000039070	2739
ENSMUSG00000039079	1340
ENSMUSG00000039081	4213
ENSMUSG00000039084	1680
ENSMUSG00000039086	4343
ENSMUSG00000039087	4320
ENSMUSG00000039089	4500
ENSMUSG00000039092	2493
ENSMUSG00000039095	3539
ENSMUSG00000039096	2443
ENSMUSG00000039097	2064
ENSMUSG00000039098	1193
ENSMUSG00000039099	2285
ENSMUSG00000039100	6236
ENSMUSG00000039103	732
ENSMUSG00000039105	1135
ENSMUSG00000039106	5376
ENSMUSG00000039108	2534
ENSMUSG00000039109	3866
ENSMUSG00000039110	1084
ENSMUSG00000039114	1155
ENSMUSG00000039115	650
ENSMUSG00000039116	4352
ENSMUSG00000039117	676
ENSMUSG00000039126	12512
ENSMUSG00000039128	562
ENSMUSG00000039130	831
ENSMUSG00000039131	739
ENSMUSG00000039133	2030
ENSMUSG00000039137	2632
ENSMUSG00000039138	737
ENSMUSG00000039145	974
ENSMUSG00000039146	1376
ENSMUSG00000039148	5091
ENSMUSG00000039153	1607
ENSMUSG00000039154	1549
ENSMUSG00000039155	2891
ENSMUSG00000039156	2338
ENSMUSG00000039157	418
ENSMUSG00000039158	3047
ENSMUSG00000039159	889
ENSMUSG00000039163	850
ENSMUSG00000039164	4650
ENSMUSG00000039166	919
ENSMUSG00000039167	612
ENSMUSG00000039168	535
ENSMUSG00000039174	723
ENSMUSG00000039176	807
ENSMUSG00000039178	753
ENSMUSG00000039179	1540
ENSMUSG00000039182	1976
ENSMUSG00000039183	1430
ENSMUSG00000039187	1301
ENSMUSG00000039191	2478
ENSMUSG00000039193	3838
ENSMUSG00000039194	799
ENSMUSG00000039195	1649
ENSMUSG00000039196	775
ENSMUSG00000039197	1781
ENSMUSG00000039198	2368
ENSMUSG00000039199	1896
ENSMUSG00000039200	1230
ENSMUSG00000039201	2500
ENSMUSG00000039202	5652
ENSMUSG00000039205	851
ENSMUSG00000039206	3682
ENSMUSG00000039208	1101
ENSMUSG00000039209	678
ENSMUSG00000039210	2880
ENSMUSG00000039215	2775
ENSMUSG00000039217	781
ENSMUSG00000039218	798
ENSMUSG00000039219	3598
ENSMUSG00000039220	807
ENSMUSG00000039221	552
ENSMUSG00000039224	3212
ENSMUSG00000039230	1118
ENSMUSG00000039231	2778
ENSMUSG00000039232	2328
ENSMUSG00000039233	909
ENSMUSG00000039234	672
ENSMUSG00000039236	840
