Feature.ID	baseMean	log2(brain/UHR)	lfcSE	pvalue	padj	UHR_1	UHR_2	brain_1	brain_2	UHR_1.norm	UHR_2.norm	brain_1.norm	brain_2.norm	UHR_1.rlog	UHR_2.rlog	brain_1.rlog	brain_2.rlog
AVIL	27.6268	1.77194	0.500392	5.54846e-05	0.000122027	12	15	36	37	10.09	12.17	44.86	43.38	3.43	3.67	5.43	5.39
AVL9	109.815	-0.238163	0.228786	0.282202	0.350154	148	141	78	88	124.45	114.43	97.2	103.18	6.96	6.84	6.61	6.69
AVP	3.9876	1.35539	1.19605	0.0748135	0.107702	1	2	8	3	0.84	1.62	9.97	3.52	0.54	1	2.88	1.73
AVPI1	248.532	-0.345197	0.157864	0.0261222	0.0409562	344	331	176	185	289.27	268.63	219.31	216.92	8.17	8.07	7.78	7.76
AVPR1A	5.05939	0.292437	0.808466	0.621354	0.682886	6	4	3	7	5.05	3.25	3.74	8.21	2.32	1.85	2.01	2.86
AVPR1B	1.53952	0.197689	1.15626	0.773408	NA	2	1	2	1	1.68	0.81	2.49	1.17	0.65	0.18	0.94	0.41
AVPR2	9.75825	1.72867	0.862571	0.00764173	0.0131667	5	3	10	17	4.2	2.43	12.46	19.93	2.22	1.65	3.53	4.14
AWAT1	1.42356	-0.151576	1.18511	0.826445	NA	1	3	1	1	0.84	2.43	1.25	1.17	0.16	0.89	0.39	0.36
AXIN1	461.096	-0.775474	0.122387	1.65427e-10	5.43452e-10	689	725	256	305	579.38	588.39	319	357.62	9.18	9.2	8.32	8.48
AXIN2	156.529	-0.187598	0.195789	0.325813	0.397188	198	207	107	135	166.5	167.99	133.33	158.29	7.38	7.39	7.06	7.31
AXL	555.302	-1.54986	0.117817	3.25401e-40	2.7689e-39	1006	1003	218	247	845.94	814	271.65	289.61	9.72	9.67	8.09	8.18
AZGP1	107.209	-1.43197	0.257792	7.17842e-09	2.13987e-08	170	214	43	50	142.95	173.68	53.58	58.63	7.15	7.43	5.76	5.89
AZI1	233.177	-1.04711	0.169273	3.12052e-10	1.01001e-09	390	375	115	134	327.95	304.34	143.3	157.12	8.35	8.25	7.17	7.3
AZI2	123.307	0.122745	0.215223	0.557171	0.624872	142	143	109	104	119.41	116.05	135.83	121.94	6.9	6.86	7.08	6.93
AZIN1	522.89	0.154266	0.114193	0.171962	0.227014	575	623	418	496	483.52	505.61	520.87	581.57	8.92	8.98	9.02	9.18
AZU1	4.82577	-0.614011	0.879897	0.324307	0.395846	8	8	3	2	6.73	6.49	3.74	2.35	2.62	2.58	1.99	1.55
B2M	1511.2	-0.948134	0.0759449	5.30248e-36	4.04334e-35	2310	2518	811	894	1942.47	2043.53	1010.59	1048.23	10.92	11	9.98	10.03
B3GALNT1	86.9602	1.44597	0.270644	2.29841e-08	6.61005e-08	55	54	109	104	46.25	43.82	135.83	121.94	5.55	5.47	7.07	6.92
B3GALNT2	118.72	-0.989152	0.233275	1.20245e-05	2.80487e-05	175	212	60	69	147.16	172.05	74.77	80.9	7.2	7.42	6.24	6.35
B3GALT1	10.412	0.41986	0.636933	0.417866	0.490525	7	13	8	13	5.89	10.55	9.97	15.24	2.68	3.39	3.32	3.85
B3GALT2	55.9386	5.45624	0.692455	5.31644e-16	2.25537e-15	4	1	84	98	3.36	0.81	104.67	114.91	2.05	0.91	6.64	6.77
B3GALT4	39.8377	1.61054	0.405897	1.32704e-05	3.08279e-05	20	24	47	55	16.82	19.48	58.57	64.49	4.13	4.32	5.84	5.98
B3GALT5	3.80368	0.179465	0.880124	0.770485	0.812534	5	3	5	2	4.2	2.43	6.23	2.35	2	1.46	2.41	1.45
B3GALT6	286.041	-0.340871	0.149406	0.0204873	0.0327736	391	385	190	227	328.79	312.45	236.76	266.16	8.36	8.29	7.89	8.06
B3GALTL	57.0903	-0.0687423	0.305649	0.812605	0.847781	66	76	45	47	55.5	61.68	56.07	55.11	5.8	5.94	5.81	5.79
B3GAT1	1697.68	5.35541	0.122556	0	0	92	103	2602	2889	77.36	83.59	3242.36	3387.4	6.29	6.4	11.66	11.72
B3GAT2	25.5601	4.88022	0.916119	1.34151e-08	3.92106e-08	2	1	33	50	1.68	0.81	41.12	58.63	1.3	0.78	5.24	5.74
B3GAT3	460.499	0.55618	0.118286	2.14203e-06	5.33864e-06	434	466	449	460	364.95	378.19	559.5	539.36	8.51	8.56	9.13	9.07
B3GNT1	1476.78	2.61916	0.0855332	3.13987e-207	1.6594e-205	515	483	1965	2246	433.06	391.99	2448.59	2633.47	8.76	8.62	11.26	11.36
B3GNT2	86.174	-1.31358	0.286244	1.42968e-06	3.61717e-06	160	142	31	48	134.54	115.24	38.63	56.28	7.06	6.84	5.3	5.83
B3GNT3	18.332	-4.2137	1.1457	1.6242e-05	3.73797e-05	38	48	1	1	31.95	38.96	1.25	1.17	4.87	5.14	1.22	1.16
B3GNT4	25.7287	2.54978	0.593822	1.01333e-06	2.5956e-06	5	11	41	33	4.2	8.93	51.09	38.69	2.33	3.24	5.59	5.21
B3GNT5	16.6324	-0.609988	0.547667	0.192411	0.250653	30	21	11	9	25.23	17.04	13.71	10.55	4.6	4.08	3.8	3.47
B3GNT6	2.35842	-0.276515	1.03591	0.675635	0.729744	3	4	2	1	2.52	3.25	2.49	1.17	1.28	1.51	1.26	0.72
B3GNT7	58.5745	0.617297	0.309431	0.0351095	0.0538961	57	52	63	56	47.93	42.2	78.5	65.66	5.59	5.41	6.28	6.03
B3GNT8	7.78482	-0.115635	0.686752	0.830979	0.863407	11	9	7	5	9.25	7.3	8.72	5.86	3.17	2.88	3.09	2.63
B3GNT9	129.099	-0.652772	0.215861	0.00189526	0.00353618	194	191	81	83	163.13	155.01	100.93	97.32	7.35	7.27	6.66	6.61
B3GNTL1	34.1094	-0.464871	0.3918	0.196555	0.255482	46	52	22	24	38.68	42.2	27.41	28.14	5.26	5.39	4.79	4.83
B4GALNT1	305.475	2.67824	0.165284	2.42959e-60	2.98109e-59	96	102	409	468	80.73	82.78	509.66	548.74	6.35	6.38	8.99	9.09
B4GALNT2	1.22066	-0.00980782	1.21882	0.988754	NA	1	2	1	1	0.84	1.62	1.25	1.17	0.07	0.47	0.29	0.25
B4GALNT3	59.0785	-0.680888	0.315705	0.0224552	0.0356431	98	81	35	38	82.41	65.74	43.61	44.56	6.35	6.03	5.46	5.49
B4GALNT4	923.126	1.30827	0.0926536	9.50862e-46	9.02805e-45	659	621	1032	1150	554.15	503.98	1285.98	1348.39	9.12	8.98	10.33	10.4
B4GALT1	450.741	-3.14103	0.159472	2.01683e-87	3.57088e-86	958	1005	64	87	805.58	815.63	79.75	102.01	9.65	9.67	6.34	6.69
B4GALT2	600.968	-0.423751	0.107719	7.39936e-05	0.000160779	829	841	391	458	697.1	682.53	487.23	537.01	9.44	9.41	8.93	9.07
B4GALT3	268.368	-0.743265	0.153981	9.97191e-07	2.55576e-06	407	410	157	173	342.24	332.74	195.64	202.85	8.42	8.38	7.62	7.67
B4GALT4	79.5051	-1.05246	0.280839	8.71087e-05	0.000187567	127	137	37	46	106.79	111.18	46.11	53.94	6.73	6.79	5.55	5.76
B4GALT5	507.966	-0.0691809	0.112506	0.534405	0.6037	617	643	404	416	518.83	521.84	503.43	487.77	9.02	9.03	8.98	8.93
B4GALT6	131.536	3.07866	0.263445	1.13129e-32	8.02655e-32	35	31	178	213	29.43	25.16	221.81	249.75	4.91	4.7	7.78	7.95
B4GALT7	189.622	-0.207862	0.179191	0.235711	0.299478	252	241	149	141	211.91	195.59	185.67	165.32	7.73	7.61	7.54	7.37
B9D1	69.707	-0.306315	0.283539	0.257516	0.323689	99	89	51	51	83.25	72.23	63.55	59.8	6.37	6.17	5.99	5.91
B9D2	32.8058	0.0722482	0.391856	0.84119	0.871797	42	35	25	31	35.32	28.4	31.15	36.35	5.14	4.84	4.96	5.18
BAALC	801.881	5.66535	0.187839	1.30578e-200	6.49042e-199	39	35	1281	1322	32.79	28.4	1596.26	1550.07	5.08	4.88	10.63	10.59
BAAT	10.9199	-0.682684	0.664193	0.200275	0.259837	21	14	8	4	17.66	11.36	9.97	4.69	4.05	3.48	3.32	2.44
BACE1	829.334	1.69245	0.0982662	2.66423e-67	3.63786e-66	438	507	1007	1094	368.31	411.47	1254.82	1282.73	8.53	8.69	10.29	10.32
BACE2	325.969	-3.56844	0.199571	2.66805e-72	3.92074e-71	724	733	39	44	608.81	594.88	48.6	51.59	9.24	9.21	5.64	5.72
BACH1	125.595	-1.87888	0.249922	5.80148e-15	2.36343e-14	233	249	48	38	195.93	202.08	59.81	44.56	7.6	7.65	5.92	5.51
BACH2	66.1078	1.0543	0.302046	0.000232992	0.000481631	54	46	79	71	45.41	37.33	98.44	83.25	5.52	5.24	6.6	6.37
BAD	274.203	1.09603	0.151863	2.50439e-13	9.52984e-13	206	213	307	314	173.22	172.86	382.55	368.17	7.44	7.44	8.58	8.52
BAG1	391.773	0.122317	0.126923	0.329008	0.400137	433	475	322	355	364.11	385.5	401.24	416.24	8.51	8.59	8.65	8.7
BAG2	61.704	-2.02147	0.362877	2.15588e-09	6.64099e-09	127	116	18	20	106.79	94.14	22.43	23.45	6.71	6.53	4.54	4.6
BAG3	581.342	0.825925	0.114276	3.29248e-13	1.24531e-12	472	540	557	679	396.9	438.25	694.08	796.14	8.63	8.78	9.44	9.64
BAG4	75.232	0.539165	0.274658	0.0402557	0.0611486	68	78	78	71	57.18	63.3	97.2	83.25	5.85	5.99	6.59	6.38
BAG5	248.389	0.401775	0.156995	0.00930172	0.0158301	251	265	238	231	211.07	215.07	296.57	270.85	7.72	7.75	8.21	8.08
BAGE	1.22066	-0.00980782	1.21882	0.988754	NA	1	2	1	1	0.84	1.62	1.25	1.17	0.07	0.47	0.29	0.25
BAHCC1	808.141	0.849619	0.0942919	1.34172e-19	6.59562e-19	672	721	812	913	565.08	585.14	1011.84	1070.51	9.14	9.19	9.98	10.06
BAHD1	353.34	-0.0649613	0.134122	0.623468	0.684995	415	461	266	306	348.97	374.13	331.46	358.79	8.45	8.55	8.37	8.49
BAI1	682.995	4.53226	0.156344	2.55152e-185	1.14792e-183	70	66	990	1182	58.86	53.56	1233.64	1385.91	5.9	5.77	10.26	10.43
BAI2	1239.03	3.10464	0.0950012	2.5354e-235	1.57752e-233	325	298	1730	1949	273.29	241.85	2155.76	2285.23	8.1	7.92	11.07	11.16
BAI3	182.035	6.05828	0.443567	2.19518e-43	1.98437e-42	5	7	296	298	4.2	5.68	368.85	349.41	2.4	2.73	8.5	8.42
BAIAP2	758.314	2.45211	0.10582	4.2417e-120	1.0724e-118	270	295	1022	1103	227.04	239.41	1273.52	1293.29	7.83	7.91	10.31	10.33
BAIAP2L1	125.305	-4.39342	0.387964	2.47465e-30	1.66107e-29	273	308	8	10	229.56	249.96	9.97	11.73	7.82	7.94	3.49	3.68
BAIAP2L2	83.9674	-0.249864	0.259402	0.316011	0.386688	116	106	62	64	97.54	86.03	77.26	75.04	6.6	6.43	6.27	6.23
BAIAP3	610.949	3.37953	0.136285	1.21012e-136	3.62335e-135	135	123	833	1017	113.52	99.82	1038	1192.45	6.84	6.65	10.01	10.21
BAK1	66.872	-1.50247	0.327723	1.02062e-06	2.61352e-06	117	127	21	34	98.38	103.07	26.17	39.87	6.6	6.67	4.76	5.33
BAMBI	393.262	-3.22351	0.172744	1.01668e-78	1.63508e-77	857	865	52	73	720.65	702.01	64.8	85.59	9.49	9.45	6.04	6.43
BANF1	235.953	-0.737636	0.167499	7.66328e-06	1.82244e-05	375	342	148	142	315.34	277.56	184.42	166.5	8.3	8.11	7.53	7.38
BANK1	5.25064	1.23561	0.999026	0.0719774	0.103935	3	2	6	8	2.52	1.62	7.48	9.38	1.56	1.16	2.72	2.99
BANP	117.386	-0.120235	0.220948	0.5749	0.640538	142	155	85	101	119.41	125.79	105.92	118.42	6.9	6.97	6.73	6.89
BAP1	1092.63	0.858864	0.0823382	1.16162e-25	6.89037e-25	930	946	1127	1208	782.03	767.74	1404.36	1416.4	9.61	9.59	10.45	10.47
BARD1	41.7102	-3.12941	0.527706	2.02423e-10	6.61893e-10	90	93	6	7	75.68	75.48	7.48	8.21	6.19	6.19	3.08	3.19
BARHL1	120.912	7.09848	0.834435	7.13902e-19	3.41777e-18	2	1	181	218	1.68	0.81	225.54	255.61	1.45	0.97	7.78	7.96
BARHL2	110.187	6.68018	0.735548	6.86761e-21	3.52543e-20	1	3	161	202	0.84	2.43	200.62	236.85	1.02	1.75	7.61	7.84
BARX1	31.2046	-5.03657	1.05435	1.90028e-07	5.13433e-07	78	70	1	1	65.59	56.81	1.25	1.17	5.93	5.73	1.3	1.23
BARX2	10.7482	-0.308569	0.618978	0.544146	0.612692	16	14	8	7	13.45	11.36	9.97	8.21	3.71	3.49	3.33	3.09
BASE	1.22066	-0.00980782	1.21882	0.988754	NA	1	2	1	1	0.84	1.62	1.25	1.17	0.07	0.47	0.29	0.25
BASP1	1695.97	1.83531	0.0784976	7.42081e-122	1.89528e-120	932	859	2068	2325	783.72	697.14	2576.94	2726.1	9.62	9.45	11.33	11.41
BAT1	1228.93	-1.0049	0.0815336	3.60771e-35	2.70632e-34	1911	2068	646	704	1606.95	1678.32	804.98	825.45	10.65	10.71	9.65	9.69
BAT2	3636.97	-0.263343	0.0555508	1.9923e-06	4.98246e-06	4708	4904	2607	2866	3958.94	3979.93	3248.59	3360.43	11.95	11.96	11.67	11.71
BAT2L1	3542.5	0.7484	0.0595591	2.36802e-36	1.82474e-35	3120	3276	3426	3939	2623.6	2658.7	4269.15	4618.54	11.36	11.38	12.06	12.17
BAT2L2	1160.6	-0.959798	0.0852586	1.22437e-29	8.049e-29	1761	1959	613	689	1480.82	1589.86	763.86	807.86	10.53	10.63	9.58	9.66
BAT3	1931.28	-0.573061	0.0705793	3.89438e-16	1.66417e-15	2790	2807	1190	1380	2346.1	2278.07	1482.86	1618.07	11.2	11.15	10.53	10.66
BAT4	176.348	-0.618476	0.186617	0.000721595	0.00141339	256	264	116	112	215.27	214.25	144.55	131.32	7.75	7.74	7.18	7.04
BAT5	296.956	0.883398	0.14693	1.14311e-09	3.58736e-09	238	264	297	344	200.13	214.25	370.09	403.35	7.65	7.75	8.53	8.65
BATF	8.96426	-1.6412	0.928872	0.0150616	0.0246337	19	17	3	2	15.98	13.8	3.74	2.35	3.84	3.66	2.12	1.67
BATF2	14.1079	-0.57057	0.593612	0.249095	0.31423	27	16	11	6	22.7	12.99	13.71	7.04	4.43	3.7	3.77	2.95
BATF3	26.587	0.66879	0.438851	0.0904279	0.12778	24	23	25	31	20.18	18.67	31.15	36.35	4.36	4.25	4.94	5.15
BAX	219.008	-1.76209	0.186121	3.72743e-22	1.99577e-21	406	417	85	77	341.4	338.42	105.92	90.28	8.41	8.4	6.74	6.51
BAZ1A	134.641	-2.84771	0.273187	1.10984e-26	6.73118e-26	293	281	27	26	246.38	228.05	33.64	30.49	7.93	7.82	5.11	4.97
BAZ1B	701.554	-0.555541	0.106634	1.57698e-07	4.29186e-07	968	1059	416	524	813.99	859.45	518.38	614.4	9.67	9.75	9.02	9.26
BAZ2A	952.253	-0.47035	0.0983738	1.51809e-06	3.83202e-06	1251	1434	587	735	1051.96	1163.79	731.46	861.8	10.04	10.18	9.52	9.75
BAZ2B	152.423	1.39336	0.209927	8.92631e-12	3.14563e-11	108	91	168	201	90.82	73.85	209.35	235.68	6.51	6.22	7.7	7.87
BBC3	138.799	-0.311247	0.205186	0.119088	0.163807	182	192	97	107	153.04	155.82	120.87	125.46	7.26	7.28	6.92	6.97
BBOX1	17.8745	4.72756	1.11958	2.10544e-06	5.25117e-06	1	1	25	33	0.84	0.81	31.15	38.69	0.74	0.7	4.8	5.1
BBS1	317.426	1.39648	0.144533	1.22098e-22	6.63261e-22	201	218	364	401	169.02	176.92	453.58	470.18	7.41	7.47	8.82	8.87
BBS10	62.939	0.663952	0.299014	0.0194444	0.0312542	59	56	58	72	49.61	45.45	72.27	84.42	5.64	5.52	6.17	6.39
BBS12	23.0065	0.493323	0.46498	0.233314	0.296862	26	18	22	24	21.86	14.61	27.41	28.14	4.45	3.91	4.76	4.79
BBS2	253.768	1.13216	0.161233	9.76504e-13	3.61548e-12	180	201	263	318	151.36	163.13	327.72	372.86	7.25	7.35	8.35	8.54
BBS4	94.3045	-0.0458669	0.246914	0.847284	0.876507	117	115	83	70	98.38	93.33	103.43	82.08	6.62	6.54	6.69	6.36
BBS5	35.6332	1.10912	0.401083	0.00246347	0.0045256	25	26	42	41	21.02	21.1	52.34	48.07	4.43	4.43	5.68	5.56
BBS7	89.3759	1.12835	0.259748	6.14665e-06	1.47557e-05	63	69	95	111	52.98	56	118.38	130.15	5.74	5.82	6.88	7.01
BBS9	52.577	0.401218	0.341884	0.210049	0.271233	39	69	42	59	32.79	56	52.34	69.18	5.06	5.8	5.71	6.1
BBX	280.1	-0.156029	0.151987	0.296415	0.365224	341	375	230	207	286.75	304.34	286.6	242.71	8.16	8.25	8.16	7.92
BCAM	561.186	-1.61187	0.118139	3.91931e-43	3.53746e-42	1031	1021	213	242	866.96	828.61	265.42	283.75	9.76	9.69	8.06	8.15
BCAN	915.446	3.36055	0.108235	1.48969e-212	8.09232e-211	196	196	1335	1428	164.82	159.07	1663.55	1674.35	7.37	7.32	10.7	10.71
BCAP29	207.092	0.810169	0.175871	2.74946e-06	6.79371e-06	165	196	199	241	138.75	159.07	247.97	282.58	7.12	7.32	7.95	8.14
BCAP31	779.09	-0.362466	0.0947145	0.000117501	0.000250112	1059	1065	545	582	890.51	864.32	679.13	682.4	9.8	9.76	9.41	9.41
BCAR1	1174.18	0.814601	0.0800033	1.62053e-24	9.31953e-24	1006	1051	1191	1291	845.94	852.96	1484.11	1513.72	9.73	9.74	10.53	10.56
BCAR3	130.136	-0.55139	0.219095	0.00962732	0.0163477	202	175	79	94	169.86	142.02	98.44	110.22	7.4	7.15	6.63	6.79
BCAS1	772.477	4.75023	0.151701	8.36022e-216	4.62739e-214	69	64	1187	1280	58.02	51.94	1479.12	1500.82	5.88	5.72	10.52	10.55
BCAS2	115.751	-0.23783	0.22427	0.273797	0.340688	140	165	84	91	117.73	133.91	104.67	106.7	6.88	7.06	6.71	6.74
BCAS3	391.285	-0.499645	0.129965	0.000103085	0.000220443	569	543	254	281	478.47	440.68	316.51	329.48	8.9	8.78	8.31	8.37
BCAS4	76.9909	0.494011	0.279009	0.0639035	0.0934999	87	65	68	83	73.16	52.75	84.73	97.32	6.19	5.73	6.4	6.6
BCAT1	388.398	-2.3828	0.151867	8.99812e-57	1.04765e-55	759	823	96	109	638.24	667.92	119.63	127.8	9.31	9.38	6.91	7.01
BCAT2	249.634	-0.750812	0.160315	2.01347e-06	5.03397e-06	376	386	140	166	316.18	313.27	174.45	194.64	8.3	8.29	7.45	7.61
BCCIP	185.075	-0.818365	0.185961	7.16938e-06	1.70962e-05	269	307	111	108	226.2	249.15	138.32	126.63	7.82	7.96	7.12	6.99
BCDIN3D	18.4669	-0.26271	0.499036	0.548164	0.616464	23	27	13	14	19.34	21.91	16.2	16.42	4.27	4.43	4.03	4.05
BCHE	44.2982	-1.37459	0.387507	0.000110289	0.000235418	75	84	19	19	63.07	68.17	23.68	22.28	5.96	6.07	4.6	4.52
BCKDHA	412.551	0.0501687	0.123011	0.679852	0.733712	487	494	338	357	409.52	400.91	421.18	418.59	8.68	8.65	8.72	8.71
BCKDHB	66.3413	0.244051	0.287865	0.373733	0.445666	65	81	58	62	54.66	65.74	72.27	72.7	5.78	6.04	6.17	6.18
BCKDK	467.626	-1.07842	0.124322	2.02302e-18	9.50103e-18	759	783	223	272	638.24	635.46	277.88	318.92	9.32	9.31	8.12	8.32
BCL10	40.1913	-0.807361	0.378912	0.0209321	0.033425	68	59	24	22	57.18	47.88	29.91	25.8	5.82	5.57	4.92	4.72
BCL11A	200.428	2.21796	0.195259	3.96296e-31	2.71194e-30	76	93	253	296	63.91	75.48	315.26	347.06	6.01	6.25	8.29	8.43
BCL11B	184.666	-1.75675	0.205044	1.39245e-18	6.58367e-18	334	361	57	80	280.86	292.98	71.03	93.8	8.13	8.19	6.17	6.56
BCL2	100.456	0.402557	0.245482	0.08901	0.125929	116	91	88	103	97.54	73.85	109.66	120.77	6.61	6.21	6.77	6.91
BCL2A1	14.3701	-2.30649	0.869106	0.000665672	0.00130882	22	39	4	2	18.5	31.65	4.98	2.35	4.12	4.84	2.49	1.74
BCL2L1	935.233	0.249901	0.0874754	0.00402287	0.00720038	1024	1043	800	884	861.08	846.47	996.88	1036.5	9.75	9.73	9.96	10.02
BCL2L10	2.22708	0.925044	1.2647	0.217118	0.278578	1	1	3	3	0.84	0.81	3.74	3.52	0.35	0.33	1.51	1.46
BCL2L11	138.922	-2.4066	0.253294	1.07567e-22	5.85415e-22	268	301	38	33	225.36	244.28	47.35	38.69	7.8	7.92	5.59	5.31
BCL2L12	127.065	-3.13057	0.293529	1.17389e-27	7.3039e-27	268	286	21	21	225.36	232.11	26.17	24.62	7.8	7.84	4.76	4.68
BCL2L13	304.434	0.354299	0.141964	0.0113764	0.0190536	322	323	272	295	270.77	262.14	338.94	345.89	8.08	8.04	8.4	8.43
BCL2L14	2.25712	-0.600291	1.14934	0.391948	0.463667	4	4	1	1	3.36	3.25	1.25	1.17	1.5	1.47	0.71	0.67
BCL2L15	4.37126	0.937725	0.980865	0.160393	0.213347	3	2	6	5	2.52	1.62	7.48	5.86	1.52	1.13	2.65	2.38
BCL2L2	1203.22	2.19047	0.087412	8.24286e-140	2.56435e-138	486	558	1609	1660	408.68	452.86	2004.98	1946.38	8.68	8.83	10.97	10.92
BCL3	134.017	-1.46615	0.227017	2.56049e-11	8.82294e-11	235	246	54	61	197.61	199.65	67.29	71.52	7.62	7.63	6.09	6.17
BCL6	670.29	3.02711	0.119423	7.10541e-143	2.27919e-141	181	172	969	1008	152.2	139.59	1207.47	1181.9	7.26	7.13	10.23	10.2
BCL6B	14.9971	0.634886	0.559921	0.181718	0.238387	14	12	13	19	11.77	9.74	16.2	22.28	3.59	3.34	4	4.42
BCL7A	376.724	1.11301	0.133076	2.80353e-17	1.2584e-16	291	281	430	425	244.7	228.05	535.82	498.32	7.94	7.84	9.06	8.96
BCL7B	354.782	0.483349	0.132974	0.000238867	0.000493426	354	360	323	364	297.68	292.16	402.49	426.8	8.22	8.19	8.65	8.74
BCL7C	167.123	-0.917127	0.194263	1.39624e-06	3.53513e-06	265	268	89	100	222.84	217.5	110.9	117.25	7.8	7.76	6.8	6.88
BCL8	3.58311	-0.762851	1.0433	0.262361	0.329025	4	9	2	1	3.36	7.3	2.49	1.17	1.72	2.55	1.44	0.87
BCL9	338.015	-0.0394501	0.134931	0.766959	0.809658	410	420	261	291	344.77	340.86	325.23	341.2	8.43	8.41	8.35	8.41
BCL9L	1070.8	-0.456526	0.0833429	3.78976e-08	1.07649e-07	1465	1538	714	779	1231.91	1248.19	889.72	913.39	10.27	10.29	9.8	9.84
BCLAF1	386.955	-0.143416	0.127971	0.256199	0.322218	469	516	296	312	394.38	418.77	368.85	365.83	8.62	8.71	8.53	8.52
BCMO1	5.5695	1.31757	1.01324	0.0582262	0.0858158	4	1	7	8	3.36	0.81	8.72	9.38	1.84	0.66	2.9	2.99
BCO2	14.5245	1.18849	0.634111	0.0221886	0.0352519	11	7	13	23	9.25	5.68	16.2	26.97	3.26	2.66	3.98	4.65
BCOR	441.966	-2.13601	0.138991	1.73406e-54	1.91599e-53	845	903	123	146	710.56	732.85	153.27	171.19	9.47	9.51	7.27	7.43
BCORL1	196.478	0.0393584	0.172507	0.81596	0.850573	232	237	157	173	195.09	192.34	195.64	202.85	7.61	7.59	7.61	7.66
BCORL2	6.05778	-0.951649	0.892399	0.134884	0.183108	10	12	3	2	8.41	9.74	3.74	2.35	2.95	3.13	2.05	1.61
BCR	723.183	0.918236	0.0987729	8.78258e-21	4.49138e-20	584	624	739	831	491.08	506.42	920.87	974.36	8.94	8.99	9.85	9.93
BCS1L	162.969	-0.771554	0.195219	5.36918e-05	0.000118281	254	247	93	104	213.59	200.46	115.89	121.94	7.73	7.64	6.86	6.93
BDH1	283.75	1.52356	0.157722	9.62491e-23	5.24631e-22	184	166	321	380	154.72	134.72	400	445.56	7.28	7.08	8.64	8.79
BDH2	41.9165	0.548935	0.356238	0.0979678	0.137232	37	43	43	41	31.11	34.9	53.58	48.07	4.98	5.13	5.73	5.58
BDKRB1	8.5211	-0.710757	0.724301	0.206094	0.266735	15	13	5	4	12.61	10.55	6.23	4.69	3.56	3.34	2.71	2.39
BDKRB2	32.9714	0.873858	0.408329	0.0188702	0.0303981	29	24	33	40	24.39	19.48	41.12	46.9	4.63	4.32	5.34	5.52
BDNF	43.7849	0.945369	0.359013	0.00461508	0.00819182	34	35	44	54	28.59	28.4	54.83	63.32	4.86	4.85	5.76	5.96
BDNFOS	14.5047	3.97649	1.02518	7.69985e-06	1.8304e-05	1	2	22	24	0.84	1.62	27.41	28.14	0.75	1.21	4.6	4.63
BDP1	195.003	0.315528	0.178177	0.0704197	0.101929	210	209	159	201	176.59	169.62	198.13	235.68	7.47	7.41	7.63	7.88
BEAN	36.2053	0.929358	0.390567	0.00954084	0.0162146	27	30	38	43	22.7	24.35	47.35	50.42	4.53	4.63	5.54	5.63
BECN1	200.003	-0.020169	0.171848	0.904717	0.922541	237	251	153	176	199.29	203.7	190.65	206.36	7.64	7.67	7.58	7.69
BEGAIN	432.501	2.26803	0.141754	7.08966e-59	8.54362e-58	179	178	524	667	150.52	144.46	652.96	782.07	7.24	7.18	9.35	9.61
BEND3	95.0843	-1.98361	0.288119	5.0503e-13	1.89546e-12	183	188	32	29	153.88	152.57	39.88	34	7.25	7.24	5.34	5.12
BEND4	35.2166	-1.54268	0.449174	0.000123752	0.000263194	61	70	15	12	51.29	56.81	18.69	14.07	5.65	5.79	4.27	3.89
BEND5	43.4205	1.40026	0.382248	6.74444e-05	0.000147095	22	32	51	56	18.5	25.97	63.55	65.66	4.26	4.72	5.96	6.01
BEND6	151.609	4.41171	0.309256	9.481e-47	9.1756e-46	15	17	234	246	12.61	13.8	291.59	288.44	3.75	3.87	8.17	8.15
BEND7	32.0302	-0.00601897	0.40081	0.986933	0.989245	31	47	24	29	26.07	38.14	29.91	34	4.72	5.24	4.91	5.08
BEST1	109.682	3.19482	0.293409	1.13301e-28	7.22903e-28	26	25	147	182	21.86	20.29	183.18	213.4	4.5	4.4	7.5	7.71
BEST2	2.01715	0.212099	1.06834	0.750649	NA	2	2	1	3	1.68	1.62	1.25	3.52	0.83	0.81	0.64	1.45
BEST3	19.1195	2.43855	0.692386	2.82088e-05	6.35694e-05	9	3	27	28	7.57	2.43	33.64	32.83	3	1.72	4.97	4.94
BEST4	13.2833	1.57038	0.70669	0.00538711	0.00948162	5	8	19	16	4.2	6.49	23.68	18.76	2.29	2.8	4.45	4.14
BET1	40.9218	-0.608248	0.383704	0.0853297	0.12124	56	67	17	35	47.09	54.38	21.18	41.04	5.55	5.75	4.45	5.36
BET1L	441.016	-0.386596	0.121256	0.00128129	0.00244204	601	611	312	319	505.38	495.87	388.78	374.03	8.98	8.95	8.6	8.55
BET3L	1.22066	-0.00980782	1.21882	0.988754	NA	1	2	1	1	0.84	1.62	1.25	1.17	0.07	0.47	0.29	0.25
BEX1	604.664	3.25692	0.128346	4.89321e-143	1.57535e-141	136	140	882	931	114.36	113.62	1099.06	1091.61	6.85	6.84	10.1	10.09
BEX2	336.978	4.29838	0.205864	2.24928e-97	4.48476e-96	34	44	490	574	28.59	35.71	610.59	673.02	4.88	5.19	9.24	9.38
BEX4	516.247	2.43393	0.127457	1.34488e-82	2.2495e-81	187	201	668	778	157.25	163.13	832.4	912.22	7.3	7.36	9.7	9.83
